Area;Regione;Provincia;2025_CodCom;NTN 2025 fino a 50 mq;NTN 2025 50 -| 85 mq;NTN 2025 85 -| 115 mq;NTN 2025 115 -| 145 mq;NTN 2025 oltre 145 mq;NTN_2025
Nord Est;Friuli- Venezia Giulia;PN;E889;3;21;38,17;12,5;47,5;122,17
Sud;Campania;AV;E891;0;4;3;2;6;15
Sud;Abruzzo;PE;E892;3;19,5;18;8;12,33;60,83
Nord Est;Veneto;TV;E893;1;3;7;3,67;16,92;31,59
Nord Ovest;Piemonte;CN;E894;3;13;16,67;3,5;7,67;43,84
Nord Ovest;Lombardia;SO;E896;0,22;6,44;1;0,44;0;8,1
Nord Ovest;Lombardia;MN;E897;52;269,06;290,07;147,03;118,36;876,52
Nord Est;Friuli- Venezia Giulia;UD;E899;1;16;16,83;15;14,83;63,66
Centro;Lazio;RM;E900;2;27,5;27,25;24,5;21,49;102,74
Nord Ovest;Lombardia;BG;E901;3;20,5;23;9,88;19;75,38
Isole;Sardegna;SS;E902;0;0;2;1;4;7
Isole;Sardegna;CA;E903;5;30,5;28,16;14;24,35;102,01
Nord Est;Emilia-Romagna;MO;E904;8;37,5;77,67;33;40,17;196,34
Nord Est;Emilia-Romagna;MO;E905;2;24;23,17;9,5;17,27;75,94
Sud;Campania;NA;E906;28,68;72,76;120,28;84,08;41,47;347,27
Nord Ovest;Piemonte;NO;E907;0;2;4;13,01;8;27,01
Centro;Lazio;RM;E908;0;0;2,67;1;0;3,67
Nord Est;Friuli- Venezia Giulia;UD;E910;1;13;9,33;4;3;30,33
Nord Est;Veneto;VR;E911;0;1,33;5,33;4,67;6;17,33
Nord Est;Veneto;VI;E912;1;25,5;22;18;31,5;98
Sud;Calabria;CS;E914;2;4,86;6,8;7;9;29,66
Sud;Calabria;CS;E915;0;2;3;4;5;14
Nord Ovest;Piemonte;AT;E917;1;0;0;0;3;4
Sud;Basilicata;PZ;E919;11,93;26,02;8,2;7,95;15,82;69,92
Nord Ovest;Lombardia;MI;E921;7;26;36;14,5;18,12;101,62
Nord Ovest;Lombardia;MN;E922;0;9;9;10,67;29,51;58,18
Sud;Calabria;CZ;E923;2;0;2;1;0;5
Centro;Lazio;RM;E924;13;30;24;9;9;85
Sud;Calabria;CZ;E925;0;4;2,83;5;4;15,83
Centro;Lazio;RI;E927;0;0;0;0;1;1
Nord Ovest;Lombardia;BS;E928;0;7,5;13,84;5,54;9;35,88
Nord Ovest;Lombardia;VA;E929;13;17,5;18;15;18,5;82
Centro;Toscana;LI;E930;16,23;28,73;18,7;4;8,25;75,91
Centro;Toscana;LI;E931;11,12;21;7,25;7;3,11;49,48
Sud;Campania;CE;E932;13,25;22,87;34,3;57,94;68,54;196,9
Centro;Toscana;AR;E933;1;12;12,5;9;14;48,5
Nord Ovest;Lombardia;PV;E934;10;19;7,83;7,5;6,5;50,83
Nord Est;Veneto;VE;E936;4,5;74,89;65,5;40,13;41,75;226,77
Nord Ovest;Piemonte;CN;E939;1;2;7,06;5;10,66;25,72
Nord Est;Veneto;TV;E940;0;25,5;20,5;14,42;34,42;94,84
Nord Ovest;Piemonte;TO;E941;0;3;4;0;8;15
Nord Ovest;Piemonte;AT;E944;0;0;0;0;4;4
Nord Ovest;Piemonte;CN;E945;1;4;3;1,99;4;13,99
Sud;Puglia;FG;E946;82,97;118,02;51,75;30,16;8;290,9
Nord Ovest;Lombardia;LC;E947;5;12,08;2,5;0,5;2;22,08
Nord Ovest;Lombardia;MN;E949;0;0;1;1;6,5;8,5
Nord Ovest;Lombardia;CO;E951;30,5;124,56;127,62;50,67;43,34;376,69
Isole;Sicilia;CL;E953;1;1;4,5;3;4;13,5
Sud;Campania;NA;E954;9;13,5;31,67;19,5;14,25;87,92
Sud;Campania;NA;E955;11,33;19,66;55,5;43,33;42,33;172,15
Sud;Calabria;RC;E956;5;18,5;8;11;10;52,5
Isole;Sicilia;PA;E957;8;9;9;8,33;7,75;42,08
Centro;Lazio;RM;E958;84,45;333,77;160,66;77,89;61,79;718,56
Centro;Toscana;PT;E960;8;21;26,5;10,5;24,33;90,33
Nord Ovest;Lombardia;BS;E961;1;3;5,83;4,33;2,25;16,41
Nord Ovest;Lombardia;MN;E962;0;10,17;24;20;41,3;95,47
Nord Ovest;Piemonte;CN;E963;0;3,5;4;1;3;11,5
Nord Ovest;Lombardia;VA;E965;8,33;22,11;26,84;19,42;18,08;94,78
Nord Ovest;Lombardia;BS;E967;4;18,5;15;7;11,5;56
Sud;Calabria;RC;E968;0,25;2,25;1,06;1;0;4,56
Nord Est;Veneto;VI;E970;2;18,61;37;20,5;43,32;121,43
Centro;Toscana;FI;E971;3;10;7;6,75;14,5;41,25
Isole;Sardegna;OR;E972;5;1;5,75;6,75;13,33;31,83
Nord Ovest;Piemonte;CN;E973;0;0;2;1;2;5
Isole;Sicilia;TP;E974;44,36;130;147,94;142,75;193,03;658,08
Centro;Umbria;PG;E975;7,75;56,5;55,92;30,75;62,13;213,05
Sud;Basilicata;PZ;E976;2;5,15;3,5;2,5;5;18,15
Sud;Basilicata;PZ;E977;0;12;13;13,5;12,5;51
Centro;Lazio;VT;E978;3;18,67;12;5,5;2,04;41,21
Sud;Puglia;LE;E979;1,9;11,83;13,08;8;21,17;55,98
Nord Est;Veneto;VE;E980;23;82;85,13;43,05;75,12;308,3
Nord Est;Friuli- Venezia Giulia;UD;E982;4;14;13;11,5;42,77;85,27
Nord Ovest;Lombardia;CR;E983;2;3;4;4;15;28
Sud;Puglia;LE;E984;0;0;0;1;3,5;4,5
Sud;Puglia;TA;E986;106,26;147,27;157,76;111,75;106,31;629,35
Nord Ovest;Lombardia;BG;E987;6;53;57,28;19,77;31,28;167,33
Nord Ovest;Piemonte;CN;E988;0;2;1;2;3,78;8,78
Sud;Abruzzo;TE;E989;36;206,36;73,18;37,5;23,81;376,85
Sud;Calabria;CZ;E991;2;2;1,75;2;1;8,75
Isole;Sardegna;SS;E992;0;1,5;2;1;3;7,5
Sud;Calabria;RC;E993;2,58;6;2;0,75;2;13,33
Nord Ovest;Lombardia;LO;E994;2;5;7;5;2;21
Sud;Puglia;TA;E995;26,5;45,05;32,04;15,5;9,83;128,92
Sud;Campania;AV;E997;2;1;2;2;2,67;9,67
Sud;Campania;CE;E998;1;3,83;1,83;5;4,5;16,16
Nord Ovest;Lombardia;PV;E999;0;14;8,5;1;10;33,5
Sud;Calabria;CS;F001;0,42;0;4,5;0;1;5,92
Nord Ovest;Lombardia;VA;F002;0;1;1;0;2;4
Nord Ovest;Lombardia;MI;F003;8;30;24;9,25;4;75,25
Isole;Sicilia;CT;F004;70,89;122,51;58,88;39,78;22,67;314,73
Isole;Sicilia;CT;F005;5,92;35,87;90,64;95,96;89,92;318,31
Sud;Basilicata;PZ;F006;2,5;2;3,5;1,5;1;10,5
Nord Ovest;Lombardia;VA;F007;0;0;0;1;3;4
Nord Est;Veneto;TV;F009;0;3,5;6;8;16,5;34
Nord Ovest;Piemonte;VB;F010;0;2,5;2;2;4,5;11
Nord Est;Veneto;PD;F011;3;24;34,29;26;28,5;115,79
Nord Est;Veneto;TV;F012;4,56;28;21,5;16,86;24,8;95,72
Nord Est;Veneto;PD;F013;0;2;6;1;12,17;21,17
Nord Ovest;Piemonte;AL;F015;0;2;3;1;9,5;15,5
Nord Est;Emilia-Romagna;FE;F016;0;0;6;6;9;21
Nord Ovest;Lombardia;CO;F017;3;13,5;9,5;8,5;2,17;36,67
Nord Ovest;Liguria;GE;F020;0;8,5;12,17;2,5;6;29,17
Centro;Marche;AP;F021;0;0;0;0;0;0
Sud;Abruzzo;AQ;F022;8;3;2;3;5,67;21,67
Centro;Toscana;MS;F023;81,93;297,6;234,81;112,76;106,6;833,7
Centro;Umbria;PG;F024;6,66;8,17;6;6;14,22;41,05
Centro;Toscana;PT;F025;4;26;22,13;13;18,51;83,64
Sud;Puglia;TA;F027;18;49,64;94,67;89,62;41,27;293,2
Nord Ovest;Lombardia;LO;F028;2;32;17,25;8,58;8,5;68,33
Nord Est;Emilia-Romagna;RA;F029;7;73,5;51,5;23,5;32,17;187,67
Sud;Campania;NA;F030;6,5;29,11;19,77;16,92;13;85,3
Centro;Toscana;GR;F032;8,5;70;81,75;11,67;24,5;196,42
Nord Est;Veneto;PD;F033;5,17;21;18;19,5;25,5;89,17
Centro;Toscana;LU;F035;12,86;49;75,18;48,36;73,12;258,52
Nord Ovest;Piemonte;BI;F037;0;0;0;1;1;2
Nord Ovest;Piemonte;TO;F041;0,18;2;0,23;1;0;3,41
Nord Ovest;Piemonte;BI;F042;0;9,5;3;3;11;26,5
Sud;Campania;CE;F043;4;8;7;9;1,25;29,25
Centro;Marche;AP;F044;3,33;10,67;4;3,5;5;26,5
Nord Ovest;Liguria;SV;F046;0;1;0;0;0;1
Nord Ovest;Piemonte;NO;F047;7,5;12;4;7;9;39,5
Nord Ovest;Piemonte;VB;F048;1;0;0;0;0;1
Isole;Sardegna;OR;F050;0;0;1;3;5,67;9,67
Centro;Marche;MC;F051;4,5;20,08;23,85;42,59;16,5;107,52
Sud;Basilicata;MT;F052;26,5;156,25;189,97;151,84;75,17;599,73
Nord Ovest;Piemonte;TO;F053;1;8;10;9,5;8;36,5
Sud;Puglia;LE;F054;17,5;33;25,17;17,55;22,27;115,49
Sud;Molise;CB;F055;1;4;1;0;6;12
Nord Ovest;Piemonte;TO;F058;0;12,3;10;3;4;29,3
Sud;Puglia;FG;F059;12,83;21,63;13,25;13;4;64,71
Isole;Sicilia;TP;F061;15,67;62,3;85,08;96,69;148,36;408,1
Nord Ovest;Lombardia;BS;F063;3;44,39;42,66;25,4;36;151,45
Centro;Lazio;RM;F064;3;7;9;7,5;9;35,5
Isole;Sicilia;CL;F065;20,66;36,87;18,67;19,67;16,67;112,54
Isole;Sicilia;ME;F066;0;1;1,33;2,33;1;5,66
Nord Ovest;Piemonte;TO;F067;1;4;7;9;27;48
Nord Ovest;Lombardia;SO;F070;3,67;2;3;1;1;10,67
Isole;Sardegna;NU;F073;0;2;1;1;5;9
Nord Ovest;Piemonte;TO;F074;3;16;1;0;5;25
Nord Ovest;Lombardia;MI;F078;12,5;170,2;127,67;77,7;48,04;436,11
Nord Ovest;Lombardia;PV;F080;10;29;23;16,5;23,33;101,83
Nord Est;Emilia-Romagna;PR;F082;5;39;53,5;26,5;34,49;158,49
Nord Est;Emilia-Romagna;BO;F083;23,5;97,5;75,35;33,67;46,31;276,33
Nord Ovest;Lombardia;MI;F084;7,58;60,17;64,33;17,5;27,5;177,08
Nord Ovest;Lombardia;BG;F085;3;10;13;3;6,02;35,02
Nord Ovest;Lombardia;MN;F086;1;6;9,5;4,67;19,95;41,12
Nord Est;Emilia-Romagna;MO;F087;2;15,33;27,83;14,5;28,5;88,16
Nord Est;Veneto;TV;F088;0;4,33;12,83;4;10,9;32,06
Nord Est;Friuli- Venezia Giulia;PN;F089;0;2;3,17;4,33;6;15,5
Nord Est;Veneto;PD;F092;0,92;3,92;3,67;5,25;13;26,76
Nord Ovest;Piemonte;NO;F093;8;25;26,5;9;18;86,5
Nord Est;Veneto;RO;F095;0;0,17;3;3,22;21,33;27,72
Nord Ovest;Piemonte;AL;F096;1;3;4;2,33;13,83;24,16
Nord Est;Emilia-Romagna;FO;F097;2;33;37;15,6;27,5;115,1
Nord Ovest;Liguria;GE;F098;2;5;3;4;3,5;17,5
Nord Ovest;Lombardia;MI;F100;37,74;134,67;91,92;29,83;24;318,16
Sud;Puglia;LE;F101;27,04;107,21;39,33;30,47;26,07;230,12
Nord Ovest;Lombardia;LO;F102;0;2;0;2,29;2,79;7,08
Sud;Basilicata;PZ;F104;16,42;35,3;24;30,97;19;125,69
Sud;Calabria;RC;F105;1;0;0;0;0;1
Sud;Calabria;RC;F106;0;3;2,17;4,17;5;14,34
Isole;Sicilia;SR;F107;8;21,25;37,72;37;29,33;133,3
Sud;Calabria;KR;F108;10;9,33;12;9;3;43,33
Sud;Puglia;LE;F109;2;3;11,67;14,33;15,94;46,94
Sud;Campania;AV;F110;0;0;1;1;7,66;9,66
Sud;Campania;NA;F111;22;46,83;86;63;39,5;257,33
Sud;Calabria;RC;F112;1;12;15,63;12;12,5;53,13
Sud;Campania;BN;F113;5,67;1;1;0;8,5;16,17
Nord Ovest;Piemonte;CN;F114;1;9;3;2;1;16
Nord Ovest;Lombardia;SO;F115;0;2;0;0;0;2
Nord Est;Veneto;TV;F116;3;47;56,77;21,17;32,5;160,44
Sud;Puglia;LE;F117;2;3;4;4;5,5;18,5
Nord Ovest;Lombardia;MI;F119;49;154,45;90,5;42,92;20,38;357,25
Nord Ovest;Lombardia;CO;F120;3,5;20;17;13;12,94;66,44
Nord Ovest;Lombardia;PV;F122;2;2;2;1;4;11
Nord Ovest;Liguria;IM;F123;4,75;2;2;0;0;8,75
Sud;Calabria;CS;F125;3;6,6;14,5;10;30,1;64,2
Isole;Sicilia;AG;F126;11;12;20,95;22,5;34,46;100,91
Centro;Lazio;RM;F127;28;115,31;70,84;43,5;22,5;280,15
Nord Est;Veneto;VE;F130;0;23,5;18,66;6;24,83;72,99
Nord Ovest;Piemonte;AL;F131;0;0;0,17;0;1;1,17
Nord Ovest;Lombardia;LC;F133;17;56,32;74,72;40,33;42,58;230,95
Nord Ovest;Lombardia;VA;F134;1;3;6;2;3,44;15,44
Centro;Marche;PS;F135;1;0;3;2;6,75;12,75
Centro;Marche;PS;F136;1;3;0;2;1;7
Nord Est;Emilia-Romagna;RN;F137;6;17;22,33;15,5;14,06;74,89
Sud;Campania;SA;F138;21,5;29,5;41,15;43,54;37,77;173,46
Nord Est;Emilia-Romagna;FO;F139;3;13,5;25,5;24,5;22;88,5
Nord Ovest;Piemonte;TO;F140;2;2;4;2;10;20
Sud;Campania;AV;F141;5;13;33,83;24,75;21,5;98,08
Nord Est;Friuli- Venezia Giulia;UD;F144;2;1;3;1;14,1;21,1
Centro;Marche;AN;F145;0;1;1,5;3;1,5;7
Nord Ovest;Piemonte;VB;F146;0,5;7,5;7,58;4;13;32,58
Isole;Sicilia;ME;F147;0;4;5,5;4,86;4;18,36
Nord Est;Veneto;PD;F148;2;4;2,5;3;19,02;30,52
Nord Ovest;Lombardia;LO;F149;4;16;4,5;4;10;38,5
Nord Ovest;Lombardia;CO;F151;2;14,5;11;4;5,5;37
Sud;Puglia;BR;F152;19;47,14;80;72,92;61,78;280,84
Nord Ovest;Lombardia;SO;F153;3;2;1;1,33;5,33;12,66
Nord Ovest;Lombardia;VA;F154;0;7;19;12;9,89;47,89
Nord Ovest;Lombardia;MI;F155;3;25;17;6,75;8,2;59,95
Nord Est;Emilia-Romagna;FE;F156;4;10,67;21,25;20,67;16,67;73,26
Sud;Calabria;KR;F157;0;5;5;10;5,5;25,5
Isole;Sicilia;ME;F158;176;696,97;722,03;539,19;322,45;2456,64
Nord Est;Veneto;PD;F161;5;65;56,33;43,67;47,25;217,25
Sud;Campania;NA;F162;3,67;16,54;14,1;9,2;7,12;50,63
Nord Ovest;Lombardia;MI;F165;1;29,17;21,1;3,45;7;61,72
Nord Ovest;Piemonte;BI;F167;0;3;4;5;5;17
Nord Ovest;Lombardia;PV;F170;0;0;4;2,5;8;14,5
Nord Ovest;Lombardia;PV;F171;0;1;0;0;3;4
Nord Est;Veneto;VR;F172;0;2,5;5,5;1;13,5;22,5
Nord Ovest;Liguria;GE;F173;1;4;6;7;4,5;22,5
Nord Ovest;Lombardia;PV;F175;1;9,25;3,5;3;11,5;28,25
Nord Ovest;Piemonte;TO;F182;2;12,5;7;1;5,17;27,67
Isole;Sicilia;PA;F184;0;4,55;4;3,33;1,67;13,55
Nord Ovest;Lombardia;BG;F186;1;10,61;0;1;0,5;13,11
Nord Ovest;Piemonte;NO;F188;0;2;3,5;8,5;13;27
Nord Ovest;Piemonte;BI;F189;2;1,17;3,17;1;1;8,34
Nord Est;Veneto;TV;F190;1,75;9;5,5;5,5;11,75;33,5
Nord Ovest;Piemonte;NO;F191;5;5;6;4;10;30
Nord Ovest;Piemonte;VB;F192;2;5,5;4,5;1;2;15
Centro;Lazio;RI;F193;10,71;3,62;2;1;0;17,33
Sud;Puglia;LE;F194;3,5;4,67;5,57;4;4;21,74
Sud;Abruzzo;CH;F196;5;11;11;14,5;16,84;58,34
Sud;Calabria;CZ;F200;1;0;2;0,94;2;5,94
Sud;Basilicata;MT;F201;3,99;10;5,33;3;2;24,32
Nord Ovest;Liguria;GE;F202;4;15,5;13;7;11;50,5
Sud;Campania;CE;F203;0;0;8,33;2;11,41;21,74
Nord Ovest;Lombardia;MI;F205;5715,99;10638;5054,66;2006,38;1757,93;25172,96
Isole;Sicilia;ME;F206;30,51;91,05;61,85;95,58;67,86;346,85
Sud;Calabria;VV;F207;4,5;11;1,25;3;6,5;26,25
Isole;Sardegna;OR;F208;0;1;0;0,5;5;6,5
Isole;Sicilia;CT;F209;10,96;17,68;9;8,33;8;53,97
Isole;Sicilia;ME;F210;3;4;2;0,5;2;11,5
Nord Ovest;Liguria;SV;F213;3;16;12;7;8;46
Isole;Sicilia;CT;F214;5;3;3,27;1,44;6;18,71
Nord Ovest;Lombardia;BS;F216;0;0;8;5;8;21
Isole;Sicilia;CT;F217;5;21,75;16;11,83;13,25;67,83
Nord Est;Veneto;VR;F218;0;9;14;12;30,4;65,4
Nord Est;Emilia-Romagna;BO;F219;5;40,77;36,67;15;10,92;108,36
Sud;Puglia;BA;F220;23,97;29,23;6,26;15,77;13;88,23
Sud;Puglia;LE;F221;1;2;7;8,67;12,34;31,01
Sud;Campania;SA;F223;1;5;1;1;1,5;9,5
Centro;Lazio;LT;F224;39,8;113,25;82,96;28;46,09;310,1
Centro;Toscana;LU;F225;3;6;0,5;4;7,22;20,72
Nord Ovest;Liguria;SV;F226;1;4;2;6;1;14
Nord Est;Veneto;VE;F229;23,03;129,91;157,51;79,92;114,57;504,94
Sud;Campania;AV;F230;1;1,4;6,31;10;17;35,71
Isole;Sicilia;CT;F231;7;17;12,3;7;17,67;60,97
Nord Ovest;Piemonte;AL;F232;1;0;3,89;2;8,01;14,9
Sud;Molise;CB;F233;1;7;7;4;5;24
Nord Ovest;Lombardia;PV;F238;1;19;7;12,66;18,77;58,43
Sud;Molise;IS;F239;0;1;0;1;1;3
Nord Est;Emilia-Romagna;MO;F240;17;95,61;136,92;87;92,18;428,71
Nord Est;Veneto;VE;F241;13,5;72,54;89,01;66,83;92,06;333,94
Isole;Sicilia;ME;F242;0;2;2;0;0;4
Nord Ovest;Lombardia;BG;F243;5;13,5;12,83;5,5;12,67;49,5
Nord Est;Emilia-Romagna;RN;F244;27,01;109,17;59,67;14,37;22;232,22
Isole;Sicilia;PA;F246;26,5;41,89;64,5;53,03;50;235,92
Nord Ovest;Lombardia;MI;F247;1;33;25;19,33;14,5;92,83
Nord Ovest;Lombardia;LC;F248;12;46;34,75;15;22,59;130,34
Sud;Basilicata;PZ;F249;1;1;1;1;1,2;5,2
Isole;Sicilia;CT;F250;17,91;66,5;105,11;102,34;75,58;367,44
Isole;Sicilia;ME;F251;3,67;7;9,58;7,47;13,58;41,3
Nord Ovest;Piemonte;AT;F254;1;0;0;0;3;4
Nord Ovest;Liguria;GE;F256;8;10,5;19;3,5;3,5;44,5
Nord Est;Emilia-Romagna;MO;F257;197,91;691,52;888,37;446,73;371,6;2596,13
Isole;Sicilia;RG;F258;75,47;152,91;115,98;138,63;138,87;621,86
Nord Est;Emilia-Romagna;FO;F259;3;11;9,3;6;8;37,3
Nord Ovest;Lombardia;LO;F260;2;44,33;36;16,5;8,84;107,67
Isole;Sardegna;NU;F261;0;2;1;0;4;7
Sud;Puglia;BA;F262;16;106,5;140,86;85,17;52,5;401,03
Nord Ovest;Lombardia;LC;F265;13,87;44,22;11,49;1;0;70,58
Nord Est;Friuli- Venezia Giulia;UD;F266;0;6;5,33;7;11,08;29,41
Nord Ovest;Lombardia;MN;F267;0;14;18,5;12;27,25;71,75
Centro;Marche;MC;F268;0;3;6;12,17;9,67;30,84
Nord Est;Veneto;TV;F269;21;120,27;130,35;84,59;101,5;457,71
Isole;Sardegna;OR;F270;0;1;0;1;2;4
Isole;Sardegna;OR;F271;0,2;3;1;0;0,53;4,73
Isole;Sardegna;OR;F272;0;1,67;4;4,5;15,75;25,92
Sud;Campania;BN;F274;7;4;2;2;12;27
Nord Est;Friuli- Venezia Giulia;UD;F275;0;0;2;2;8,33;12,33
Nord Ovest;Lombardia;BG;F276;2;2;0;0,5;0;4,5
Isole;Sicilia;ME;F277;3;5;3;1;0;12
Sud;Campania;SA;F278;1;0;2;5;3;11
Nord Ovest;Piemonte;CN;F279;0;0,08;0;1,39;1;2,47
Sud;Puglia;BA;F280;20,8;67;87,86;63,08;46,83;285,57
Nord Ovest;Piemonte;AL;F281;5;5;9;3;8,33;30,33
Centro;Toscana;LU;F283;0;3;6,17;1;8;18,17
Sud;Puglia;BA;F284;89,51;223,38;201,7;126,74;45,25;686,58
Sud;Campania;BN;F287;0;0;1;1;0;2
Nord Est;Emilia-Romagna;BO;F288;12;82,89;69,23;38,67;43,83;246,62
Nord Ovest;Liguria;IM;F290;1;16;9;4;1;31
Nord Ovest;Piemonte;AL;F293;0;1;5,5;0,5;5,5;12,5
Sud;Molise;CB;F294;0;0;0;0;0;0
Sud;Basilicata;PZ;F295;0,67;8;2;4;4;18,67
Nord Ovest;Piemonte;VC;F297;1;3;2;0;0,78;6,78
Isole;Sicilia;AG;F299;25,33;61,81;41,25;58,62;16,5;203,51
Sud;Calabria;RC;F301;2;10;5;0;2;19
Nord Ovest;Lombardia;LC;F304;4;5,5;8,67;7;10;35,17
Nord Ovest;Lombardia;CO;F305;1;8;2,55;3;4,5;19,05
Nord Ovest;Piemonte;AT;F308;0;0;0;0;3,54;3,54
Nord Ovest;Piemonte;CN;F309;1;1;1;3;2;8
Centro;Marche;PS;F310;4,5;9;6,5;2;10;32
Nord Ovest;Piemonte;AT;F311;1;7;4;5;13,4;30,4
Nord Ovest;Piemonte;CN;F312;0;0;0;1;2;3
Nord Ovest;Piemonte;AL;F313;1;3;3;2;11;20
Nord Ovest;Piemonte;TO;F315;0;0;0;0;2;2
Nord Ovest;Piemonte;AT;F316;2;3;3;6,5;17,08;31,58
Nord Ovest;Piemonte;NO;F317;2,5;4;9,5;8,42;8,59;33,01
Nord Ovest;Piemonte;TO;F318;2;3;1;1;1;8
Centro;Lazio;RI;F319;3;5;2;1;2;13
Nord Ovest;Piemonte;AL;F320;1;1;1;1;2;6
Sud;Molise;CB;F322;0;0,84;0;0;0;0,84
Nord Ovest;Piemonte;AT;F323;1;1;3;0;6;11
Sud;Calabria;RC;F324;2;6,75;8;2;4;22,75
Nord Ovest;Piemonte;AT;F325;0;1;3;2;9;15
Nord Ovest;Piemonte;CN;F326;0;3;6;5;8;22
Nord Ovest;Piemonte;TO;F327;5;14,5;1;1;1;22,5
Nord Ovest;Lombardia;BG;F328;5;10,25;11,5;4;4,5;35,25
Nord Ovest;Piemonte;CN;F329;0;1;2;0;2,33;5,33
Nord Ovest;Piemonte;CN;F330;0;1;0;2,5;8;11,5
Nord Est;Veneto;TV;F332;0;20;12;9,67;13,17;54,84
Isole;Sardegna;CA;F333;1;6;10,2;4;14,7;35,9
Nord Ovest;Piemonte;TO;F335;43,17;377,53;284,01;87;136,66;928,37
Nord Ovest;Piemonte;AT;F336;0;13;11,5;2;13;39,5
Nord Ovest;Piemonte;AL;F337;0;0;0;0;3,75;3,75
Nord Ovest;Piemonte;CN;F338;0;0;2;2;5;9
Nord Est;Emilia-Romagna;PR;F340;5,5;12,5;8;0;9,5;35,5
Nord Ovest;Piemonte;VC;F342;0;1;1;1;11,44;14,44
Nord Ovest;Piemonte;AT;F343;1;1;1;3;8;14
Nord Est;Emilia-Romagna;RN;F346;0;3,92;2;5,17;7,67;18,76
Centro;Marche;PS;F347;0;8;7;6,75;21,5;43,25
Centro;Marche;PS;F348;27,33;86,66;58,17;33,5;34,33;239,99
Nord Ovest;Piemonte;CN;F351;21;95,73;107,75;63,67;71,92;360,07
Sud;Campania;CE;F352;16,95;89,06;99,89;75,47;75,23;356,6
Nord Ovest;Liguria;GE;F354;9;47,47;13,5;5;9;83,97
Nord Ovest;Piemonte;CN;F355;1;3;2;1;4;11
Nord Est;Emilia-Romagna;MO;F357;13;54,17;59,98;29;42,5;198,65
Nord Ovest;Piemonte;CN;F358;3;9;5,5;3;12,2;32,7
Isole;Sicilia;ME;F359;2;10;4;7;4,38;27,38
Nord Est;Veneto;TV;F360;1;2;2;0,33;6;11,33
Nord Ovest;Piemonte;AT;F361;2;1;0;1;2,5;6,5
Nord Est;Emilia-Romagna;BO;F363;6;45;24,08;11,33;15,33;101,74
Sud;Calabria;VV;F364;2;0;2;2;1;7
Nord Ovest;Piemonte;AL;F365;0;1;1,8;0;0;2,8
Nord Ovest;Valle d'Aosta;AO;F367;3;8;4,66;5;1,33;21,99
Isole;Sicilia;ME;F368;0;1;0;0;1;2
Nord Ovest;Piemonte;BI;F369;4;9,5;11,5;9;19,08;53,08
Sud;Calabria;CS;F370;0;0;2;1;1;4
Nord Ovest;Lombardia;CO;F372;1;5,5;13;8;8;35,5
Nord Ovest;Lombardia;BS;F373;6;27,64;16,34;3,11;18;71,09
Nord Ovest;Piemonte;AL;F374;0;0;2;2;4;8
Nord Ovest;Lombardia;BS;F375;4;4;2;0;3;13
Sud;Puglia;BA;F376;39,85;186,53;233,28;131,19;89,85;680,7
Isole;Sicilia;PA;F377;58,88;96,06;105,45;101,16;87,5;449,05
Centro;Marche;AP;F379;0;1;1;1;2;5
Centro;Marche;AP;F380;0;6;14;9,5;10;39,5
Centro;Marche;AN;F381;1;3;8,76;8;2;22,76
Nord Est;Veneto;PD;F382;7,5;47,83;68,21;37,5;55,61;216,65
Isole;Sardegna;CA;F383;6;57,83;43,56;28,05;41,1;176,54
Centro;Toscana;PT;F384;11;79,92;80,92;45,5;61,2;278,54
Nord Ovest;Piemonte;CN;F385;2;7;12;9;9;39
Nord Ovest;Piemonte;AT;F386;0;1;1;2;5;9
Nord Ovest;Piemonte;AL;F387;0;2;1,22;2;2;7,22
Nord Ovest;Piemonte;AT;F390;1;0;4;0;10,5;15,5
Sud;Molise;CB;F391;1;2;3,4;0,4;2;8,8
Nord Ovest;Lombardia;SO;F393;4;6;3,5;3;6,75;23,25
Nord Est;Veneto;PD;F394;5,22;36,67;27,67;21,5;46,05;137,11
Isole;Sicilia;ME;F395;0;1;0;2;1,5;4,5
Sud;Campania;AV;F397;1;2;0;0;0;3
Centro;Toscana;FI;F398;8;26,58;24,67;10;17,14;86,39
Sud;Basilicata;MT;F399;11;10;14,74;5;10;50,74
Isole;Sicilia;ME;F400;0;5,5;1;5;3,17;14,67
Centro;Marche;AN;F401;3,38;16,5;33;11,17;12,89;76,94
Nord Ovest;Piemonte;AL;F403;0;1;0;1;1;3
Nord Ovest;Piemonte;AL;F404;0;1,5;1;3;4;9,5
Nord Ovest;Piemonte;CN;F405;12;13;0;1;3;29
Nord Ovest;Piemonte;TO;F407;0;1;2;0;2;5
Nord Ovest;Piemonte;CN;F408;0;1;0;0;6;7
Nord Ovest;Piemonte;AT;F409;0;1;1;1;3;6
Centro;Toscana;PT;F410;3;18,5;30,9;26;25,5;103,9
Nord Ovest;Piemonte;TO;F411;0;2;4;2;9;17
Isole;Sicilia;AG;F414;1;9,67;3;3;4;20,67
Centro;Marche;AP;F415;0;1,5;4;1;6,5;13
Sud;Calabria;CS;F416;8,5;61,67;75,42;54;43;242,59
Nord Ovest;Lombardia;PV;F417;0;2;0;0;6;8
Centro;Lazio;VT;F419;29,75;78,56;40,83;24,5;12,5;186,14
Nord Ovest;Piemonte;TO;F420;0;10,17;10;5;11,5;36,67
