"Codice regione";"Regione";"Età";"Totale maschi";"Totale femmine";"Totale"
"13";"Abruzzo";0;3571;3445;7016
"13";"Abruzzo";1;3881;3576;7457
"13";"Abruzzo";2;4038;3689;7727
"13";"Abruzzo";3;4291;3937;8228
"13";"Abruzzo";4;4348;4188;8536
"13";"Abruzzo";5;4486;4208;8694
"13";"Abruzzo";6;4576;4336;8912
"13";"Abruzzo";7;4739;4525;9264
"13";"Abruzzo";8;5085;4768;9853
"13";"Abruzzo";9;5334;5005;10339
"13";"Abruzzo";10;5437;5069;10506
"13";"Abruzzo";11;5474;5201;10675
"13";"Abruzzo";12;5570;5249;10819
"13";"Abruzzo";13;5831;5570;11401
"13";"Abruzzo";14;6022;5464;11486
"13";"Abruzzo";15;6067;5746;11813
"13";"Abruzzo";16;6056;5578;11634
"13";"Abruzzo";17;6249;5826;12075
"13";"Abruzzo";18;6218;5776;11994
"13";"Abruzzo";19;6289;5703;11992
"13";"Abruzzo";20;6417;5843;12260
"13";"Abruzzo";21;6674;5788;12462
"13";"Abruzzo";22;6523;5788;12311
"13";"Abruzzo";23;6433;5617;12050
"13";"Abruzzo";24;6535;5896;12431
"13";"Abruzzo";25;6871;5857;12728
"13";"Abruzzo";26;6668;5804;12472
"13";"Abruzzo";27;6831;5977;12808
"13";"Abruzzo";28;6781;5839;12620
"13";"Abruzzo";29;6651;6005;12656
"13";"Abruzzo";30;6741;5867;12608
"13";"Abruzzo";31;6680;6095;12775
"13";"Abruzzo";32;6938;6272;13210
"13";"Abruzzo";33;7134;6515;13649
"13";"Abruzzo";34;7101;6596;13697
"13";"Abruzzo";35;7270;6813;14083
"13";"Abruzzo";36;7356;6726;14082
"13";"Abruzzo";37;7419;7028;14447
"13";"Abruzzo";38;7135;6957;14092
"13";"Abruzzo";39;7359;7232;14591
"13";"Abruzzo";40;7640;7470;15110
"13";"Abruzzo";41;7820;7567;15387
"13";"Abruzzo";42;7795;7543;15338
"13";"Abruzzo";43;7959;8057;16016
"13";"Abruzzo";44;8046;7938;15984
"13";"Abruzzo";45;8291;8105;16396
"13";"Abruzzo";46;8621;8486;17107
"13";"Abruzzo";47;8948;8736;17684
"13";"Abruzzo";48;9043;8833;17876
"13";"Abruzzo";49;9315;9319;18634
"13";"Abruzzo";50;9431;9717;19148
"13";"Abruzzo";51;9923;9943;19866
"13";"Abruzzo";52;9670;10000;19670
"13";"Abruzzo";53;9976;10261;20237
"13";"Abruzzo";54;9973;10565;20538
"13";"Abruzzo";55;9845;10252;20097
"13";"Abruzzo";56;10293;10583;20876
"13";"Abruzzo";57;10159;10554;20713
"13";"Abruzzo";58;10133;10725;20858
"13";"Abruzzo";59;10344;10770;21114
"13";"Abruzzo";60;10288;10785;21073
"13";"Abruzzo";61;10403;10728;21131
"13";"Abruzzo";62;9669;10235;19904
"13";"Abruzzo";63;9289;9785;19074
"13";"Abruzzo";64;8848;9819;18667
"13";"Abruzzo";65;8817;9591;18408
"13";"Abruzzo";66;8552;9409;17961
"13";"Abruzzo";67;8183;9007;17190
"13";"Abruzzo";68;8095;8787;16882
"13";"Abruzzo";69;8042;8567;16609
"13";"Abruzzo";70;7751;8707;16458
"13";"Abruzzo";71;7464;8396;15860
"13";"Abruzzo";72;6980;7831;14811
"13";"Abruzzo";73;6841;7712;14553
"13";"Abruzzo";74;6633;7801;14434
"13";"Abruzzo";75;6890;7833;14723
"13";"Abruzzo";76;6840;7903;14743
"13";"Abruzzo";77;6705;8008;14713
"13";"Abruzzo";78;6264;7361;13625
"13";"Abruzzo";79;5949;7022;12971
"13";"Abruzzo";80;4151;5233;9384
"13";"Abruzzo";81;4335;5389;9724
"13";"Abruzzo";82;3999;5141;9140
"13";"Abruzzo";83;3628;4883;8511
"13";"Abruzzo";84;3458;4692;8150
"13";"Abruzzo";85;3601;5173;8774
"13";"Abruzzo";86;3355;5000;8355
"13";"Abruzzo";87;2795;4254;7049
"13";"Abruzzo";88;2456;3928;6384
"13";"Abruzzo";89;1931;3367;5298
"13";"Abruzzo";90;1690;3054;4744
"13";"Abruzzo";91;1265;2560;3825
"13";"Abruzzo";92;1068;2289;3357
"13";"Abruzzo";93;781;1713;2494
"13";"Abruzzo";94;582;1431;2013
"13";"Abruzzo";95;469;1229;1698
"13";"Abruzzo";96;294;822;1116
"13";"Abruzzo";97;196;601;797
"13";"Abruzzo";98;145;396;541
"13";"Abruzzo";99;77;281;358
"13";"Abruzzo";100;117;501;618
"13";"Abruzzo";999;623200;644022;1267222
"17";"Basilicata";0;1525;1443;2968
"17";"Basilicata";1;1579;1467;3046
"17";"Basilicata";2;1570;1527;3097
"17";"Basilicata";3;1741;1491;3232
"17";"Basilicata";4;1748;1614;3362
"17";"Basilicata";5;1865;1665;3530
"17";"Basilicata";6;1926;1743;3669
"17";"Basilicata";7;1889;1832;3721
"17";"Basilicata";8;2077;1864;3941
"17";"Basilicata";9;2066;1953;4019
"17";"Basilicata";10;2107;1983;4090
"17";"Basilicata";11;2101;2024;4125
"17";"Basilicata";12;2126;1958;4084
"17";"Basilicata";13;2357;2111;4468
"17";"Basilicata";14;2303;2150;4453
"17";"Basilicata";15;2372;2225;4597
"17";"Basilicata";16;2509;2275;4784
"17";"Basilicata";17;2616;2351;4967
"17";"Basilicata";18;2685;2344;5029
"17";"Basilicata";19;2787;2411;5198
"17";"Basilicata";20;2772;2412;5184
"17";"Basilicata";21;2874;2633;5507
"17";"Basilicata";22;2973;2542;5515
"17";"Basilicata";23;2951;2595;5546
"17";"Basilicata";24;3017;2554;5571
"17";"Basilicata";25;3101;2614;5715
"17";"Basilicata";26;3037;2652;5689
"17";"Basilicata";27;3097;2504;5601
"17";"Basilicata";28;2978;2505;5483
"17";"Basilicata";29;2960;2506;5466
"17";"Basilicata";30;2912;2548;5460
"17";"Basilicata";31;2930;2599;5529
"17";"Basilicata";32;2969;2569;5538
"17";"Basilicata";33;3163;2775;5938
"17";"Basilicata";34;3016;2773;5789
"17";"Basilicata";35;3161;2879;6040
"17";"Basilicata";36;3209;2785;5994
"17";"Basilicata";37;3135;2812;5947
"17";"Basilicata";38;3187;2812;5999
"17";"Basilicata";39;3083;2798;5881
"17";"Basilicata";40;3213;2910;6123
"17";"Basilicata";41;3243;3047;6290
"17";"Basilicata";42;3192;3074;6266
"17";"Basilicata";43;3217;3244;6461
"17";"Basilicata";44;3240;3144;6384
"17";"Basilicata";45;3232;3174;6406
"17";"Basilicata";46;3379;3242;6621
"17";"Basilicata";47;3624;3448;7072
"17";"Basilicata";48;3553;3636;7189
"17";"Basilicata";49;3913;3796;7709
"17";"Basilicata";50;3800;3958;7758
"17";"Basilicata";51;4037;3964;8001
"17";"Basilicata";52;3953;3969;7922
"17";"Basilicata";53;3948;4139;8087
"17";"Basilicata";54;3996;4145;8141
"17";"Basilicata";55;4061;4259;8320
"17";"Basilicata";56;4264;4287;8551
"17";"Basilicata";57;4157;4330;8487
"17";"Basilicata";58;4299;4498;8797
"17";"Basilicata";59;4077;4476;8553
"17";"Basilicata";60;4224;4436;8660
"17";"Basilicata";61;4366;4609;8975
"17";"Basilicata";62;4142;4313;8455
"17";"Basilicata";63;4191;4287;8478
"17";"Basilicata";64;3924;4275;8199
"17";"Basilicata";65;3856;4196;8052
"17";"Basilicata";66;3730;3998;7728
"17";"Basilicata";67;3580;3835;7415
"17";"Basilicata";68;3337;3874;7211
"17";"Basilicata";69;3516;3823;7339
"17";"Basilicata";70;3454;3559;7013
"17";"Basilicata";71;3294;3655;6949
"17";"Basilicata";72;3088;3250;6338
"17";"Basilicata";73;2888;3266;6154
"17";"Basilicata";74;2788;3221;6009
"17";"Basilicata";75;2921;3240;6161
"17";"Basilicata";76;2883;3197;6080
"17";"Basilicata";77;2839;3345;6184
"17";"Basilicata";78;2488;3036;5524
"17";"Basilicata";79;2187;2649;4836
"17";"Basilicata";80;1582;2127;3709
"17";"Basilicata";81;1576;1949;3525
"17";"Basilicata";82;1478;1888;3366
"17";"Basilicata";83;1334;1851;3185
"17";"Basilicata";84;1278;1757;3035
"17";"Basilicata";85;1444;1977;3421
"17";"Basilicata";86;1379;1991;3370
"17";"Basilicata";87;1172;1818;2990
"17";"Basilicata";88;1007;1697;2704
"17";"Basilicata";89;846;1478;2324
"17";"Basilicata";90;694;1268;1962
"17";"Basilicata";91;578;1091;1669
"17";"Basilicata";92;456;922;1378
"17";"Basilicata";93;385;655;1040
"17";"Basilicata";94;259;565;824
"17";"Basilicata";95;197;487;684
"17";"Basilicata";96;143;343;486
"17";"Basilicata";97;79;237;316
"17";"Basilicata";98;72;153;225
"17";"Basilicata";99;38;107;145
"17";"Basilicata";100;59;194;253
"17";"Basilicata";999;260624;264657;525281
"18";"Calabria";0;6113;5823;11936
"18";"Calabria";1;6522;6153;12675
"18";"Calabria";2;6845;6512;13357
"18";"Calabria";3;6990;6503;13493
"18";"Calabria";4;6815;6535;13350
"18";"Calabria";5;7172;6888;14060
"18";"Calabria";6;7502;7098;14600
"18";"Calabria";7;7828;7324;15152
"18";"Calabria";8;8045;7596;15641
"18";"Calabria";9;8192;7712;15904
"18";"Calabria";10;8334;7906;16240
"18";"Calabria";11;8432;7807;16239
"18";"Calabria";12;8353;7981;16334
"18";"Calabria";13;8797;8089;16886
"18";"Calabria";14;8824;8227;17051
"18";"Calabria";15;8986;8564;17550
"18";"Calabria";16;9288;8546;17834
"18";"Calabria";17;9207;8869;18076
"18";"Calabria";18;9592;8735;18327
"18";"Calabria";19;10059;8986;19045
"18";"Calabria";20;9914;8927;18841
"18";"Calabria";21;10304;9163;19467
"18";"Calabria";22;10121;9094;19215
"18";"Calabria";23;10051;8978;19029
"18";"Calabria";24;10077;9282;19359
"18";"Calabria";25;10339;9349;19688
"18";"Calabria";26;10360;9248;19608
"18";"Calabria";27;10346;9282;19628
"18";"Calabria";28;10003;9101;19104
"18";"Calabria";29;10145;9036;19181
"18";"Calabria";30;10107;9333;19440
"18";"Calabria";31;10213;9426;19639
"18";"Calabria";32;10476;9755;20231
"18";"Calabria";33;10663;10157;20820
"18";"Calabria";34;10660;10210;20870
"18";"Calabria";35;10989;10308;21297
"18";"Calabria";36;11224;10638;21862
"18";"Calabria";37;11336;10835;22171
"18";"Calabria";38;11068;10929;21997
"18";"Calabria";39;11102;10870;21972
"18";"Calabria";40;11190;11057;22247
"18";"Calabria";41;11688;11073;22761
"18";"Calabria";42;11468;11219;22687
"18";"Calabria";43;11636;11644;23280
"18";"Calabria";44;11603;11594;23197
"18";"Calabria";45;11946;11839;23785
"18";"Calabria";46;12105;12196;24301
"18";"Calabria";47;12323;12307;24630
"18";"Calabria";48;12334;12940;25274
"18";"Calabria";49;12996;13444;26440
"18";"Calabria";50;12986;13378;26364
"18";"Calabria";51;13113;13711;26824
"18";"Calabria";52;13008;13649;26657
"18";"Calabria";53;13079;13918;26997
"18";"Calabria";54;13132;14183;27315
"18";"Calabria";55;12975;14051;27026
"18";"Calabria";56;13567;14912;28479
"18";"Calabria";57;13475;14617;28092
"18";"Calabria";58;13610;14716;28326
"18";"Calabria";59;13645;14889;28534
"18";"Calabria";60;13541;14687;28228
"18";"Calabria";61;14062;15350;29412
"18";"Calabria";62;13304;14446;27750
"18";"Calabria";63;13134;14413;27547
"18";"Calabria";64;12926;14220;27146
"18";"Calabria";65;12895;13955;26850
"18";"Calabria";66;12483;13508;25991
"18";"Calabria";67;11506;12513;24019
"18";"Calabria";68;11942;12690;24632
"18";"Calabria";69;11386;12326;23712
"18";"Calabria";70;11210;12118;23328
"18";"Calabria";71;11139;11898;23037
"18";"Calabria";72;10305;11136;21441
"18";"Calabria";73;9583;10566;20149
"18";"Calabria";74;9553;10732;20285
"18";"Calabria";75;9522;10737;20259
"18";"Calabria";76;9355;10576;19931
"18";"Calabria";77;9088;10666;19754
"18";"Calabria";78;8635;10052;18687
"18";"Calabria";79;7579;9152;16731
"18";"Calabria";80;5705;6899;12604
"18";"Calabria";81;5568;6668;12236
"18";"Calabria";82;5059;6455;11514
"18";"Calabria";83;4774;6158;10932
"18";"Calabria";84;4385;5810;10195
"18";"Calabria";85;4654;6261;10915
"18";"Calabria";86;4138;5812;9950
"18";"Calabria";87;3411;5272;8683
"18";"Calabria";88;3070;4551;7621
"18";"Calabria";89;2581;4146;6727
"18";"Calabria";90;2163;3671;5834
"18";"Calabria";91;1816;3063;4879
"18";"Calabria";92;1485;2675;4160
"18";"Calabria";93;1108;2184;3292
"18";"Calabria";94;745;1682;2427
"18";"Calabria";95;592;1382;1974
"18";"Calabria";96;383;959;1342
"18";"Calabria";97;274;691;965
"18";"Calabria";98;195;484;679
"18";"Calabria";99;132;369;501
"18";"Calabria";100;216;651;867
"18";"Calabria";999;898875;928696;1827571
"15";"Campania";0;20520;19136;39656
"15";"Campania";1;21242;20064;41306
"15";"Campania";2;21981;20869;42850
"15";"Campania";3;22897;21666;44563
"15";"Campania";4;22448;21209;43657
"15";"Campania";5;23472;22112;45584
"15";"Campania";6;24261;23090;47351
"15";"Campania";7;25006;23243;48249
"15";"Campania";8;25795;24551;50346
"15";"Campania";9;26018;24530;50548
"15";"Campania";10;26339;24839;51178
"15";"Campania";11;26891;25072;51963
"15";"Campania";12;27104;25908;53012
"15";"Campania";13;28665;26654;55319
"15";"Campania";14;29324;27430;56754
"15";"Campania";15;30290;28098;58388
"15";"Campania";16;30734;29177;59911
"15";"Campania";17;31134;29585;60719
"15";"Campania";18;32274;30253;62527
"15";"Campania";19;33026;30101;63127
"15";"Campania";20;33237;30643;63880
"15";"Campania";21;34244;31455;65699
"15";"Campania";22;33666;31496;65162
"15";"Campania";23;32873;30805;63678
"15";"Campania";24;33388;30830;64218
"15";"Campania";25;33735;31104;64839
"15";"Campania";26;33420;30757;64177
"15";"Campania";27;33150;30398;63548
"15";"Campania";28;32547;30175;62722
"15";"Campania";29;32637;30382;63019
"15";"Campania";30;31577;30718;62295
"15";"Campania";31;32272;30708;62980
"15";"Campania";32;32520;31675;64195
"15";"Campania";33;33847;33442;67289
"15";"Campania";34;33793;33404;67197
"15";"Campania";35;33977;33395;67372
"15";"Campania";36;33912;33411;67323
"15";"Campania";37;34519;34398;68917
"15";"Campania";38;33898;33368;67266
"15";"Campania";39;33627;33278;66905
"15";"Campania";40;34761;34175;68936
"15";"Campania";41;34841;35298;70139
"15";"Campania";42;35473;35684;71157
"15";"Campania";43;36675;36311;72986
"15";"Campania";44;35655;36372;72027
"15";"Campania";45;36441;36681;73122
"15";"Campania";46;37042;37891;74933
"15";"Campania";47;37983;39038;77021
"15";"Campania";48;38698;39742;78440
"15";"Campania";49;39949;41367;81316
"15";"Campania";50;41423;42552;83975
"15";"Campania";51;42361;44487;86848
"15";"Campania";52;41591;44039;85630
"15";"Campania";53;41581;44187;85768
"15";"Campania";54;41506;44661;86167
"15";"Campania";55;40836;43974;84810
"15";"Campania";56;42048;44693;86741
"15";"Campania";57;41662;44720;86382
"15";"Campania";58;41913;45383;87296
"15";"Campania";59;42270;45403;87673
"15";"Campania";60;42104;45196;87300
"15";"Campania";61;42812;46030;88842
"15";"Campania";62;39645;43326;82971
"15";"Campania";63;38308;42229;80537
"15";"Campania";64;37390;41198;78588
"15";"Campania";65;35451;39277;74728
"15";"Campania";66;34924;38344;73268
"15";"Campania";67;32734;36224;68958
"15";"Campania";68;32035;35509;67544
"15";"Campania";69;30102;33884;63986
"15";"Campania";70;30515;33874;64389
"15";"Campania";71;29486;33433;62919
"15";"Campania";72;26852;30190;57042
"15";"Campania";73;25417;28963;54380
"15";"Campania";74;24982;28594;53576
"15";"Campania";75;24823;28846;53669
"15";"Campania";76;24121;28613;52734
"15";"Campania";77;23872;28802;52674
"15";"Campania";78;22215;27320;49535
"15";"Campania";79;21546;26771;48317
"15";"Campania";80;16683;21203;37886
"15";"Campania";81;13444;17758;31202
"15";"Campania";82;13467;18886;32353
"15";"Campania";83;12233;17180;29413
"15";"Campania";84;10818;16145;26963
"15";"Campania";85;10919;16542;27461
"15";"Campania";86;9773;15392;25165
"15";"Campania";87;8025;13154;21179
"15";"Campania";88;6797;11344;18141
"15";"Campania";89;5390;9477;14867
"15";"Campania";90;4515;8628;13143
"15";"Campania";91;3440;7022;10462
"15";"Campania";92;2798;5901;8699
"15";"Campania";93;2067;4741;6808
"15";"Campania";94;1540;3705;5245
"15";"Campania";95;1178;2972;4150
"15";"Campania";96;735;2065;2800
"15";"Campania";97;497;1550;2047
"15";"Campania";98;274;972;1246
"15";"Campania";99;206;652;858
"15";"Campania";100;336;1266;1602
"15";"Campania";999;2725438;2843265;5568703
"08";"Emilia-Romagna";0;14076;13211;27287
"08";"Emilia-Romagna";1;14622;13811;28433
"08";"Emilia-Romagna";2;15052;14112;29164
"08";"Emilia-Romagna";3;15778;14930;30708
"08";"Emilia-Romagna";4;16136;15009;31145
"08";"Emilia-Romagna";5;16272;15198;31470
"08";"Emilia-Romagna";6;16669;16070;32739
"08";"Emilia-Romagna";7;17822;16515;34337
"08";"Emilia-Romagna";8;18432;16901;35333
"08";"Emilia-Romagna";9;18900;17841;36741
"08";"Emilia-Romagna";10;19507;18336;37843
"08";"Emilia-Romagna";11;19894;18887;38781
"08";"Emilia-Romagna";12;20360;19344;39704
"08";"Emilia-Romagna";13;21173;19626;40799
"08";"Emilia-Romagna";14;21430;20182;41612
"08";"Emilia-Romagna";15;22297;20700;42997
"08";"Emilia-Romagna";16;22583;21136;43719
"08";"Emilia-Romagna";17;22735;20992;43727
"08";"Emilia-Romagna";18;23012;20880;43892
"08";"Emilia-Romagna";19;23121;20886;44007
"08";"Emilia-Romagna";20;23222;20649;43871
"08";"Emilia-Romagna";21;23372;20885;44257
"08";"Emilia-Romagna";22;23126;20387;43513
"08";"Emilia-Romagna";23;23326;20762;44088
"08";"Emilia-Romagna";24;23658;21099;44757
"08";"Emilia-Romagna";25;24669;21593;46262
"08";"Emilia-Romagna";26;24625;21561;46186
"08";"Emilia-Romagna";27;25413;21609;47022
"08";"Emilia-Romagna";28;25435;22482;47917
"08";"Emilia-Romagna";29;25381;22566;47947
"08";"Emilia-Romagna";30;25213;22391;47604
"08";"Emilia-Romagna";31;25323;23181;48504
"08";"Emilia-Romagna";32;25893;23258;49151
"08";"Emilia-Romagna";33;26601;24673;51274
"08";"Emilia-Romagna";34;26356;24432;50788
"08";"Emilia-Romagna";35;26563;25077;51640
"08";"Emilia-Romagna";36;26004;24885;50889
"08";"Emilia-Romagna";37;26266;25016;51282
"08";"Emilia-Romagna";38;25564;25048;50612
"08";"Emilia-Romagna";39;25604;25181;50785
"08";"Emilia-Romagna";40;26355;25939;52294
"08";"Emilia-Romagna";41;26612;26446;53058
"08";"Emilia-Romagna";42;27020;26965;53985
"08";"Emilia-Romagna";43;27673;27577;55250
"08";"Emilia-Romagna";44;27778;27548;55326
"08";"Emilia-Romagna";45;28764;28532;57296
"08";"Emilia-Romagna";46;29504;29825;59329
"08";"Emilia-Romagna";47;31483;31381;62864
"08";"Emilia-Romagna";48;32432;32776;65208
"08";"Emilia-Romagna";49;34030;34132;68162
"08";"Emilia-Romagna";50;35573;35914;71487
"08";"Emilia-Romagna";51;37183;37167;74350
"08";"Emilia-Romagna";52;36873;37309;74182
"08";"Emilia-Romagna";53;37068;37303;74371
"08";"Emilia-Romagna";54;37174;37487;74661
"08";"Emilia-Romagna";55;36309;37099;73408
"08";"Emilia-Romagna";56;36654;37445;74099
"08";"Emilia-Romagna";57;36380;36943;73323
"08";"Emilia-Romagna";58;35708;36378;72086
"08";"Emilia-Romagna";59;35804;36581;72385
"08";"Emilia-Romagna";60;35175;36137;71312
"08";"Emilia-Romagna";61;35502;36799;72301
"08";"Emilia-Romagna";62;32873;34462;67335
"08";"Emilia-Romagna";63;31303;33404;64707
"08";"Emilia-Romagna";64;30415;32698;63113
"08";"Emilia-Romagna";65;29218;31739;60957
"08";"Emilia-Romagna";66;28350;30773;59123
"08";"Emilia-Romagna";67;26728;29180;55908
"08";"Emilia-Romagna";68;26271;28781;55052
"08";"Emilia-Romagna";69;25552;28161;53713
"08";"Emilia-Romagna";70;24252;26979;51231
"08";"Emilia-Romagna";71;23139;26500;49639
"08";"Emilia-Romagna";72;21960;25010;46970
"08";"Emilia-Romagna";73;21070;24737;45807
"08";"Emilia-Romagna";74;20751;24097;44848
"08";"Emilia-Romagna";75;21255;25204;46459
"08";"Emilia-Romagna";76;21166;25209;46375
"08";"Emilia-Romagna";77;22032;26300;48332
"08";"Emilia-Romagna";78;21670;25444;47114
"08";"Emilia-Romagna";79;20947;25702;46649
"08";"Emilia-Romagna";80;14113;18009;32122
"08";"Emilia-Romagna";81;15313;19561;34874
"08";"Emilia-Romagna";82;14584;18897;33481
"08";"Emilia-Romagna";83;13419;18105;31524
"08";"Emilia-Romagna";84;13074;17895;30969
"08";"Emilia-Romagna";85;12965;18817;31782
"08";"Emilia-Romagna";86;11963;17702;29665
"08";"Emilia-Romagna";87;10807;16388;27195
"08";"Emilia-Romagna";88;8775;13709;22484
"08";"Emilia-Romagna";89;6859;11575;18434
"08";"Emilia-Romagna";90;6237;10870;17107
"08";"Emilia-Romagna";91;5048;9435;14483
"08";"Emilia-Romagna";92;3925;7610;11535
"08";"Emilia-Romagna";93;2847;6110;8957
"08";"Emilia-Romagna";94;2216;4969;7185
"08";"Emilia-Romagna";95;1598;4320;5918
"08";"Emilia-Romagna";96;1060;2973;4033
"08";"Emilia-Romagna";97;675;2183;2858
"08";"Emilia-Romagna";98;458;1598;2056
"08";"Emilia-Romagna";99;257;1064;1321
"08";"Emilia-Romagna";100;360;1810;2170
"08";"Emilia-Romagna";999;2204044;2272965;4477009
"06";"Friuli-Venezia Giulia";0;3518;3186;6704
"06";"Friuli-Venezia Giulia";1;3547;3407;6954
"06";"Friuli-Venezia Giulia";2;3643;3481;7124
"06";"Friuli-Venezia Giulia";3;3891;3642;7533
"06";"Friuli-Venezia Giulia";4;3888;3671;7559
"06";"Friuli-Venezia Giulia";5;3999;3869;7868
"06";"Friuli-Venezia Giulia";6;4092;3853;7945
"06";"Friuli-Venezia Giulia";7;4309;4019;8328
"06";"Friuli-Venezia Giulia";8;4484;4203;8687
"06";"Friuli-Venezia Giulia";9;4652;4399;9051
"06";"Friuli-Venezia Giulia";10;4673;4451;9124
"06";"Friuli-Venezia Giulia";11;4987;4609;9596
"06";"Friuli-Venezia Giulia";12;5069;4762;9831
"06";"Friuli-Venezia Giulia";13;5237;4978;10215
"06";"Friuli-Venezia Giulia";14;5457;4921;10378
"06";"Friuli-Venezia Giulia";15;5593;5205;10798
"06";"Friuli-Venezia Giulia";16;5675;5313;10988
"06";"Friuli-Venezia Giulia";17;5717;5299;11016
"06";"Friuli-Venezia Giulia";18;5713;5461;11174
"06";"Friuli-Venezia Giulia";19;5906;5421;11327
"06";"Friuli-Venezia Giulia";20;5937;5270;11207
"06";"Friuli-Venezia Giulia";21;6026;5513;11539
"06";"Friuli-Venezia Giulia";22;6117;5322;11439
"06";"Friuli-Venezia Giulia";23;6037;5338;11375
"06";"Friuli-Venezia Giulia";24;6246;5430;11676
"06";"Friuli-Venezia Giulia";25;6424;5699;12123
"06";"Friuli-Venezia Giulia";26;6296;5404;11700
"06";"Friuli-Venezia Giulia";27;6478;5453;11931
"06";"Friuli-Venezia Giulia";28;6376;5470;11846
"06";"Friuli-Venezia Giulia";29;6482;5510;11992
"06";"Friuli-Venezia Giulia";30;6295;5484;11779
"06";"Friuli-Venezia Giulia";31;6255;5507;11762
"06";"Friuli-Venezia Giulia";32;6258;5445;11703
"06";"Friuli-Venezia Giulia";33;6574;5959;12533
"06";"Friuli-Venezia Giulia";34;6432;6022;12454
"06";"Friuli-Venezia Giulia";35;6484;6079;12563
"06";"Friuli-Venezia Giulia";36;6408;6049;12457
"06";"Friuli-Venezia Giulia";37;6491;6180;12671
"06";"Friuli-Venezia Giulia";38;6232;5981;12213
"06";"Friuli-Venezia Giulia";39;6364;6155;12519
"06";"Friuli-Venezia Giulia";40;6469;6445;12914
"06";"Friuli-Venezia Giulia";41;6826;6485;13311
"06";"Friuli-Venezia Giulia";42;6639;6395;13034
"06";"Friuli-Venezia Giulia";43;7006;6849;13855
"06";"Friuli-Venezia Giulia";44;7133;6835;13968
"06";"Friuli-Venezia Giulia";45;7344;7037;14381
"06";"Friuli-Venezia Giulia";46;7539;7217;14756
"06";"Friuli-Venezia Giulia";47;8204;7827;16031
"06";"Friuli-Venezia Giulia";48;8232;8100;16332
"06";"Friuli-Venezia Giulia";49;8594;8578;17172
"06";"Friuli-Venezia Giulia";50;9121;9061;18182
"06";"Friuli-Venezia Giulia";51;9746;9822;19568
"06";"Friuli-Venezia Giulia";52;9516;9777;19293
"06";"Friuli-Venezia Giulia";53;9829;9930;19759
"06";"Friuli-Venezia Giulia";54;9880;10056;19936
"06";"Friuli-Venezia Giulia";55;9730;10240;19970
"06";"Friuli-Venezia Giulia";56;10084;10049;20133
"06";"Friuli-Venezia Giulia";57;10002;9978;19980
"06";"Friuli-Venezia Giulia";58;9938;10236;20174
"06";"Friuli-Venezia Giulia";59;9912;10253;20165
"06";"Friuli-Venezia Giulia";60;10054;10250;20304
"06";"Friuli-Venezia Giulia";61;10209;10358;20567
"06";"Friuli-Venezia Giulia";62;9460;9975;19435
"06";"Friuli-Venezia Giulia";63;8950;9386;18336
"06";"Friuli-Venezia Giulia";64;8772;9034;17806
"06";"Friuli-Venezia Giulia";65;8438;8624;17062
"06";"Friuli-Venezia Giulia";66;8183;8678;16861
"06";"Friuli-Venezia Giulia";67;7510;8200;15710
"06";"Friuli-Venezia Giulia";68;7155;8035;15190
"06";"Friuli-Venezia Giulia";69;7204;7756;14960
"06";"Friuli-Venezia Giulia";70;6941;7590;14531
"06";"Friuli-Venezia Giulia";71;6687;7520;14207
"06";"Friuli-Venezia Giulia";72;6519;7444;13963
"06";"Friuli-Venezia Giulia";73;6249;7453;13702
"06";"Friuli-Venezia Giulia";74;6121;7299;13420
"06";"Friuli-Venezia Giulia";75;6396;7640;14036
"06";"Friuli-Venezia Giulia";76;6295;7453;13748
"06";"Friuli-Venezia Giulia";77;6562;7795;14357
"06";"Friuli-Venezia Giulia";78;6299;7786;14085
"06";"Friuli-Venezia Giulia";79;6494;7964;14458
"06";"Friuli-Venezia Giulia";80;4218;5320;9538
"06";"Friuli-Venezia Giulia";81;4818;6267;11085
"06";"Friuli-Venezia Giulia";82;4540;6016;10556
"06";"Friuli-Venezia Giulia";83;4298;6116;10414
"06";"Friuli-Venezia Giulia";84;4166;5816;9982
"06";"Friuli-Venezia Giulia";85;3978;5852;9830
"06";"Friuli-Venezia Giulia";86;3429;5370;8799
"06";"Friuli-Venezia Giulia";87;2976;4876;7852
"06";"Friuli-Venezia Giulia";88;2477;4153;6630
"06";"Friuli-Venezia Giulia";89;1898;3565;5463
"06";"Friuli-Venezia Giulia";90;1589;3197;4786
"06";"Friuli-Venezia Giulia";91;1211;2632;3843
"06";"Friuli-Venezia Giulia";92;987;2195;3182
"06";"Friuli-Venezia Giulia";93;750;1857;2607
"06";"Friuli-Venezia Giulia";94;585;1532;2117
"06";"Friuli-Venezia Giulia";95;424;1311;1735
"06";"Friuli-Venezia Giulia";96;246;931;1177
"06";"Friuli-Venezia Giulia";97;182;661;843
"06";"Friuli-Venezia Giulia";98;113;488;601
"06";"Friuli-Venezia Giulia";99;70;377;447
"06";"Friuli-Venezia Giulia";100;92;583;675
"06";"Friuli-Venezia Giulia";999;585551;607945;1193496
"12";"Lazio";0;16512;15587;32099
"12";"Lazio";1;17628;16546;34174
"12";"Lazio";2;18648;17538;36186
"12";"Lazio";3;19328;18238;37566
"12";"Lazio";4;20056;19149;39205
"12";"Lazio";5;20333;19480;39813
"12";"Lazio";6;21532;20150;41682
"12";"Lazio";7;22704;21509;44213
