Area;Regione;Provincia;2023_CodCom;NTN 2023 fino a 50 mq;NTN 2023 50 -| 85 mq;NTN 2023 85 -| 115 mq;NTN 2023 115 -| 145 mq;NTN 2023 oltre 145 mq;NTN_2023
Sud;Abruzzo;AQ;B526;24,24;41,74;12,23;3;0;81,21
Centro;Lazio;LT;B527;1;2;4,14;1;3;11,14
Sud;Molise;CB;B528;4;2;5;1;7,5;19,5
Nord Ovest;Lombardia;SO;B530;23,78;47,78;6;1;0;78,56
Nord Est;Veneto;PD;B531;0;7,5;3;2;8,33;20,83
Isole;Sicilia;PA;B532;38,21;115,11;34;20,34;6,17;213,83
Isole;Sicilia;PA;B533;0;2;2;1;0;5
Centro;Marche;AP;B534;4;12;9,7;6,2;7,36;39,26
Isole;Sicilia;PA;B535;0;0;4;1;2,5;7,5
Nord Est;Friuli- Venezia Giulia;UD;B536;1;7;14;12,5;33,13;67,63
Isole;Sicilia;CL;B537;6;7,22;7;1;5;26,22
Nord Ovest;Liguria;GE;B538;1;8;8;4,44;2;23,44
Nord Est;Emilia-Romagna;MO;B539;3;33;25;14,5;18;93,5
Nord Ovest;Valle d'Aosta;AO;B540;7;11;3;0;1,5;22,5
Sud;Campania;BN;B541;4;1;0;1;1;7
Sud;Campania;BN;B542;2;2;2;2;1;9
Centro;Lazio;FR;B543;0;3,5;4;1;4;12,5
Sud;Molise;CB;B544;2;3,25;0,93;0;1;7,18
Nord Est;Veneto;VE;B546;3,13;20,5;21,4;20,6;22,33;87,96
Sud;Basilicata;PZ;B549;3;1;2,71;0;1;7,71
Sud;Molise;CB;B550;50,37;172,97;51,02;9,44;11;294,8
Nord Ovest;Liguria;GE;B551;1;28,33;30,5;5;7;71,83
Centro;Toscana;LI;B553;27;33,79;18,38;11,89;6,08;97,14
Nord Est;Veneto;VE;B554;4;27;29,28;17,67;26,96;104,91
Sud;Campania;SA;B555;0;1,5;0,67;1;0,5;3,67
Isole;Sicilia;PA;B556;2,56;7;3,8;3;9,4;25,76
Centro;Toscana;LU;B557;0;2;6,05;5;6;19,05
Nord Ovest;Liguria;IM;B559;10;23,75;5;10;4;52,75
Isole;Sicilia;CT;B561;3;12;35;13;7;70
Centro;Marche;MC;B562;0;0;0;0;1;1
Nord Est;Veneto;PD;B563;7;29,5;23,67;30;36,78;126,95
Nord Est;Veneto;PD;B564;1;12;14;11,67;19,33;58
Sud;Campania;NA;B565;3;2,5;11;4;10,42;30,92
Nord Est;Emilia-Romagna;MO;B566;2;8;7,5;9;14,17;40,67
Nord Ovest;Lombardia;PV;B567;0;2;7;3,6;6;18,6
Sud;Abruzzo;AQ;B569;2,5;6;1,4;1;0;10,9
Nord Est;Emilia-Romagna;BO;B572;5,17;13;15,7;6,5;10,92;51,29
Nord Ovest;Piemonte;CN;B573;1;10,33;15,5;11,23;16;54,06
Nord Est;Veneto;BL;B574;1,33;8,17;7,75;2,5;2;21,75
Centro;Lazio;RM;B576;4;7;6;3;11,39;31,39
Nord Est;Veneto;RO;B578;1;8;11;6,5;13,5;40
Sud;Basilicata;PZ;B580;0;2,04;0;0;1;3,04
Sud;Campania;CE;B581;0;8;20;12;13;53
Nord Est;Veneto;RO;B582;0;0;1;3;5;9
Sud;Puglia;FG;B584;10;6,75;5,9;4;2,5;29,15
Nord Ovest;Piemonte;BI;B586;4;21,5;20,17;14;24,5;84,17
Nord Ovest;Lombardia;PV;B587;0;4;3;3,17;4,68;14,85
Nord Ovest;Piemonte;TO;B588;1;2;1;2;6,66;12,66
Nord Est;Veneto;PD;B589;0;7;4;1;7,25;19,25
Sud;Campania;AV;B590;0;2;2;2;1;7
Sud;Calabria;RC;B591;0;1;2;0;0;3
Nord Ovest;Piemonte;TO;B592;2;27,5;18;7,5;21,5;76,5
Nord Ovest;Lombardia;MI;B593;9;66,8;48,83;25,46;18,14;168,23
Nord Ovest;Piemonte;AT;B594;4;33;37,5;18,5;35,5;128,5
Centro;Lazio;RI;B595;6,67;10;1;0;0,33;18
Centro;Lazio;VT;B597;4;11;3;5,17;3;26,17
Nord Est;Friuli- Venezia Giulia;PN;B598;1;6;9,25;14,5;26,27;57,02
Isole;Sicilia;AG;B602;44,83;56,84;64,84;65,08;53,5;285,09
Isole;Sicilia;SR;B603;1;10,5;30,5;12,5;17,5;72
Centro;Lazio;VT;B604;9;32,75;23,33;13;9;87,08
Nord Ovest;Piemonte;TO;B605;0;0;1;2;2,79;5,79
Sud;Abruzzo;AQ;B606;0;0;0;0;0;0
Sud;Calabria;CS;B607;1;1;0;0;0;2
Sud;Campania;SA;B608;0;1;1;0;0;2
Centro;Umbria;PG;B609;1;17;6,67;3;11;38,67
Nord Ovest;Piemonte;VB;B610;3;9;2;1;4;19
Nord Ovest;Lombardia;MN;B612;1;7,75;17;7,8;25;58,55
Nord Ovest;Lombardia;PV;B613;2;1;2;1,5;8;14,5
Nord Ovest;Piemonte;VB;B615;5,67;41,42;31,84;12;19,67;110,6
Sud;Puglia;LE;B616;1;1;1;4;3,29;10,29
Sud;Calabria;RC;B617;0;0,48;0;0,25;1;1,73
Nord Ovest;Lombardia;BG;B618;5,67;21,5;21,94;8;3,5;60,61
Sud;Puglia;BA;B619;63,05;66,65;91,92;60,82;36;318,44
Sud;Abruzzo;CH;B620;0;0;1;1;1;3
Nord Ovest;Piemonte;CN;B621;0;2;1;1;3,5;7,5
Sud;Abruzzo;AQ;B624;2;2;1;0;0;5
Centro;Toscana;PO;B626;0,75;23,05;15,5;7,84;13;60,14
Centro;Lazio;RI;B627;2;4,5;6,83;3;4;20,33
Nord Ovest;Piemonte;TO;B628;2;5;4;7;13,9;31,9
Nord Ovest;Piemonte;AL;B629;0;6;0;3;2,5;11,5
Sud;Molise;IS;B630;0;4;4;1;2;11
Centro;Lazio;RI;B631;1;4,67;2;2;4;13,67
Centro;Lazio;RM;B632;0;3;3,25;1;1;8,25
Nord Ovest;Piemonte;AT;B633;0;1;2;0;8;11
Nord Ovest;Lombardia;VA;B634;2,5;19,5;27,5;8;14,33;71,83
Centro;Lazio;RM;B635;0;2,17;1;0;0;3,17
Centro;Marche;PS;B636;4;3;5;3,5;6,75;22,25
Nord Ovest;Piemonte;TO;B637;3;15;1;2;1;22
Nord Ovest;Lombardia;CO;B639;48,72;189,29;159,59;86,87;103,46;587,93
Sud;Abruzzo;TE;B640;1;5;3;2;4;15
Nord Ovest;Lombardia;CO;B641;5;38,04;24,21;6;7,25;80,5
Nord Est;Veneto;VE;B642;189,79;251,15;106,15;25;20,38;592,47
Nord Est;Emilia-Romagna;PC;B643;1,5;7;18,34;14;20,5;61,34
Sud;Campania;SA;B644;9,34;52,09;63,11;38,34;45,79;208,67
Isole;Sicilia;PA;B645;8;24;40,83;25,5;15;113,33
Centro;Toscana;GR;B646;9,51;27,75;19,33;11;8,48;76,07
Centro;Toscana;PI;B647;3;22,17;25,17;10,33;11,67;72,34
Centro;Toscana;LU;B648;8,5;45;65,05;67,74;191,9;378,19
Centro;Lazio;RM;B649;5;44,75;36,27;18;17;121,02
Nord Ovest;Lombardia;CR;B650;0;6;13,5;3,5;4,83;27,83
Sud;Abruzzo;AQ;B651;4,5;3,5;3;3;3,17;17,17
Nord Ovest;Lombardia;CO;B653;4;21,5;17,5;7,4;11;61,4
Sud;Calabria;VV;B655;1;0;0;1;0;2
Sud;Abruzzo;AQ;B656;2;10,5;13,5;6;6;38
Sud;Abruzzo;AQ;B658;0;1;0;1;1;3
Isole;Sicilia;ME;B660;0;0;2;0,94;4;6,94
Nord Ovest;Lombardia;BG;B661;0;1,5;4;1,33;2;8,83
Nord Est;Veneto;BL;B662;10;8,5;17,83;15,42;25,23;76,98
Centro;Lazio;VT;B663;7;9,5;5;4,5;8;34
Nord Ovest;Lombardia;BS;B664;1,66;3;2,5;5;4,58;16,74
Isole;Sicilia;ME;B666;18,25;73,5;44,16;21,33;20,5;177,74
Sud;Campania;CE;B667;9;10;19,17;12;18;68,17
Centro;Toscana;LI;B669;36;26,5;14;5;6,5;88
Centro;Toscana;AR;B670;3;10;17,5;11,5;10,05;52,05
Nord Ovest;Lombardia;MI;B671;6;40,83;14;4;8;72,83
Sud;Abruzzo;AQ;B672;0;2;1;0;1;4
Sud;Campania;AV;B674;2;8,78;6;1;1,91;19,69
Isole;Sardegna;CA;B675;6;77,17;64,6;30,69;58,22;236,68
Nord Ovest;Lombardia;BS;B676;0;2;1,75;1;2,75;7,5
Sud;Abruzzo;AQ;B677;19;40,08;6,25;4;3;72,33
Nord Est;Veneto;TV;B678;0;6;6;15,63;20,5;48,13
Nord Ovest;Lombardia;CR;B679;0;2;1,83;1;2;6,83
Nord Ovest;Lombardia;CR;B680;0;0;0;0;3;3
Sud;Abruzzo;PE;B681;0;10;6,5;6,67;6;29,17
Sud;Molise;IS;B682;6;12,29;1,75;1;2;23,04
Centro;Toscana;FI;B684;6;36;23,37;13;16;94,37
Centro;Toscana;LI;B685;3,67;6;2;3;1;15,67
Nord Ovest;Lombardia;CR;B686;2;10;4,78;11,78;5,83;34,39
Centro;Lazio;RM;B687;5,17;10,5;1,11;1;0;17,78
Centro;Lazio;VT;B688;10;33;29,5;10,5;18,39;101,39
Nord Est;Emilia-Romagna;BO;B689;2;28,92;27;8;21;86,92
Sud;Puglia;LE;B690;0;1;6;3;2,67;12,67
Centro;Lazio;VT;B691;13;37,5;23,67;13,5;8,5;96,17
Nord Ovest;Piemonte;CN;B692;0;0;1,17;2,34;0;3,51
Centro;Toscana;AR;B693;0;2;6,5;3;13,4;24,9
Nord Ovest;Piemonte;VB;B694;2,8;1;0;0;0;3,8
Isole;Sicilia;ME;B695;0;5;5;7,33;1,56;18,89
Sud;Campania;NA;B696;7;19,71;15,94;11,51;19,01;73,17
Nord Ovest;Lombardia;BS;B698;1;15;10,5;14,5;16,94;57,94
Nord Ovest;Piemonte;AL;B701;0;1;2,5;3;18,5;25
Nord Ovest;Lombardia;BG;B703;13,89;51,67;31,89;22,6;8,33;128,38
Sud;Campania;CE;B704;2;0;1,33;0;4;7,33
Nord Ovest;Piemonte;TO;B705;0;7;7;6;7,5;27,5
Sud;Campania;AV;B706;0,1;3,4;6,96;6;5,25;21,71
Nord Ovest;Piemonte;AT;B707;0;0;3;0;5;8
Nord Ovest;Piemonte;BI;B708;0;0;0;0;2;2
Nord Est;Veneto;VR;B709;5;30,92;36,67;24,5;33,71;130,8
Nord Ovest;Lombardia;BG;B710;1,5;14;13;3;4;35,5
Nord Ovest;Lombardia;BS;B711;8;29;34,01;15,5;21,38;107,89
Sud;Campania;CE;B715;1;25;32,17;31;36,59;125,76
Sud;Puglia;BA;B716;3;34;30,05;23,93;25,59;116,57
Sud;Calabria;CZ;B717;1;1;5;2;2;11
Sud;Calabria;RC;B718;1;1;0;0;1;3
Nord Ovest;Piemonte;CN;B719;1;8,17;20;12,33;15,94;57,44
Nord Ovest;Piemonte;CN;B720;2;3,75;2;3;5;15,75
Sud;Abruzzo;PE;B722;7,67;7;7,85;1;3;26,52
Sud;Puglia;FG;B724;3,69;15,9;9,67;19;13;61,26
Sud;Abruzzo;AQ;B725;0;0;0;0;1;1
Nord Ovest;Liguria;GE;B726;6;11;11,8;5,25;4,5;38,55
Centro;Marche;AP;B727;0;3,5;1,75;1;3;9,25
Nord Ovest;Lombardia;MI;B729;17;93,86;97,4;52,75;40,05;301,06
Nord Ovest;Lombardia;CO;B730;4;3;6,5;8,83;15;37,33
Nord Ovest;Lombardia;BG;B731;13,91;78,52;81,32;34,8;34,9;243,45
Nord Ovest;Lombardia;VA;B732;0;5,5;8,5;3,5;14,67;32,17
Nord Ovest;Piemonte;TO;B733;0;0;1;2,67;7,83;11,5
Nord Ovest;Liguria;IM;B734;0;2,04;1,26;0;1;4,3
Centro;Lazio;VT;B735;1;3;10,44;3;3;20,44
Nord Ovest;Piemonte;AL;B736;0;1;2;1;6,25;10,25
Isole;Sardegna;CA;B738;30,78;64,36;45,03;25,36;13,16;178,69
Sud;Campania;NA;B740;4;0,5;3,5;4;6;18
Nord Ovest;Lombardia;PV;B741;0;1;7;3,94;5,5;17,44
Nord Ovest;Lombardia;CO;B742;0;6,83;7;11,11;12;36,94
Sud;Basilicata;PZ;B743;1;1;1;0;1;4
Nord Est;Veneto;TV;B744;4;38,17;33,47;15;23,5;114,14
Isole;Sardegna;CA;B745;5;59,87;52,78;28,03;29,89;175,57
Nord Ovest;Liguria;SV;B748;0;20,42;17,5;5;10;52,92
Nord Est;Veneto;PD;B749;1;1;1;3;3;9
Nord Ovest;Piemonte;VC;B752;0;2;1;1;0;4
Nord Ovest;Lombardia;VA;B754;28,45;80,67;59,17;34,25;27,42;229,96
Nord Ovest;Piemonte;CN;B755;0;1;1;4;7;13
Sud;Calabria;RC;B756;2;2;2;0;0;6
Sud;Calabria;CZ;B758;2;4;5;1;3,87;15,87
Sud;Campania;NA;B759;25;35,59;36,92;27,99;17,26;142,76
Centro;Toscana;LU;B760;0;2;2,67;4;1;9,67
Nord Ovest;Piemonte;TO;B762;5;1;3;0;2;11
Nord Ovest;Lombardia;LC;B763;2;7,33;4;3;4,65;20,98
Nord Ovest;Piemonte;AL;B765;1;1;0;0;3;5
Sud;Calabria;RC;B766;0;4;1;0;6;11
Nord Ovest;Piemonte;VC;B767;0;3;3;2;7;15
Nord Ovest;Piemonte;VC;B768;0;0;1;0,5;4;5,5
Nord Ovest;Piemonte;AL;B769;0;1,66;0;0,88;2;4,54
Sud;Calabria;KR;B771;1;0;0;1;0;2
Isole;Sardegna;SS;B772;0;0;1;1,62;1;3,62
Sud;Calabria;CS;B774;48,06;42,65;17,13;5,8;8;121,64
Sud;Campania;AV;B776;1;3;4;1;1;10
Nord Ovest;Piemonte;TO;B777;5,8;40;31,13;8,82;21,23;106,98
Nord Ovest;Lombardia;CO;B778;1;14,5;16,16;8;25;64,66
Sud;Campania;CE;B779;5;2,6;7;7;9,11;30,71
Isole;Sicilia;PA;B780;38,8;129,8;150;106,71;141,47;566,78
Sud;Campania;CE;B781;6,97;13,38;12,47;14,03;20,63;67,48
Nord Ovest;Piemonte;VC;B782;0;2;2;1;5,5;10,5
Sud;Puglia;FG;B784;0;1,6;1,6;2;0;5,2
Nord Ovest;Lombardia;CO;B785;4,67;8;8;10;7,17;37,84
Isole;Sicilia;SR;B787;17;32,81;29,91;46,74;22,66;149,12
Nord Est;Friuli- Venezia Giulia;UD;B788;0;0;3;3;10;16
Isole;Sardegna;CA;B789;21,17;52,5;24,17;20,22;14;132,06
Sud;Calabria;CZ;B790;2;1;1;0;2,33;6,33
Nord Ovest;Piemonte;TO;B791;12;113,5;79,25;40,89;66,67;312,31
Sud;Puglia;LE;B792;3,5;4;16;28;28,13;79,63
Centro;Toscana;PO;B794;6;38,08;36,44;19,39;39,15;139,06
Nord Est;Veneto;PD;B795;3;29;19;19,34;35,22;105,56
Nord Ovest;Lombardia;VA;B796;11;25,5;18,5;22,14;23,44;100,58
Nord Ovest;Lombardia;MI;B798;4,03;73,77;44,89;23;35,96;181,65
Nord Ovest;Lombardia;BG;B801;1;14;9,83;13;15,33;53,16
Sud;Calabria;CS;B802;2;2;2;2,08;8,99;17,07
Nord Ovest;Lombardia;BG;B803;9;4;4,33;2;0;19,33
Isole;Sicilia;ME;B804;12;19,06;9;5,67;3;48,73
Nord Ovest;Lombardia;VA;B805;15,67;127,91;65,47;31;34;274,05
Nord Ovest;Lombardia;VA;B807;6,04;10,5;14,17;9;8;47,71
Sud;Puglia;TA;B808;0;9,36;8;15,22;12,13;44,71
Sud;Puglia;BR;B809;41,85;98,97;52,83;33,07;32,65;259,37
Sud;Molise;IS;B810;0;1;1,06;2;0,06;4,12
Nord Est;Emilia-Romagna;PC;B812;5;25,28;42,5;27,33;29,83;129,94
Sud;Calabria;CS;B813;0;1;0;0;0,5;1,5
Centro;Marche;PS;B816;13;17,3;2;4;3,5;39,8
Nord Ovest;Lombardia;BS;B817;5;33,89;34,65;21,57;42;137,11
Nord Ovest;Piemonte;AL;B818;0;1;2;3;3;9
Nord Est;Emilia-Romagna;MO;B819;53;315,23;395,79;176,74;164,42;1105,18
Nord Ovest;Lombardia;MI;B820;4;25,83;15;3,78;5,76;54,37
Sud;Puglia;LE;B822;3;6;5;5;5,17;24,17
Nord Ovest;Piemonte;NO;B823;0;3;1,5;6;12;22,5
Nord Ovest;Lombardia;PV;B824;3;31,08;19;18;25,5;96,58
Nord Est;Emilia-Romagna;RE;B825;5;13,17;17,33;14,66;15;65,16
Sud;Abruzzo;CH;B826;0;3;1,5;1;1;6,5
Sud;Abruzzo;PE;B827;0;0;1;0;0;1
Centro;Lazio;RM;B828;8;4,5;5,75;0,22;2;20,47
Sud;Puglia;FG;B829;7,34;9,86;7,32;7,58;3;35,1
Sud;Molise;IS;B830;1;1;0;1;2;5
Centro;Toscana;MS;B832;107,91;225,52;197,31;99,01;83,67;713,42
Nord Est;Veneto;VI;B835;0;7,5;7;5;16,5;36
Nord Ovest;Piemonte;AL;B836;2;5;2;0;0;9
Nord Ovest;Liguria;SP;B838;0,5;7;2;3;2,5;15
Nord Ovest;Liguria;SP;B839;0;6;1;2;7;16
Nord Ovest;Piemonte;AL;B840;1,5;4,5;5;0,5;1;12,5
Nord Ovest;Piemonte;CN;B841;0;11,9;13;4;20,9;49,8
Sud;Abruzzo;AQ;B842;10,33;19;20,25;8;6,44;64,02
Nord Est;Veneto;VI;B844;0;0;5,6;3,78;5,78;15,16
Nord Ovest;Piemonte;CN;B845;0;1;1;1;3;6
Centro;Marche;PS;B846;2;40,83;17;11,5;17,77;89,1
Nord Ovest;Piemonte;AL;B847;0;2;3;1;6;12
Nord Est;Veneto;PD;B848;0;10;11,25;7;18,69;46,94
Nord Ovest;Lombardia;MI;B850;20;75,25;57,83;22,5;17;192,58
Nord Ovest;Lombardia;CO;B851;9;32;17;15,5;14;87,5
Sud;Abruzzo;CH;B853;0;4;3;1;2;10
Nord Ovest;Lombardia;BG;B854;3;9;20,4;10,17;10,81;53,38
Sud;Calabria;KR;B857;2;3;1;2;2;10
Sud;Molise;CB;B858;2,2;2,67;5,04;5,4;1;16,31
Sud;Abruzzo;CH;B859;0;1;1;2;5,5;9,5
Sud;Campania;CE;B860;12,5;18,33;33,33;31,67;32;127,83
Sud;Abruzzo;CH;B861;1;1;1;2;1,5;6,5
Centro;Lazio;FR;B862;1;2;1;1;2;7
Nord Ovest;Piemonte;NO;B864;0;5;1;1;9,5;16,5
Sud;Abruzzo;CH;B865;6;25,12;11,07;10;12,34;64,53
Sud;Campania;AV;B866;3;0;0;1;1,17;5,17
Nord Ovest;Piemonte;TO;B867;0;1,5;2,5;6,5;20;30,5
Sud;Campania;SA;B868;1;0;1,26;0;1;3,26
Nord Ovest;Lombardia;CR;B869;3;12;11;10,5;17,99;54,49
Nord Ovest;Piemonte;AL;B870;1;1,5;3,5;2;7,17;15,17
Sud;Molise;CB;B871;2;1;2;1;1;7
Sud;Campania;CE;B872;2;13,07;12,7;9,37;35,92;73,06
Sud;Campania;BN;B873;0;0,5;1;0;2;3,5
Nord Ovest;Lombardia;VA;B875;2,5;10;6,17;5,67;10,5;34,84
Nord Ovest;Piemonte;VB;B876;0;4,17;9,9;6,21;7;27,28
Nord Est;Veneto;PD;B877;1;6,5;15,5;5;24,64;52,64
Centro;Toscana;PI;B878;3;9,5;5,35;4;7;28,85
Nord Est;Veneto;TV;B879;3;57,51;43,17;23,16;31,94;158,78
Nord Est;Emilia-Romagna;BO;B880;22,05;227,5;133,08;44,7;23,27;450,6
Nord Ovest;Lombardia;CR;B881;3;5,32;4;8,58;3,5;24,4
Nord Ovest;Piemonte;AL;B882;0;1;1;2;2;6
Nord Ovest;Piemonte;NO;B883;0;1;0;6;4,11;11,11
Nord Ovest;Piemonte;AL;B885;20,67;178,84;156,92;69,25;94,66;520,34
Nord Est;Veneto;VR;B886;2;5;11;21;29,01;68,01
Nord Ovest;Lombardia;LO;B887;0;23,5;19,5;6,5;9;58,5
Sud;Campania;SA;B888;3;1;1,5;0;1,5;7
Nord Ovest;Lombardia;CR;B889;3;2;1;0,75;5;11,75
Nord Ovest;Lombardia;CR;B890;0;0;3,5;3;0;6,5
Nord Ovest;Lombardia;CR;B891;2;5;4,5;5;4;20,5
Nord Est;Emilia-Romagna;BO;B892;1;8;12;5,33;8,66;34,99
Nord Est;Emilia-Romagna;RE;B893;11;85,25;77,41;38,52;53,67;265,85
Nord Ovest;Piemonte;CN;B894;0;3;4,5;0,5;7,5;15,5
Sud;Campania;SA;B895;13;32,83;19;5,5;8;78,33
Sud;Abruzzo;CH;B896;3;1;2;6;5;17
Nord Ovest;Piemonte;NO;B897;2;8,67;5;3,33;6,67;25,67
Nord Ovest;Lombardia;CR;B898;8;38,5;52,5;15,07;58,39;172,46
Nord Ovest;Lombardia;LO;B899;3;11;20,84;3;4;41,84
Nord Ovest;Lombardia;CR;B900;2;3;3;3;16,33;27,33
Nord Ovest;Lombardia;MN;B901;0;7;7;5;11,36;30,36
Nord Ovest;Piemonte;AL;B902;1;3;3;3;8,23;18,23
Sud;Calabria;CS;B903;5,33;82,74;40;13,33;14,22;155,62
Sud;Puglia;FG;B904;3;6;5,67;4;3;21,67
Sud;Campania;NA;B905;27,67;92,11;116,83;64,49;26,71;327,81
Sud;Basilicata;PZ;B906;0;0;0;0;1;1
Nord Ovest;Lombardia;MN;B907;0;2;11,5;3,5;12;29
Nord Ovest;Lombardia;LO;B910;10;80,55;96,59;27;22,5;236,64
Nord Ovest;Lombardia;MN;B911;0;0;2;3;7;12
Nord Est;Veneto;PD;B912;0;12;17;13;13,3;55,3
Nord Ovest;Lombardia;CR;B914;0;1;3;3;2;9
Sud;Puglia;FG;B915;17,5;34,55;35,67;17,28;18,16;123,16
Sud;Campania;CE;B916;2;4,5;12;16;6,17;40,67
Sud;Puglia;FG;B917;1;1;2;0;3;7
Isole;Sicilia;ME;B918;1;1;3;0;1;6
Centro;Lazio;FR;B919;2,6;3,2;0,2;2;7,33;15,33
Nord Ovest;Piemonte;NO;B920;0;3;3;0;2,5;8,5
Nord Ovest;Lombardia;VA;B921;1;4;8,6;0,5;11;25,1
Sud;Campania;NA;B922;3;4;5;3,17;4;19,17
Sud;Puglia;BA;B923;18,23;79;102,55;41,97;34,17;275,92
Sud;Campania;NA;B924;7;9,4;9,58;1,25;5,97;33,2
Sud;Campania;NA;B925;10,16;19;21,78;22,74;11;84,68
Nord Ovest;Liguria;SV;B927;2;2;2;1;6;13
Nord Ovest;Piemonte;VC;B928;0;0;0;0;4;4
Nord Ovest;Lombardia;PV;B929;0;1;4;0;1;6
Centro;Lazio;RM;B932;1;2;2;0,5;0;5,5
Nord Ovest;Piemonte;BI;B933;0;2;5,33;2;2;11,33
Centro;Lazio;RI;B934;3,5;0,5;0;0;3;7
Sud;Campania;CE;B935;2;6,33;31,33;23;8,33;70,99
Sud;Puglia;LE;B936;15;27,08;41,75;37,25;38,17;159,25
Nord Ovest;Lombardia;LC;B937;8;26,5;6,5;4;1;46
Nord Ovest;Lombardia;MI;B938;3,5;20,5;16,52;6;5;51,52
Nord Ovest;Liguria;GE;B939;2;20,84;21,5;10,34;6,66;61,34
Nord Est;Friuli- Venezia Giulia;PN;B940;1;17,66;29,58;10,5;22,44;81,18
Nord Ovest;Piemonte;AL;B941;0,5;2;1;1;1;5,5
Nord Ovest;Lombardia;LC;B943;5,26;48;58,47;22,62;42,54;176,89
Nord Ovest;Lombardia;PV;B945;0;1;4;1;1;7
Sud;Campania;NA;B946;15;12,94;69,47;21,43;8,78;127,62
Nord Ovest;Lombardia;BG;B947;2;13,17;13,17;12,29;5,5;46,13
Centro;Umbria;PG;B948;5,5;15,49;9,09;3;9,66;42,74
Nord Ovest;Lombardia;VA;B949;1;6;5,5;7;8,67;28,17
Centro;Toscana;PI;B950;19,1;134,05;155,1;87,82;104,44;500,51
Nord Ovest;Piemonte;VC;B952;0;0;0;1;2;3
Nord Ovest;Piemonte;TO;B953;0;3;5;6,07;7,9;21,97
Nord Ovest;Lombardia;PV;B954;0;2;3;3;9,5;17,5
Nord Ovest;Piemonte;TO;B955;2;5;12;6;17,58;42,58
Nord Ovest;Liguria;GE;B956;6;25,5;15,5;2;5;54
Nord Ovest;Lombardia;LO;B958;3;27,87;10,75;1;8;50,62
Sud;Campania;SA;B959;0;1;1;2;2,75;6,75
Nord Ovest;Piemonte;TO;B960;8;71,42;53,5;25;23;180,92
Nord Ovest;Lombardia;LO;B961;0;1;5;2,5;4;12,5
Centro;Toscana;FI;B962;32,75;147,74;184,45;59,01;46,62;470,57
Sud;Campania;CE;B963;51,17;119,89;162,3;180,89;240,11;754,36
Nord Est;Veneto;TV;B965;1;35,67;42,03;10;52,11;140,81
Sud;Calabria;RC;B966;1;3;1;0;0;5
Nord Est;Emilia-Romagna;RE;B967;6,27;21,56;21,5;13;17;79,33
Sud;Calabria;KR;B968;0;1;0;2;2;5
Nord Est;Emilia-Romagna;BO;B969;3;6,75;16,5;9,17;9;44,42
Nord Ovest;Lombardia;BG;B971;0;29,5;23,26;9;5;66,76
Nord Ovest;Lombardia;CO;B974;2;11,5;5,1;5;6;29,6
Nord Ovest;Lombardia;CO;B977;5;15,5;19,67;21;19,34;80,51
Nord Ovest;Lombardia;BG;B978;0;12;5,97;4,5;6,03;28,5
Centro;Toscana;MS;B979;0;7;1,5;6;5;19,5
Sud;Campania;NA;B980;4;9;5;2;1;21
Nord Est;Emilia-Romagna;RA;B982;0;5,5;1;3;2,5;12
Centro;Toscana;SI;B984;3;20,5;8,54;6,67;11,58;50,29
Sud;Abruzzo;CH;B985;2;8;8,75;8;16;42,75
Nord Ovest;Lombardia;VA;B987;6,65;25,6;28,82;13,5;15,15;89,72
Nord Ovest;Lombardia;PV;B988;5;63;36,8;39;37,5;181,3
Nord Ovest;Lombardia;MI;B989;1;19,5;24,67;15,67;18,17;79,01
Sud;Campania;NA;B990;34,75;97,22;200,99;107,69;56,8;497,45
Nord Ovest;Piemonte;AT;B991;0;1;1;1;8,5;11,5
Nord Ovest;Lombardia;SO;B993;20,5;24,42;6;4;0;54,92
Nord Est;Friuli- Venezia Giulia;UD;B994;1;2;2;4,5;15,33;24,83
Nord Ovest;Lombardia;LC;B996;4,5;12,67;11,5;7;11;46,67
Sud;Campania;AV;B997;1;1;1;5;2;10
Sud;Puglia;BA;B998;15,67;88,5;51,07;37,42;38,66;231,32
Nord Ovest;Lombardia;VA;B999;0;0;0;2;3;5
Sud;Calabria;CS;C002;18;63,11;47,55;26;21;175,66
Nord Ovest;Lombardia;MI;C003;17;150,92;149,3;55,85;36,39;409,46
Nord Ovest;Lombardia;VA;C004;9;69,5;89,25;38,75;27,92;234,42
Isole;Sicilia;SR;C006;2;3;0;0;2;7
Nord Ovest;Lombardia;BG;C007;0;0;1;0;2;3
Nord Ovest;Lombardia;MI;C013;16,5;70,75;53,92;11;5;157,17
Nord Ovest;Lombardia;MI;C014;7,66;78,5;53,5;24,83;18,33;182,82
Nord Ovest;Lombardia;CO;C020;5;8;20,33;8;4;45,33
Nord Ovest;Piemonte;AT;C022;0;3;2;0;6,25;11,25
Nord Ovest;Lombardia;LC;C024;1,5;18,33;5;1,17;0;26
Nord Ovest;Piemonte;AL;C027;1;3,22;5,67;5;12,06;26,95
Nord Ovest;Piemonte;AL;C030;0;2;6;0;7,67;15,67
Nord Ovest;Lombardia;MI;C033;2;4,5;5;1;7;19,5
Centro;Lazio;FR;C034;43,5;86,42;77,93;65,77;74,39;348,01
Nord Est;Veneto;VI;C037;3;31;32,74;37;60,3;164,04
Nord Ovest;Lombardia;PV;C038;3;29,17;19;16,27;16,89;84,33
Sud;Abruzzo;TE;C040;1;1;2,5;0;0;4,5
Nord Est;Veneto;VR;C041;0,13;2;8,18;10,51;16,75;37,57
