Area;Regione;Provincia;2023_CodCom;NTN 2023 fino a 50 mq;NTN 2023 50 -| 85 mq;NTN 2023 85 -| 115 mq;NTN 2023 115 -| 145 mq;NTN 2023 oltre 145 mq;NTN_2023
Nord Ovest;Piemonte;CN;I367;2;10;6;5;22,33;45,33
Nord Ovest;Liguria;GE;I368;10,16;14;5,75;4;6;39,91
Isole;Sicilia;ME;I370;6;13;12,5;4;4;39,5
Sud;Calabria;RC;I371;1;2;1;0;0;4
Nord Ovest;Piemonte;CN;I372;2;2;3;5;10;22
Nord Est;Veneto;VE;I373;2;21,1;35,97;19,41;24,66;103,14
Isole;Sardegna;OR;I374;1;3;5;4,5;9,63;23,13
Nord Est;Veneto;PD;I375;0,67;1;2;4;13;20,67
Sud;Abruzzo;PE;I376;0;4;1;6;7,13;18,13
Sud;Campania;SA;I377;12,34;11;12;9;9;53,34
Centro;Umbria;TR;I381;1;3;4;2;11;21
Nord Est;Veneto;TV;I382;4,8;30,5;20,5;23,5;35;114,3
Isole;Sardegna;OR;I384;2;5,22;7,13;6,5;10,4;31,25
Sud;Calabria;CS;I388;0;3;0;3;5,5;11,5
Sud;Abruzzo;AQ;I389;2,8;12;1;0;1;16,8
Centro;Toscana;LI;I390;25,85;59;34,89;19,67;20,58;159,99
Sud;Campania;NA;I391;2;4;31;15,84;11,5;64,34
Nord Est;Veneto;BL;I392;7,36;23;18,08;8,75;3,06;60,25
Sud;Calabria;CZ;I393;1;2;5,67;3;5,5;17,17
Sud;Abruzzo;CH;I394;3;20;20,66;16;8,67;68,33
Sud;Puglia;BR;I396;7,54;41,96;54,87;41,5;25,42;171,29
Centro;Lazio;RM;I400;6;8,5;6,67;6;5,5;32,67
Nord Est;Veneto;VI;I401;0;7;7,33;8,5;18;40,83
Isole;Sardegna;CA;I402;2;3,5;4,65;8,5;23;41,65
Nord Est;Friuli- Venezia Giulia;PN;I403;4,45;45,2;40,79;29,5;45,45;165,39
Nord Est;Friuli- Venezia Giulia;UD;I405;0;2,5;1;2;10;15,5
Isole;Sicilia;TP;I407;13;52,5;15;7,33;15,83;103,66
Centro;Lazio;FR;I408;0;0;1;2;2;5
Nord Ovest;Lombardia;MI;I409;9;44,5;39,39;20,22;21;134,11
Sud;Campania;SA;I410;1,5;3,5;5;3;0;13
Nord Ovest;Lombardia;BS;I412;5;12,5;17,67;11;11,22;57,39
Nord Est;Veneto;VR;I414;1,26;22,26;10;9,5;8,33;51,35
Nord Ovest;Lombardia;MI;I415;4;23;21,22;7;5,67;60,89
Nord Ovest;Lombardia;PV;I416;0;2;2;1;4;9
Nord Est;Veneto;TV;I417;0;20;13;2;23;58
Nord Est;Veneto;PD;I418;1;14,17;21,5;19;47,11;102,78
Isole;Sicilia;ME;I420;0;2;5;3;7,5;17,5
Nord Est;Friuli- Venezia Giulia;UD;I421;8,42;21,09;12;1;4;46,51
Sud;Campania;SA;I422;4;12,7;23,86;10,86;5,59;57,01
Sud;Calabria;CS;I423;2;3;5;2;4,05;16,05
Centro;Lazio;RM;I424;1;3;0;0;2;6
Nord Est;Veneto;VI;I425;0;6;6,76;8,5;15,63;36,89
Sud;Basilicata;PZ;I426;0;0;2;3;2;7
Isole;Sardegna;CA;I428;4;3;4;2,67;10,68;24,35
Nord Ovest;Piemonte;AL;I429;0;1;0;0;1;2
Nord Est;Veneto;VI;I430;3;10;20,3;6,5;20,25;60,05
Nord Ovest;Piemonte;AL;I432;4;4;2;1;11;22
Nord Ovest;Lombardia;BS;I433;6;26,5;48,51;27,83;24,13;132,97
Nord Est;Emilia-Romagna;PC;I434;1;3;8;7;9,5;28,5
Nord Est;Veneto;TV;I435;0;1;3,5;6,12;15,67;26,29
Centro;Marche;MC;I436;12,14;10,55;9,55;5,83;6;44,07
Nord Ovest;Lombardia;BG;I437;6,03;31,4;37,16;13,5;16,33;104,42
Sud;Campania;SA;I438;27,17;50,3;68,83;34,27;31;211,57
Nord Ovest;Lombardia;VA;I441;42,43;227,42;157,76;94,09;68,1;589,8
Nord Ovest;Valle d'Aosta;AO;I442;5,66;9;15,28;3;9;41,94
Isole;Sardegna;CA;I443;2;2,67;10,5;10,5;11,83;37,5
Nord Est;Emilia-Romagna;FO;I444;4;9,67;6;2,83;5,33;27,83
Centro;Toscana;SI;I445;9;10;27,5;12,2;18,32;77,02
Nord Ovest;Lombardia;PV;I447;1;2;8;3;11;25
Isole;Sardegna;NU;I448;0;0;0;0;3;3
Nord Ovest;Liguria;SP;I449;25,8;108,5;69,23;38,08;39;280,61
Sud;Campania;SA;I451;0;2;2;5,74;12;21,74
Isole;Sardegna;SS;I452;132,61;394,99;383,36;258,69;191,56;1361,21
Nord Ovest;Liguria;SV;I453;4;27;13,79;4,75;10,58;60,12
Centro;Toscana;LI;I454;5,42;16,09;7,67;3,33;1;33,51
Sud;Campania;BN;I455;0;0;0;2;3;5
Sud;Basilicata;PZ;I457;2;2;1;2;1;8
Nord Est;Emilia-Romagna;RN;I460;0,5;5,5;3;5;3,83;17,83
Centro;Marche;AN;I461;4;16;19,72;16,78;21,5;78
Nord Est;Emilia-Romagna;MO;I462;22,67;144;186,66;107,44;60,94;521,71
Sud;Calabria;CZ;I463;4;4,5;11,5;4;12,5;36,5
Nord Est;Friuli- Venezia Giulia;UD;I464;1;3;2;1;1,5;8,5
Nord Ovest;Piemonte;TO;I465;23,16;26,29;5;0;2;56,45
Nord Ovest;Piemonte;TO;I466;69,07;64,46;11,9;2;3;150,43
Sud;Puglia;TA;I467;3;13;24,33;29,43;24,25;94,01
Sud;Calabria;KR;I468;0;3,17;4,17;4;5,17;16,51
Sud;Campania;NA;I469;7;10;27,49;24,17;31,6;100,26
Nord Ovest;Piemonte;CN;I470;12;69;99,74;53,59;37,87;272,2
Sud;Campania;AV;I471;5;7,33;19;1;2,5;34,83
Nord Est;Emilia-Romagna;FO;I472;14;54,75;48;37,5;40,75;195
Nord Est;Emilia-Romagna;MO;I473;2,5;37,39;39,66;12,5;23,98;116,03
Nord Ovest;Liguria;GE;I475;1,13;7;15,5;10;5,5;39,13
Nord Ovest;Lombardia;BS;I476;1;3,5;2;0,5;1;8
Isole;Sicilia;ME;I477;1;1;3,67;0;0,67;6,34
Nord Est;Friuli- Venezia Giulia;UD;I478;0;0;0;3;1;4
Nord Ovest;Liguria;SV;I480;69,22;317,05;232,41;101,98;48,99;769,65
Sud;Abruzzo;PE;I482;0;2;0,5;7,72;2,25;12,47
Sud;Campania;SA;I483;23,16;40,65;67,67;70,75;54,13;256,36
Nord Ovest;Piemonte;CN;I484;0;1;0;0;0;1
Sud;Calabria;CS;I485;10,01;2;0;1,67;2;15,68
Sud;Campania;SA;I486;3,64;1,8;3,67;2;4,17;15,28
Nord Ovest;Lombardia;PV;I487;1;2;2;3;2;10
Sud;Calabria;CS;I489;381,75;313,65;73,99;28,73;15,67;813,79
Nord Ovest;Piemonte;TO;I490;0;10;7,5;4;11;32,5
Isole;Sicilia;ME;I492;0;4,08;5;1,58;3;13,66
Sud;Campania;AV;I493;0;1;2;1;1,5;5,5
Sud;Calabria;KR;I494;3,66;9;5;5;1;23,66
Nord Est;Emilia-Romagna;RE;I496;6,63;54,26;138,4;55,42;75,07;329,78
Nord Ovest;Lombardia;CR;I497;0;0;2;1;10,5;13,5
Nord Ovest;Lombardia;CR;I498;0;0;0;0;3;3
Centro;Lazio;RI;I499;11,78;18,25;9;4,33;8,75;52,11
Sud;Abruzzo;AQ;I501;5,5;11,67;6;0;0;23,17
Isole;Sardegna;OR;I503;0,75;3;2,42;4;3;13,17
Centro;Toscana;GR;I504;5;22;23,5;14,27;21;85,77
Nord Ovest;Lombardia;BG;I506;8;38;39,67;27,27;32;144,94
Sud;Molise;IS;I507;0,72;0,67;0;1;0;2,39
Centro;Toscana;GR;I510;8,56;40,5;13;5;5;72,06
Nord Ovest;Piemonte;TO;I511;0;1;1;2;5;9
Nord Ovest;Piemonte;CN;I512;0;4;2;3,5;8,5;18
Sud;Abruzzo;CH;I520;1;3;7;4,5;11;26,5
Centro;Umbria;PG;I522;0;4,11;4,83;1;10;19,94
Centro;Umbria;PG;I523;1;1,5;3;1;2;8,5
Sud;Abruzzo;CH;I526;3,38;7,5;7,5;3,5;5,75;27,63
Nord Est;Veneto;VI;I527;1;4;7;1;7;20
Nord Ovest;Lombardia;CO;I529;4,75;5,5;2;3;3,5;18,75
Nord Ovest;Lombardia;BG;I530;22;29;9,5;8,17;1;69,67
Nord Est;Veneto;VI;I531;30,7;103,01;139,05;97,22;146,13;516,11
Nord Ovest;Lombardia;MN;I532;0;2;3,5;3;11;19,5
Isole;Sicilia;AG;I533;89,35;99,5;105,44;74,43;72,01;440,73
Isole;Sicilia;PA;I534;0;0;3;3;1;7
Isole;Sicilia;RG;I535;34,2;94,84;87,48;49,91;41,73;308,16
Sud;Calabria;RC;I536;0;1;1;1;1;4
Sud;Calabria;RC;I537;5;13,75;5,64;0,2;4,2;28,79
Isole;Sicilia;PA;I538;0;2;1;1;0;4
Nord Ovest;Piemonte;TO;I539;1;3;3;1;23;31
Sud;Campania;NA;I540;1;2;17,55;19,33;13;52,88
Isole;Sicilia;PA;I541;0;2;0,75;0;0;2,75
Sud;Abruzzo;AQ;I543;1;3;2;2;0;8
Nord Ovest;Piemonte;VC;I544;2,66;1;1;4;0;8,66
Nord Ovest;Piemonte;VC;I545;13;28;3,5;2;1;47,5
Sud;Abruzzo;AQ;I546;0;5;6,75;8;8,5;28,25
Isole;Sicilia;CT;I548;15;25,2;19,97;19,25;15,67;95,09
Sud;Puglia;LE;I549;7,8;8;7;3,17;7;32,97
Nord Est;Veneto;VE;I551;5;56,75;45,5;46,81;71,71;225,77
Sud;Abruzzo;AQ;I553;2;6;9;7,17;6,67;30,84
Nord Ovest;Piemonte;AT;I555;0;0;0;1;4;5
Nord Ovest;Liguria;IM;I556;3;3,83;2;2;1;11,83
Sud;Abruzzo;AQ;I558;1;5;0;3,58;1;10,58
Sud;Puglia;LE;I559;0;0;0;0;2,5;2,5
Nord Ovest;Lombardia;LO;I561;0;10;7;7;2;26
Nord Est;Friuli- Venezia Giulia;UD;I562;1;2,5;6,5;5;17,9;32,9
Nord Est;Veneto;BL;I563;11,67;34,24;37;15,41;34,72;133,04
Isole;Sardegna;OR;I564;0;2;0;2;4;8
Isole;Sardegna;SS;I565;0;4;7;5;5,5;21,5
Nord Ovest;Lombardia;MI;I566;22;62,8;68,5;16,5;15,5;185,3
Nord Ovest;Lombardia;BG;I567;0;5,44;8,22;10,22;8;31,88
Centro;Marche;MC;I569;0;2;3;0,5;0;5,5
Isole;Sardegna;CA;I570;0;1;1,86;0;2,5;5,36
Centro;Toscana;GR;I571;3;15;13,83;8;2;41,83
Centro;Lazio;RM;I573;7,67;24,67;23,17;15;13,33;83,84
Nord Ovest;Lombardia;MI;I577;36,75;250,87;185,57;90,19;92,18;655,56
Nord Est;Veneto;TV;I578;3;9;4;4,33;8;28,33
Isole;Sardegna;CA;I580;8,59;83,67;82,7;37,72;54,31;266,99
Centro;Lazio;RI;I581;2;8;6;2;1;19
Isole;Sardegna;CA;I582;2;0;4;3;6;15
Centro;Umbria;PG;I585;4;2,67;6;2;6;20,67
Nord Ovest;Lombardia;BS;I588;0;0;2;4;3;9
Sud;Calabria;CZ;I589;0;2;0;0;1;3
Sud;Calabria;CZ;I590;8,5;39,33;22;26;8;103,83
Nord Est;Veneto;BL;I592;7,56;5,35;3;2,05;0;17,96
Nord Est;Veneto;VR;I594;0;9;6,5;3,33;5;23,83
Nord Est;Veneto;PD;I595;2;40,3;86,87;37,54;92,54;259,25
Nord Ovest;Lombardia;BG;I597;6;28,42;19,25;11;7,75;72,42
Isole;Sardegna;SS;I598;0;2;0;0;1;3
Nord Ovest;Lombardia;PV;I599;0;0;0;0;0;0
Sud;Calabria;RC;I600;4;3;3;3;2;15
Centro;Toscana;GR;I601;7;7;6;2;2;24
Nord Ovest;Lombardia;MI;I602;26,25;167,64;85,83;36;27;342,72
Isole;Sardegna;OR;I605;0;0;1;0,96;6,56;8,52
Sud;Campania;AV;I606;0;2;1,89;1;2,89;7,78
Nord Ovest;Lombardia;BS;I607;0;1;2;4;7;14
Centro;Marche;AN;I608;66;187,97;161,18;83,92;72,55;571,62
Isole;Sardegna;OR;I609;1;0;0;2;1,5;4,5
Sud;Basilicata;PZ;I610;9;7,87;9,94;4,03;7;37,84
Nord Ovest;Lombardia;CO;I611;0;8;9,5;7;13;37,5
Nord Ovest;Lombardia;LO;I612;1;5;9;4;5,5;24,5
Isole;Sardegna;OR;I613;2;1;0;1;2;6
Isole;Sardegna;SS;I614;3;6;4;4;8,17;25,17
Isole;Sardegna;CA;I615;0;10,98;15;5;6,78;37,76
Sud;Molise;CB;I618;1,5;2,5;6;2;4;16
Nord Est;Friuli- Venezia Giulia;PN;I621;0;4;2;7;15,1;28,1
Centro;Toscana;LU;I622;7;35,66;51,67;33;41,5;168,83
Isole;Sardegna;CA;I624;2;5;4;4;8,2;23,2
Nord Ovest;Lombardia;MI;I625;90,99;236,32;194,4;56,14;75,92;653,77
Nord Est;Veneto;BL;I626;1;3,17;7;4;7,33;22,5
Nord Ovest;Lombardia;CR;I627;0;8,5;6,5;1,5;11;27,5
Nord Ovest;Lombardia;BG;I628;44,36;111,92;127,67;67,68;44,51;396,14
Nord Ovest;Lombardia;BG;I629;13;52,72;19;4;5,5;94,22
Sud;Campania;AV;I630;0;2,05;7;10,22;10;29,27
Nord Ovest;Lombardia;BS;I631;3;7;8;8;9,39;35,39
Nord Ovest;Lombardia;MN;I632;1;11;24,5;27;36,09;99,59
Nord Ovest;Lombardia;BS;I633;54,28;95,45;44,8;20,75;23,32;238,6
Centro;Lazio;LT;I634;1;16,39;28,17;9,5;14;69,06
Nord Est;Veneto;TV;I635;1;11;15,5;6;22,2;55,7
Nord Ovest;Lombardia;SO;I636;0;2;0;1;0;3
Nord Ovest;Piemonte;AT;I637;0;0;0;0,5;1,5;2
Sud;Calabria;VV;I639;12;9;12,5;6,5;4,86;44,86
Nord Ovest;Liguria;GE;I640;1;32,25;35,84;17,5;10;96,59
Sud;Puglia;FG;I641;13;6,46;8,25;10,5;6,32;44,53
Sud;Calabria;CS;I642;0;1;0;0;1;2
Centro;Marche;AN;I643;0;5;6;8,3;3,17;22,47
Isole;Sicilia;CL;I644;12,64;15,02;9;16,78;4,2;57,64
Nord Ovest;Piemonte;AL;I645;0;2;2;0;11,5;15,5
Nord Ovest;Piemonte;CN;I646;0;0;0;1;0;1
Isole;Sardegna;CA;I647;0;3;8;5,64;15,7;32,34
Sud;Campania;SA;I648;0;3;2;0,33;1;6,33
Sud;Abruzzo;PE;I649;8;5;1;0;4,33;18,33
Centro;Marche;MC;I651;0,13;0;3,99;4;1,5;9,62
Sud;Campania;NA;I652;1,5;2,5;3;3;1,08;11,08
Centro;Marche;AN;I653;0;4,8;9,5;5,17;8,5;27,97
Centro;Marche;PS;I654;0;0;0,5;1,5;0,33;2,33
Sud;Calabria;CZ;I655;5;8;4;1,5;5;23,5
Sud;Calabria;RC;I656;1;0;0;3;4,33;8,33
Nord Ovest;Piemonte;AL;I657;0;26;40;15,17;19;100,17
Nord Ovest;Piemonte;CN;I659;0;1;2;1;1;5
Centro;Toscana;PT;I660;4,27;26,46;32,72;30,7;28;122,15
Centro;Marche;MC;I661;0;2,33;4;3;5,33;14,66
Nord Ovest;Lombardia;MN;I662;0;1;1;3;10;15
Nord Ovest;Piemonte;VC;I663;4;10;10;6;11,95;41,95
Sud;Campania;SA;I666;2;3;5;4;2;16
Isole;Sardegna;CA;I667;3;1;4;2;16,53;26,53
Isole;Sardegna;NU;I668;0;0;0,67;0;0;0,67
Centro;Lazio;FR;I669;5;13;13;7;7;45
Sud;Calabria;CZ;I671;11,5;6,47;3;4;5;29,97
Nord Est;Veneto;BL;I673;3;9,78;11;4,33;6,25;34,36
Sud;Campania;CE;I676;35,15;134,91;122,42;88,18;93,96;474,62
Sud;Campania;SA;I677;0;2,31;1;0,67;0,31;4,29
Nord Ovest;Piemonte;AT;I678;0;1;0;0,5;1,5;3
Sud;Molise;IS;I679;0;1;1;0;3;5
Centro;Toscana;AR;I681;0,5;1,24;5;0;3,11;9,85
Sud;Molise;IS;I682;0;2;1;3;7,78;13,78
Nord Ovest;Lombardia;CR;I683;1;2;9;6,63;9,57;28,2
Centro;Toscana;FI;I684;33,5;162,8;183,36;61,25;51,03;491,94
Nord Est;Friuli- Venezia Giulia;PN;I686;0;7,5;16,41;10;24,58;58,49
Nord Ovest;Lombardia;VA;I688;8,5;68,17;50,25;35,25;33,33;195,5
Nord Est;Emilia-Romagna;MO;I689;27;38,17;16,5;8,5;8;98,17
Nord Ovest;Lombardia;MI;I690;287,55;696,71;241,94;69,51;26,5;1322,21
Nord Ovest;Piemonte;TO;I692;246,64;43,45;14;3;2;309,09
Nord Ovest;Liguria;GE;I693;30;101,33;76,65;30;11,7;249,68
Isole;Sardegna;CA;I695;11;86,31;43,37;21,12;27,97;189,77
Nord Ovest;Lombardia;MI;I696;4;35,13;31,13;15,05;18,83;104,14
Centro;Lazio;FR;I697;0;2;0;2;1;5
Nord Ovest;Piemonte;AT;I698;2;1,5;1;5;3,17;12,67
Isole;Sardegna;CA;I699;2;18;24,48;11;5,75;61,23
Nord Ovest;Lombardia;MI;I700;19,5;84,92;81,33;20;13,4;219,15
Nord Ovest;Piemonte;TO;I701;0;2;1;3;2,5;8,5
Nord Ovest;Piemonte;TO;I702;2;6;5,96;5;9;27,96
Nord Ovest;Piemonte;TO;I703;14,45;241,23;181,43;66,7;40,05;543,86
Sud;Calabria;CZ;I704;2;9,17;7,5;6,67;6;31,34
Isole;Sardegna;CA;I705;0;0;0;0;1;1
Isole;Sardegna;NU;I706;0;2;1;2;0,33;5,33
Isole;Sardegna;NU;I707;0;0,67;0;2;4,9;7,57
Nord Ovest;Lombardia;MI;I709;36,89;140,75;139,21;43,31;44,84;405
Nord Ovest;Piemonte;AL;I711;0;0;1,16;2;10,83;13,99
Centro;Lazio;LT;I712;13,78;36;34,91;31,42;22,57;138,68
Centro;Lazio;FR;I716;14,67;13;2;10,75;3;43,42
Isole;Sardegna;OR;I717;0,5;0,5;0,5;1;3;5,5
Isole;Sardegna;OR;I718;0;0;0;1;1,83;2,83
Sud;Campania;SA;I720;5,5;6;7,5;6;7;32
Isole;Sardegna;OR;I721;0;0;0;0;0;0
Isole;Sicilia;AG;I723;15;22;9;6;9,5;61,5
Isole;Sardegna;CA;I724;0;0;0;1;2,67;3,67
Sud;Calabria;RC;I725;7,72;25,92;21,33;8,83;26,33;90,13
Centro;Toscana;SI;I726;42,21;192,89;192,17;101,49;96,93;625,69
Centro;Umbria;PG;I727;0;5,5;6;6,83;2,73;21,06
Centro;Toscana;FI;I728;10;53,5;62,5;22,5;38,09;186,59
Isole;Sardegna;NU;I730;0;0;0;0;4,84;4,84
Isole;Sardegna;SS;I732;1;1;2;1,75;3;8,75
Isole;Sardegna;CA;I734;0;1,94;2,94;3;6,53;14,41
Isole;Sardegna;CA;I735;0;1;1;1,06;1;4,06
Nord Ovest;Piemonte;NO;I736;0;3;3,5;0;3,5;10
Nord Ovest;Piemonte;AL;I738;0;6,5;4;1;9,22;20,72
Nord Ovest;Lombardia;PV;I739;0;0;0;2;4,5;6,5
Sud;Abruzzo;TE;I741;40;144,47;68,66;34,73;13,75;301,61
Isole;Sardegna;OR;I742;0;0;0;0;2;2
Isole;Sardegna;OR;I743;0;0,92;2;7,74;8,17;18,83
Sud;Calabria;VV;I744;0;3;1;2;0;6
Sud;Calabria;CZ;I745;12;24;6;7;6;55
Isole;Sicilia;ME;I747;1;4;5;2,5;0;12,5
Isole;Sardegna;NU;I748;0;1;1;1,5;5,75;9,25
Isole;Sardegna;OR;I749;0;0;0;0;4,75;4,75
Nord Ovest;Piemonte;CN;I750;0;0;1;2;2;5
Isole;Sardegna;NU;I751;17;55,5;27,38;14,13;6,25;120,26
Isole;Sardegna;CA;I752;4,67;44,11;51,67;42,17;51,17;193,79
Sud;Calabria;RC;I753;0;0;0;1;1;2
Isole;Sicilia;SR;I754;160,43;416,88;391,61;391,07;323,59;1683,58
Sud;Campania;AV;I756;1;3;8;6;6,5;24,5
Isole;Sardegna;OR;I757;0;0;0;0;0;0
Centro;Marche;AN;I758;3;21,17;11,84;6,06;5,5;47,57
Nord Ovest;Lombardia;LC;I759;0;5;6;4,67;5,6;21,27
Nord Ovest;Lombardia;LC;I761;1;5,77;10;7,5;10,5;34,77
Isole;Sardegna;CA;I765;3;1;3;1;9,5;17,5
Nord Ovest;Piemonte;NO;I767;0;0;1;1;3;5
Centro;Marche;AP;I774;0;0;1,5;1;3;5,5
Nord Est;Veneto;VR;I775;4;28;15,17;19;28,62;94,79
Nord Est;Friuli- Venezia Giulia;UD;I777;0;0;1;3;4,7;8,7
Isole;Sardegna;OR;I778;0;0;1;0;0;1
Nord Est;Emilia-Romagna;FO;I779;2;12;6;5,8;14,08;39,88
Sud;Puglia;LE;I780;7;2;4;5;11;29
Nord Ovest;Piemonte;AT;I781;0;0;2;0;0;2
Nord Ovest;Lombardia;BS;I782;11;18,5;18,5;6;8,17;62,17
Nord Est;Veneto;VI;I783;1;2;3,67;7;18,92;32,59
Isole;Sicilia;SR;I785;4;8,86;13,84;16;7;49,7
Nord Ovest;Lombardia;MI;I786;10;78,91;97;16;27,5;229,41
Nord Est;Emilia-Romagna;RA;I787;3;8;10;9;9;39
Nord Ovest;Lombardia;CR;I790;0;2;1;0;4;7
Isole;Sardegna;OR;I791;1,75;2;2;2,75;7,46;15,96
Nord Ovest;Lombardia;VA;I793;22;31;27;15,5;19,58;115,08
Nord Ovest;Lombardia;VA;I794;2;22;32,16;9;14;79,16
Nord Ovest;Liguria;IM;I796;0;2;1,5;0;1;4,5
Isole;Sardegna;CA;I797;2;0;2;3,25;6,17;13,42
Nord Ovest;Piemonte;AL;I798;0;2;4;2;10,5;18,5
Nord Est;Veneto;PD;I799;8,14;14,71;17,86;13,17;30,61;84,49
Sud;Puglia;LE;I800;5;14;9;8,5;8;44,5
Nord Ovest;Lombardia;MN;I801;0;10;5;2;6,33;23,33
Nord Est;Emilia-Romagna;MO;I802;6,5;65,96;53,58;19,15;47,33;192,52
Nord Est;Emilia-Romagna;PR;I803;1;5;20,67;5;5,19;36,86
Sud;Abruzzo;AQ;I804;9,4;49,56;40,06;60,23;41,75;201
Sud;Campania;AV;I805;0;8;18,67;16;15,54;58,21
Nord Ovest;Piemonte;AL;I808;0;0;0;0,5;3;3,5
Sud;Campania;BN;I809;3;1;5;3;9;21
Nord Ovest;Lombardia;BG;I812;2;20,5;13,67;5;6,67;47,84
Nord Ovest;Lombardia;BG;I813;0;12;7;3,5;2;24,5
Nord Ovest;Lombardia;LO;I815;0;8;11;7,5;11;37,5
Nord Ovest;Piemonte;CN;I817;0;1;1;0;2;4
Nord Ovest;Lombardia;VA;I819;42;119,5;86,06;39;43,76;330,32
Sud;Campania;NA;I820;14,65;29,8;33,16;38,78;27,83;144,22
Nord Est;Veneto;VR;I821;0;29,35;39,88;22,79;36,66;128,68
Nord Ovest;Piemonte;CN;I822;1;17;23,5;7;20;68,5
Nord Ovest;Piemonte;CN;I823;0;5;4;4;13;26
Isole;Sicilia;CL;I824;6,13;12,34;16,17;17,95;14,66;67,25
Nord Ovest;Lombardia;PV;I825;0;2;1;1,33;1;5,33
Nord Est;Veneto;VR;I826;5;31,5;45,35;31,67;50,57;164,09
Nord Ovest;Lombardia;CR;I827;3,5;18,33;31;18,8;24,25;95,88
Nord Ovest;Lombardia;SO;I828;7;9,6;12,67;3;2,71;34,98
Nord Ovest;Lombardia;SO;I829;57,64;89,67;99,5;47,5;26,55;320,86
Nord Ovest;Lombardia;BG;I830;11;8;2,5;3;0,5;25
Nord Ovest;Lombardia;BS;I831;2;2;1;1;2;8
Centro;Lazio;LT;I832;7;14;14,8;10,5;14,67;60,97
Centro;Lazio;FR;I838;5,09;28,2;24,07;36,5;40,18;134,04
Nord Est;Emilia-Romagna;PR;I840;0,83;8;15,99;5,83;22,52;53,17
Centro;Toscana;GR;I841;4;12;10,67;10;8,67;45,34
Sud;Campania;AV;I843;0;1,5;0;2,2;1;4,7
Sud;Calabria;CZ;I844;5;4;0;1;0;10
Nord Ovest;Piemonte;BI;I847;0;2;3;8;6;19
Nord Ovest;Lombardia;LO;I848;3;28,17;14;4;3;52,17
Nord Ovest;Lombardia;CR;I849;6;34,5;49,58;27;42,33;159,41
Nord Est;Veneto;VR;I850;0;0;12;8;17;37
Isole;Sardegna;NU;I851;0;1;1;1;3,89;6,89
Nord Ovest;Liguria;GE;I852;8;24;11,5;7;8,12;58,62
Sud;Calabria;VV;I853;4;0;1;2;2;9
Sud;Calabria;VV;I854;2;1;1;1;4;9
Centro;Lazio;VT;I855;21,5;34,05;30,2;17,16;13,67;116,58
Nord Ovest;Lombardia;CO;I856;5;8;5,5;6,18;3;27,68
Nord Ovest;Piemonte;NO;I857;0;0,5;1;0;2,78;4,28
Nord Ovest;Lombardia;BG;I858;6,23;19,66;29,54;19,03;17,95;92,41
Nord Ovest;Lombardia;CO;I860;4,67;11,9;2,8;0;2;21,37
Isole;Sardegna;OR;I861;0;0;0;0,75;5,67;6,42
Sud;Campania;NA;I862;6,68;22,26;20,97;17,8;16,09;83,8
Isole;Sardegna;SS;I863;33,2;60;42,3;34,66;44,91;215,07
Isole;Sicilia;SR;I864;7,75;7,25;7,89;10,11;5,67;38,67
Nord Ovest;Lombardia;CR;I865;1;13;14,5;2,5;14,5;45,5
Nord Est;Veneto;BL;I866;1,8;5,67;4,5;12;11,6;35,57
Nord Est;Veneto;VI;I867;0;7;7,17;5;11,31;30,48
Nord Ovest;Piemonte;BI;I868;0;0;0;0,17;2;2,17
Nord Ovest;Lombardia;BG;I869;3;18;15;9,5;10,16;55,66
Sud;Calabria;CZ;I872;13;33,33;26,08;24,25;11,89;108,55
Nord Ovest;Lombardia;BG;I873;9;15,83;15,04;8,33;13,51;61,71
Sud;Calabria;CZ;I874;0;5;4;4;3,94;16,94
Sud;Calabria;CZ;I875;1;1;1,76;1;1;5,76
Nord Est;Veneto;BL;I876;0;1;1;0;2,17;4,17
Centro;Toscana;SI;I877;12;34,07;36;13,25;20,5;115,82
Nord Ovest;Lombardia;MI;I878;10;38,25;33,6;9;21,46;112,31
Nord Est;Veneto;VI;I879;0;10;15;15;27,99;67,99
Nord Ovest;Piemonte;NO;I880;0,99;6,32;1,66;2;6,67;17,64
Isole;Sicilia;ME;I881;9;20,84;25,5;6;3,13;64,47
Sud;Calabria;VV;I884;0;0;0;0;1;1
Sud;Campania;CE;I885;4;6,72;11,49;10,47;9;41,68
Nord Ovest;Piemonte;TO;I886;4;9;3;3;2,5;21,5
Sud;Puglia;LE;I887;12,67;12;9,5;9;9;52,17
Centro;Umbria;PG;I888;3;18;18,5;17,5;18,27;75,27
Isole;Sicilia;EN;I891;0;0;0;2;1;3
Centro;Lazio;LT;I892;22;18,67;7;7,5;10,62;65,79
Sud;Campania;AV;I893;2;4;5;6;4;21
Nord Ovest;Lombardia;PV;I894;0;2;4;2;2;10
Sud;Calabria;CS;I895;4;8;8,5;10,75;16,42;47,67
Sud;Calabria;CS;I896;21;50;13,5;6,25;8;98,75
Nord Ovest;Piemonte;AL;I901;1;4;0;6;10;21
Centro;Lazio;LT;I902;2,5;3,33;1;4;4,83;15,66
Nord Est;Emilia-Romagna;MO;I903;7,01;34,17;52,59;28,11;31,29;153,17
Nord Est;Friuli- Venezia Giulia;PN;I904;1;21;25;17,25;28,83;93,08
Sud;Calabria;VV;I905;0;2,96;1,07;1;2;7,03
Nord Ovest;Lombardia;CR;I906;1;1;2,5;3;9;16,5
