Area;Regione;Provincia;2023_CodCom;Comune;Cod_Istat
Sud;Campania;NA;I820;SOMMA VESUVIANA;63079
Nord Est;Veneto;VR;I821;SOMMACAMPAGNA;23082
Nord Ovest;Piemonte;CN;I822;SOMMARIVA DEL BOSCO;4222
Nord Ovest;Piemonte;CN;I823;SOMMARIVA PERNO;4223
Isole;Sicilia;CL;I824;SOMMATINO;85019
Nord Ovest;Lombardia;PV;I825;SOMMO;18151
Nord Est;Veneto;VR;I826;SONA;23083
Nord Ovest;Lombardia;CR;I827;SONCINO;19097
Nord Ovest;Lombardia;SO;I828;SONDALO;14060
Nord Ovest;Lombardia;SO;I829;SONDRIO;14061
Nord Ovest;Lombardia;BG;I830;SONGAVAZZO;16201
Nord Ovest;Lombardia;BS;I831;SONICO;17181
Centro;Lazio;LT;I832;SONNINO;59029
Centro;Lazio;FR;I838;SORA;60074
Nord Est;Emilia-Romagna;PR;I840;SORAGNA;34036
Centro;Toscana;GR;I841;SORANO;53026
Sud;Campania;AV;I843;SORBO SERPICO;64102
Sud;Calabria;CZ;I844;SORBO SAN BASILE;79134
Nord Ovest;Piemonte;BI;I847;SORDEVOLO;96063
Nord Ovest;Lombardia;LO;I848;SORDIO;98055
Nord Ovest;Lombardia;CR;I849;SORESINA;19098
Nord Est;Veneto;VR;I850;SORGA`;23084
Isole;Sardegna;NU;I851;SORGONO;91086
Nord Ovest;Liguria;GE;I852;SORI;10060
Sud;Calabria;VV;I853;SORIANELLO;102039
Sud;Calabria;VV;I854;SORIANO CALABRO;102040
Centro;Lazio;VT;I855;SORIANO NEL CIMINO;56048
Nord Ovest;Lombardia;CO;I856;SORICO;13216
Nord Ovest;Piemonte;NO;I857;SORISO;3140
Nord Ovest;Lombardia;BG;I858;SORISOLE;16202
Nord Ovest;Lombardia;CO;I860;SORMANO;13217
Isole;Sardegna;OR;I861;SORRADILE;95063
Sud;Campania;NA;I862;SORRENTO;63080
Isole;Sardegna;SS;I863;SORSO;90069
Isole;Sicilia;SR;I864;SORTINO;89019
Nord Ovest;Lombardia;CR;I865;SOSPIRO;19099
Nord Est;Veneto;BL;I866;SOSPIROLO;25056
Nord Est;Veneto;VI;I867;SOSSANO;24102
Nord Ovest;Piemonte;BI;I868;SOSTEGNO;96064
Nord Ovest;Lombardia;BG;I869;SOTTO IL MONTE G XXIII;16203
Sud;Calabria;CZ;I872;SOVERATO;79137
Nord Ovest;Lombardia;BG;I873;SOVERE;16204
Sud;Calabria;CZ;I874;SOVERIA MANNELLI;79138
Sud;Calabria;CZ;I875;SOVERIA SIMERI;79139
Nord Est;Veneto;BL;I876;SOVERZENE;25057
Centro;Toscana;SI;I877;SOVICILLE;52034
Nord Ovest;Lombardia;MI;I878;SOVICO;108041
Nord Est;Veneto;VI;I879;SOVIZZO;24103
Nord Ovest;Piemonte;NO;I880;SOZZAGO;3141
Isole;Sicilia;ME;I881;SPADAFORA;83096
Sud;Calabria;VV;I884;SPADOLA;102041
Sud;Campania;CE;I885;SPARANISE;61089
Nord Ovest;Piemonte;TO;I886;SPARONE;1267
Sud;Puglia;LE;I887;SPECCHIA;75077
Centro;Umbria;PG;I888;SPELLO;54050
Isole;Sicilia;EN;I891;SPERLINGA;86017
Centro;Lazio;LT;I892;SPERLONGA;59030
Sud;Campania;AV;I893;SPERONE;64103
Nord Ovest;Lombardia;PV;I894;SPESSA;18152
Sud;Calabria;CS;I895;SPEZZANO ALBANESE;78142
Sud;Calabria;CS;I896;SPEZZANO DELLA SILA;78143
Nord Ovest;Piemonte;AL;I901;SPIGNO MONFERRATO;6165
Centro;Lazio;LT;I902;SPIGNO SATURNIA;59031
Nord Est;Emilia-Romagna;MO;I903;SPILAMBERTO;36045
Nord Est;Friuli- Venezia Giulia;PN;I904;SPILIMBERGO;93044
Sud;Calabria;VV;I905;SPILINGA;102042
Nord Ovest;Lombardia;CR;I906;SPINADESCO;19100
Sud;Puglia;BA;I907;SPINAZZOLA;110008
Nord Est;Veneto;VE;I908;SPINEA;27038
Nord Ovest;Lombardia;CR;I909;SPINEDA;19101
Sud;Molise;CB;I910;SPINETE;70076
Nord Ovest;Piemonte;AL;I911;SPINETO SCRIVIA;6166
Centro;Marche;AP;I912;SPINETOLI;44071
Nord Ovest;Lombardia;CR;I914;SPINO D`ADDA;19102
Nord Ovest;Lombardia;BG;I916;SPINONE AL LAGO;16205
Sud;Basilicata;PZ;I917;SPINOSO;76086
Nord Ovest;Lombardia;BG;I919;SPIRANO;16206
Centro;Umbria;PG;I921;SPOLETO;54051
Sud;Abruzzo;PE;I922;SPOLTORE;68041
Sud;Puglia;LE;I923;SPONGANO;75078
Nord Ovest;Liguria;SV;I926;SPOTORNO;9057
Nord Est;Veneto;TV;I927;SPRESIANO;26082
Nord Ovest;Lombardia;SO;I928;SPRIANA;14062
Sud;Calabria;CZ;I929;SQUILLACE;79142
Sud;Puglia;LE;I930;SQUINZANO;75079
Centro;Marche;AN;I932;STAFFOLO;42049
Nord Ovest;Lombardia;CR;I935;STAGNO LOMBARDO;19103
Sud;Calabria;RC;I936;STAITI;80090
Sud;Calabria;CZ;I937;STALETTI;79143
Nord Est;Veneto;PD;I938;STANGHELLA;28088
Nord Ovest;Piemonte;AL;I941;STAZZANO;6167
Centro;Toscana;LU;I942;STAZZEMA;46030
Nord Ovest;Lombardia;CO;I943;STAZZONA;13218
Sud;Calabria;VV;I945;STEFANACONI;102043
Nord Ovest;Liguria;SV;I946;STELLA;9058
Nord Ovest;Liguria;SV;I947;STELLANELLO;9059
Sud;Puglia;LE;I950;STERNATIA;75080
Nord Ovest;Lombardia;BG;I951;STEZZANO;16207
Nord Est;Veneto;RO;I953;STIENTA;29045
Sud;Basilicata;MT;I954;STIGLIANO;77027
Sud;Calabria;RC;I955;STIGNANO;80091
Sud;Calabria;RC;I956;STILO;80092
Centro;Lazio;RI;I959;STIMIGLIANO;57066
Sud;Campania;SA;I960;STIO;65145
Sud;Puglia;FG;I962;STORNARA;71054
Sud;Puglia;FG;I963;STORNARELLA;71055
Nord Est;Veneto;VE;I965;STRA;27039
Nord Ovest;Lombardia;PV;I968;STRADELLA;18153
Nord Ovest;Piemonte;TO;I969;STRAMBINELLO;1268
Nord Ovest;Piemonte;TO;I970;STRAMBINO;1269
Centro;Lazio;FR;I973;STRANGOLAGALLI;60075
Nord Est;Friuli- Venezia Giulia;UD;I974;STREGNA;30111
Nord Ovest;Piemonte;VB;I976;STRESA;103064
Nord Ovest;Piemonte;AL;I977;STREVI;6168
Sud;Campania;NA;I978;STRIANO;63081
Nord Ovest;Piemonte;BI;I980;STRONA;96065
Centro;Umbria;TR;I981;STRONCONE;55031
Sud;Calabria;KR;I982;STRONGOLI;101025
Nord Ovest;Piemonte;VC;I984;STROPPIANA;2142
Nord Ovest;Piemonte;CN;I985;STROPPO;4224
Nord Ovest;Lombardia;BG;I986;STROZZA;16208
Sud;Campania;AV;I990;STURNO;64104
Centro;Toscana;AR;I991;SUBBIANO;51037
Centro;Lazio;RM;I992;SUBIACO;58103
Sud;Campania;CE;I993;SUCCIVO;61090
Nord Ovest;Lombardia;LC;I994;SUEGLIO;97077
Isole;Sardegna;CA;I995;SUELLI;111088
Nord Ovest;Lombardia;LC;I996;SUELLO;97078
Nord Ovest;Lombardia;BG;I997;SUISIO;16209
Nord Ovest;Lombardia;MI;I998;SULBIATE;108042
Nord Ovest;Lombardia;BS;L002;SULZANO;17182
Nord Ovest;Lombardia;VA;L003;SUMIRAGO;12124
Sud;Campania;AV;L004;SUMMONTE;64105
Isole;Sardegna;NU;L006;SUNI;95087
Nord Ovest;Piemonte;NO;L007;SUNO;3143
Sud;Puglia;LE;L008;SUPERSANO;75081
Centro;Lazio;FR;L009;SUPINO;60076
Sud;Puglia;LE;L010;SURANO;75082
Sud;Puglia;LE;L011;SURBO;75083
Nord Ovest;Piemonte;TO;L013;SUSA;1270
Nord Est;Veneto;TV;L014;SUSEGANA;26083
Nord Ovest;Lombardia;MN;L015;SUSTINENTE;20064
Isole;Sicilia;CL;L016;SUTERA;85020
Centro;Lazio;VT;L017;SUTRI;56049
Nord Est;Friuli- Venezia Giulia;UD;L018;SUTRIO;30112
Centro;Toscana;LI;L019;SUVERETO;49020
Nord Ovest;Lombardia;MN;L020;SUZZARA;20065
Nord Ovest;Lombardia;LC;L022;TACENO;97079
Isole;Sardegna;OR;L023;TADASUNI;95064
Nord Ovest;Liguria;IM;L024;TAGGIA;8059
Sud;Abruzzo;AQ;L025;TAGLIACOZZO;66099
Nord Est;Veneto;RO;L026;TAGLIO DI PO;29046
Nord Ovest;Piemonte;AL;L027;TAGLIOLO MONFERRATO;6169
Nord Est;Veneto;BL;L030;TAIBON AGORDINO;25059
Nord Ovest;Lombardia;VA;L032;TAINO;12125
Nord Est;Emilia-Romagna;RN;L034;TALAMELLO;99027
Nord Ovest;Lombardia;SO;L035;TALAMONA;14063
Isole;Sardegna;NU;L036;TALANA;91088
Nord Ovest;Lombardia;BG;L037;TALEGGIO;16210
Centro;Toscana;AR;L038;TALLA;51038
Nord Est;Friuli- Venezia Giulia;UD;L039;TALMASSONS;30114
Nord Est;Veneto;BL;L040;TAMBRE;25060
Isole;Sicilia;ME;L042;TAORMINA;83097
Centro;Lazio;RI;L046;TARANO;57067
Sud;Abruzzo;CH;L047;TARANTA PELIGNA;69089
Nord Ovest;Piemonte;CN;L048;TARANTASCA;4225
Sud;Puglia;TA;L049;TARANTO;73027
Nord Est;Friuli- Venezia Giulia;UD;L050;TARCENTO;30116
Sud;Calabria;CS;L055;TARSIA;78145
Nord Ovest;Lombardia;SO;L056;TARTANO;14064
Nord Est;Veneto;TV;L058;TARZO;26084
Nord Ovest;Piemonte;AL;L059;TASSAROLO;6170
Sud;Campania;AV;L061;TAURANO;64106
Sud;Campania;AV;L062;TAURASI;64107
Sud;Calabria;RC;L063;TAURIANOVA;80093
Sud;Puglia;LE;L064;TAURISANO;75084
Nord Est;Friuli- Venezia Giulia;UD;L065;TAVAGNACCO;30118
Nord Ovest;Piemonte;TO;L066;TAVAGNASCO;1271
Sud;Molise;CB;L069;TAVENNA;70077
Sud;Calabria;CZ;L070;TAVERNA;79146
Nord Ovest;Lombardia;CO;L071;TAVERNERIO;13222
Nord Ovest;Lombardia;BG;L073;TAVERNOLA BERGAMASCA;16211
Sud;Puglia;LE;L074;TAVIANO;75085
Nord Ovest;Piemonte;BI;L075;TAVIGLIANO;96066
Centro;Marche;PS;L078;TAVOLETO;41064
Centro;Marche;PS;L081;TAVULLIA;41065
Sud;Basilicata;PZ;L082;TEANA;76087
Sud;Campania;CE;L083;TEANO;61091
Nord Ovest;Lombardia;SO;L084;TEGLIO;14065
Nord Est;Veneto;VE;L085;TEGLIO VENETO;27040
Sud;Campania;BN;L086;TELESE TERME;62074
Nord Ovest;Lombardia;BG;L087;TELGATE;16212
Isole;Sardegna;SS;L088;TELTI;90080
Isole;Sardegna;SS;L093;TEMPIO PAUSANIA;90070
Nord Ovest;Lombardia;BS;L094;TEMU`;17184
Nord Est;Veneto;PD;L100;TEOLO;28089
Sud;Campania;AV;L102;TEORA;64108
Sud;Abruzzo;TE;L103;TERAMO;67041
Nord Ovest;Piemonte;NO;L104;TERDOBBIATE;3144
Centro;Lazio;FR;L105;TERELLE;60077
Sud;Puglia;BA;L109;TERLIZZI;72043
Isole;Sicilia;PA;L112;TERMINI IMERESE;82070
Sud;Molise;CB;L113;TERMOLI;70078
Nord Ovest;Lombardia;VA;L115;TERNATE;12126
Nord Ovest;Piemonte;BI;L116;TERNENGO;96067
Centro;Umbria;TR;L117;TERNI;55032
Nord Ovest;Lombardia;BG;L118;TERNO D`ISOLA;16213
Centro;Lazio;LT;L120;TERRACINA;59032
Isole;Sardegna;OR;L122;TERRALBA;95065
Centro;Toscana;AR;L123;TERRANUOVA BRACCIOLINI;51039
Sud;Calabria;CS;L124;TERRANOVA DA SIBARI;78146
Nord Ovest;Lombardia;LO;L125;TERRANOVA PASSERINI;98057
Sud;Basilicata;PZ;L126;TERRANOVA DI POLLINO;76088
Sud;Calabria;RC;L127;TERRANOVA SAPPO MINULIO;80094
Isole;Sicilia;PA;L131;TERRASINI;82071
Nord Est;Veneto;PD;L132;TERRASSA PADOVANA;28090
Sud;Calabria;CS;L134;TERRAVECCHIA;78147
Nord Est;Veneto;VR;L136;TERRAZZO;23085
Centro;Toscana;PI;L138;TERRICCIOLA;50036
Nord Ovest;Piemonte;AL;L139;TERRUGGIA;6171
Isole;Sardegna;NU;L140;TERTENIA;91089
Sud;Campania;NA;L142;TERZIGNO;63082
Nord Ovest;Piemonte;AL;L143;TERZO;6172
Nord Ovest;Liguria;IM;L146;TERZORIO;8060
Centro;Lazio;VT;L150;TESSENNANO;56051
Nord Ovest;Liguria;SV;L152;TESTICO;9060
Isole;Sardegna;NU;L153;TETI;91090
Isole;Sardegna;CA;L154;TEULADA;111089
Sud;Campania;CE;L155;TEVEROLA;61092
Nord Est;Veneto;VI;L156;TEZZE SUL BRENTA;24104
Nord Est;Veneto;VI;L157;THIENE;24105
Isole;Sardegna;SS;L158;THIESI;90071
Isole;Sardegna;NU;L160;TIANA;91091
Nord Ovest;Lombardia;CR;L164;TICENGO;19104
Nord Ovest;Piemonte;AL;L165;TICINETO;6173
Sud;Puglia;LE;L166;TIGGIANO;75086
Nord Ovest;Liguria;GE;L167;TIGLIETO;10061
Nord Ovest;Piemonte;AT;L168;TIGLIOLE D`ASTI;5108
Nord Ovest;Lombardia;BS;L169;TIGNALE;17185
Isole;Sardegna;NU;L172;TINNURA;95088
Sud;Abruzzo;AQ;L173;TIONE DEGLI ABRUZZI;66100
Nord Ovest;Lombardia;SO;L175;TIRANO;14066
Sud;Calabria;CZ;L177;TIRIOLO;79147
Isole;Sardegna;SS;L180;TISSI;90072
Sud;Basilicata;PZ;L181;TITO;76089
Centro;Lazio;RM;L182;TIVOLI;58104
Nord Est;Emilia-Romagna;PR;L183;TIZZANO VAL PARMA;34039
Nord Est;Emilia-Romagna;RE;L184;TOANO;35041
Sud;Campania;BN;L185;TOCCO CAUDIO;62075
Sud;Abruzzo;PE;L186;TOCCO DA CASAURIA;68042
Nord Ovest;Piemonte;VB;L187;TOCENO;103065
Centro;Umbria;PG;L188;TODI;54052
Centro;Lazio;RI;L189;TOFFIA;57068
Nord Ovest;Liguria;SV;L190;TOIRANO;9061
Centro;Marche;MC;L191;TOLENTINO;43053
Centro;Lazio;RM;L192;TOLFA;58105
Nord Ovest;Piemonte;BI;L193;TOLLEGNO;96068
Sud;Abruzzo;CH;L194;TOLLO;69090
Nord Est;Friuli- Venezia Giulia;UD;L195;TOLMEZZO;30121
Sud;Basilicata;PZ;L197;TOLVE;76090
Nord Est;Veneto;PD;L199;TOMBOLO;28091
Isole;Sardegna;NU;L202;TONARA;91093
Nord Ovest;Piemonte;AT;L203;TONCO;5109
Sud;Campania;CE;L205;TORA E PICCILLI;61093
Sud;Calabria;CS;L206;TORANO CASTELLO;78148
Sud;Abruzzo;TE;L207;TORANO NUOVO;67042
Nord Ovest;Lombardia;BS;L210;TORBOLE CASAGLIA;17186
Sud;Campania;SA;L212;TORCHIARA;65147
Sud;Puglia;BR;L213;TORCHIAROLO;74018
Sud;Campania;AV;L214;TORELLA DE` LOMBARDI;64109
Sud;Molise;CB;L215;TORELLA DEL SANNIO;70079
Centro;Umbria;PG;L216;TORGIANO;54053
Nord Ovest;Valle d'Aosta;AO;L217;TORGNON;7067
Sud;Abruzzo;CH;L218;TORINO DI SANGRO;69091
Nord Ovest;Piemonte;TO;L219;TORINO;1272
Sud;Puglia;BA;L220;TORITTO;72044
Nord Ovest;Lombardia;CR;L221;TORLINO VIMERCATI;19105
Nord Ovest;Piemonte;NO;L223;TORNACO;3146
Sud;Abruzzo;CH;L224;TORNARECCIO;69092
Nord Ovest;Lombardia;CR;L225;TORNATA;19106
Sud;Abruzzo;AQ;L227;TORNIMPARTE;66101
Nord Ovest;Lombardia;CO;L228;TORNO;13223
Nord Est;Emilia-Romagna;PR;L229;TORNOLO;34040
Sud;Molise;CB;L230;TORO;70080
Isole;Sardegna;NU;L231;TORPE`;91094
Sud;Campania;SA;L233;TORRACA;65148
Isole;Sardegna;SS;L235;TORRALBA;90073
Nord Ovest;Lombardia;PV;L237;TORRAZZA COSTE;18155
Nord Ovest;Piemonte;TO;L238;TORRAZZA PIEMONTE;1273
Nord Ovest;Piemonte;BI;L239;TORRAZZO;96069
Sud;Calabria;CZ;L240;TORRE DI RUGGIERO;79148
Nord Ovest;Piemonte;CN;L241;TORRE MONDOVI;4227
Centro;Lazio;FR;L243;TORRE CAJETANI;60078
Nord Ovest;Lombardia;SO;L244;TORRE DI SANTA MARIA;14067
Sud;Campania;NA;L245;TORRE ANNUNZIATA;63083
Nord Est;Friuli- Venezia Giulia;UD;L246;TORREANO;30122
Nord Ovest;Piemonte;TO;L247;TORRE CANAVESE;1274
Nord Est;Veneto;VI;L248;TORREBELVICINO;24107
Nord Ovest;Lombardia;PV;L250;TORRE B CASTELLARO;18156
Nord Ovest;Lombardia;BG;L251;TORRE BOLDONE;16214
Nord Ovest;Piemonte;CN;L252;TORRE BORMIDA;4226
Sud;Abruzzo;CH;L253;TORREBRUNA;69093
Sud;Campania;BN;L254;TORRECUSO;62076
Nord Ovest;Lombardia;PV;L256;TORRE D`ARESE;18157
Nord Ovest;Lombardia;BG;L257;TORRE DE` BUSI;97080
Nord Ovest;Lombardia;CR;L258;TORRE DE PICENARDI;19107
Sud;Campania;NA;L259;TORRE DEL GRECO;63084
Nord Ovest;Lombardia;PV;L262;TORRE DEI NEGRI;18158
Sud;Abruzzo;PE;L263;TORRE DE` PASSERI;68043
Nord Ovest;Lombardia;BG;L265;TORRE DE` ROVERI;16216
Nord Est;Veneto;VE;L267;TORRE DI MOSTO;27041
Nord Ovest;Lombardia;PV;L269;TORRE D`ISOLA;18159
Nord Est;Veneto;PD;L270;TORREGLIA;28092
Isole;Sicilia;ME;L271;TORREGROTTA;83098
Sud;Campania;AV;L272;TORRE LE NOCELLE;64110
Sud;Puglia;FG;L273;TORREMAGGIORE;71056
Sud;Campania;SA;L274;TORRE ORSAIA;65149
Nord Ovest;Lombardia;BG;L276;TORRE PALLAVICINA;16217
Nord Ovest;Piemonte;TO;L277;TORRE PELLICE;1275
Nord Ovest;Piemonte;CN;L278;TORRE SAN GIORGIO;4228
Centro;Marche;AP;L279;TORRE SAN PATRIZIO;109040
Sud;Puglia;BR;L280;TORRE SANTA SUSANNA;74019
Nord Ovest;Piemonte;CN;L281;TORRESINA;4229
Isole;Sicilia;PA;L282;TORRETTA;82072
Sud;Abruzzo;CH;L284;TORREVECCHIA TEATINA;69094
Nord Ovest;Lombardia;PV;L285;TORREVECCHIA PIA;18160
Centro;Lazio;RI;L286;TORRI IN SABINA;57070
Nord Est;Veneto;VR;L287;TORRI DEL BENACO;23086
Centro;Lazio;FR;L290;TORRICE;60079
Sud;Abruzzo;CH;L291;TORRICELLA PELIGNA;69095
Nord Ovest;Lombardia;PV;L292;TORRICELLA VERZATE;18161
Centro;Lazio;RI;L293;TORRICELLA IN SABINA;57069
Sud;Puglia;TA;L294;TORRICELLA;73028
Sud;Abruzzo;TE;L295;TORRICELLA SICURA;67043
Nord Ovest;Lombardia;CR;L296;TORRICELLA DEL PIZZO;19108
Nord Est;Veneto;VI;L297;TORRI DI QUARTESOLO;24108
Nord Ovest;Liguria;GE;L298;TORRIGLIA;10062
Nord Est;Emilia-Romagna;PR;L299;TORRILE;34041
Sud;Campania;AV;L301;TORRIONI;64111
Centro;Lazio;RM;L302;TORRITA TIBERINA;58106
Centro;Toscana;SI;L303;TORRITA DI SIENA;52035
Nord Ovest;Piemonte;AL;L304;TORTONA;6174
Sud;Calabria;CS;L305;TORTORA;78149
Sud;Campania;SA;L306;TORTORELLA;65150
Sud;Abruzzo;TE;L307;TORTORETO;67044
Isole;Sicilia;ME;L308;TORTORICI;83099
Nord Est;Friuli- Venezia Giulia;UD;L309;TORVISCOSA;30123
Centro;Lazio;VT;L310;TUSCANIA;56052
Nord Ovest;Lombardia;BS;L312;TOSCOLANO MADERNO;17187
Sud;Abruzzo;TE;L314;TOSSICIA;67045
Nord Ovest;Liguria;SV;L315;TOVO SAN GIACOMO;9062
Nord Ovest;Lombardia;SO;L316;TOVO DI SANT'AGATA;14068
Isole;Sicilia;PA;L317;TRABIA;82073
Nord Ovest;Lombardia;VA;L319;TRADATE;12127
Isole;Sardegna;OR;L321;TRAMATZA;95066
Sud;Campania;SA;L323;TRAMONTI;65151
Nord Est;Friuli- Venezia Giulia;PN;L324;TRAMONTI DI SOPRA;93045
Nord Est;Friuli- Venezia Giulia;PN;L325;TRAMONTI DI SOTTO;93046
Sud;Basilicata;PZ;L326;TRAMUTOLA;76091
Nord Ovest;Piemonte;TO;L327;TRANA;1276
Sud;Puglia;BA;L328;TRANI;110009
Nord Ovest;Lombardia;SO;L330;TRAONA;14069
Isole;Sicilia;TP;L331;TRAPANI;81021
Isole;Sicilia;PA;L332;TRAPPETO;82074
Nord Ovest;Piemonte;VB;L333;TRAREGO VIGGIONA;103066
Sud;Abruzzo;AQ;L334;TRASACCO;66102
Nord Est;Friuli- Venezia Giulia;UD;L335;TRASAGHIS;30124
Nord Ovest;Piemonte;VB;L336;TRASQUERA;103067
Isole;Sardegna;CA;L337;TRATALIAS;111090
Nord Ovest;Lombardia;BS;L339;TRAVAGLIATO;17188
Nord Ovest;Piemonte;TO;L340;TRAVES;1279
Nord Ovest;Lombardia;VA;L342;TRAVEDONA-MONATE;12128
Nord Ovest;Piemonte;TO;L345;TRAVERSELLA;1278
Nord Est;Emilia-Romagna;PR;L346;TRAVERSETOLO;34042
Nord Est;Friuli- Venezia Giulia;PN;L347;TRAVESIO;93047
Nord Est;Emilia-Romagna;PC;L348;TRAVO;33043
Nord Est;Veneto;PD;L349;TREBASELEGHE;28093
Sud;Calabria;CS;L353;TREBISACCE;78150
Isole;Sicilia;CT;L355;TRECASTAGNI;87050
Nord Ovest;Piemonte;NO;L356;TRECATE;3149
Sud;Basilicata;PZ;L357;TRECCHINA;76092
Nord Est;Veneto;RO;L359;TRECENTA;29047
Nord Est;Emilia-Romagna;FO;L361;TREDOZIO;40049
Sud;Abruzzo;CH;L363;TREGLIO;69096
Nord Est;Veneto;VR;L364;TREGNAGO;23087
Centro;Marche;MC;L366;TREIA;43054
Nord Ovest;Piemonte;CN;L367;TREISO;4230
Isole;Sicilia;CT;L369;TREMESTIERI ETNEO;87051
Nord Ovest;Lombardia;BS;L372;TREMOSINE;17189
Sud;Campania;SA;L377;TRENTINARA;65152
Sud;Campania;CE;L379;TRENTOLA DUCENTA;61094
Nord Ovest;Lombardia;BS;L380;TRENZANO;17190
Nord Est;Friuli- Venezia Giulia;UD;L382;TREPPO GRANDE;30126
Sud;Puglia;LE;L383;TREPUZZI;75087
Centro;Toscana;SI;L384;TREQUANDA;52036
Centro;Toscana;MS;L386;TRESANA;45015
Nord Ovest;Lombardia;BG;L388;TRESCORE BALNEARIO;16218
Nord Ovest;Lombardia;CR;L389;TRESCORE CREMASCO;19109
Nord Ovest;Lombardia;SO;L392;TRESIVIO;14070
Isole;Sardegna;OR;L393;TRESNURAGHES;95067
Nord Est;Veneto;VR;L396;TREVENZUOLO;23088
Centro;Umbria;PG;L397;TREVI;54054
Centro;Lazio;FR;L398;TREVI NEL LAZIO;60080
Sud;Campania;AV;L399;TREVICO;64112
Nord Ovest;Lombardia;BG;L400;TREVIGLIO;16219
Centro;Lazio;RM;L401;TREVIGNANO ROMANO;58107
Nord Est;Veneto;TV;L402;TREVIGNANO;26085
Nord Ovest;Piemonte;AL;L403;TREVILLE;6175
Nord Ovest;Lombardia;BG;L404;TREVIOLO;16220
Nord Ovest;Lombardia;BS;L406;TREVISO BRESCIANO;17191
Nord Est;Veneto;TV;L407;TREVISO;26086
Nord Ovest;Lombardia;MI;L408;TREZZANO ROSA;15219
Nord Ovest;Lombardia;MI;L409;TREZZANO SUL NAVIGLIO;15220
Nord Ovest;Piemonte;CN;L410;TREZZO TINELLA;4231
Nord Ovest;Lombardia;MI;L411;TREZZO SULL`ADDA;15221
Nord Ovest;Lombardia;CO;L413;TREZZONE;13226
Nord Est;Veneto;PD;L414;TRIBANO;28094
Nord Ovest;Lombardia;MI;L415;TRIBIANO;15222
Nord Ovest;Liguria;GE;L416;TRIBOGNA;10063
Sud;Basilicata;MT;L418;TRICARICO;77028
Sud;Puglia;LE;L419;TRICASE;75088
Nord Ovest;Piemonte;VC;L420;TRICERRO;2147
Nord Est;Friuli- Venezia Giulia;UD;L421;TRICESIMO;30127
Isole;Sardegna;NU;L423;TRIEI;91097
Sud;Puglia;BA;L425;TRIGGIANO;72046
Nord Ovest;Lombardia;CR;L426;TRIGOLO;19110
Nord Ovest;Piemonte;CN;L427;TRINITA`;4232
Isole;Sardegna;SS;L428;TRINITA` AGULTU VIGNOLA;90074
Nord Ovest;Piemonte;VC;L429;TRINO VERCELLESE;2148
Nord Ovest;Liguria;IM;L430;TRIORA;8061
Isole;Sicilia;ME;L431;TRIPI;83100
Nord Ovest;Piemonte;AL;L432;TRISOBBIO;6176
Nord Est;Veneto;VI;L433;TRISSINO;24110
Nord Ovest;Lombardia;MI;L434;TRIUGGIO;108043
Sud;Molise;CB;L435;TRIVENTO;70081
Centro;Lazio;FR;L437;TRIVIGLIANO;60081
Nord Est;Friuli- Venezia Giulia;UD;L438;TRIVIGNANO UDINESE;30128
Sud;Basilicata;PZ;L439;TRIVIGNO;76093
Nord Ovest;Lombardia;PV;L440;TRIVOLZIO;18163
Nord Ovest;Piemonte;TO;L445;TROFARELLO;1280
Sud;Puglia;FG;L447;TROIA;71058
Isole;Sicilia;EN;L448;TROINA;86018
Nord Ovest;Lombardia;PV;L449;TROMELLO;18164
Nord Ovest;Piemonte;VB;L450;TRONTANO;103068
Nord Ovest;Piemonte;VC;L451;TRONZANO VERCELLESE;2150
Sud;Calabria;VV;L452;TROPEA;102044
Nord Ovest;Lombardia;PV;L453;TROVO;18165
Nord Ovest;Lombardia;MI;L454;TRUCCAZZANO;15224
Sud;Molise;CB;L458;TUFARA;70082
Sud;Abruzzo;CH;L459;TUFILLO;69097
Sud;Campania;NA;L460;TUFINO;63085
Sud;Campania;AV;L461;TUFO;64113
Sud;Puglia;LE;L462;TUGLIE;75089
Isole;Sardegna;CA;L463;TUILI;111091
Isole;Sardegna;SS;L464;TULA;90075
Centro;Umbria;PG;L466;TUORO SUL TRASIMENO;54055
Nord Ovest;Lombardia;LO;L469;TURANO LODIGIANO;98058
Nord Ovest;Lombardia;CO;L470;TURATE;13227
Nord Ovest;Lombardia;MI;L471;TURBIGO;15226
Sud;Puglia;BA;L472;TURI;72047
Isole;Sardegna;CA;L473;TURRI;111092
Sud;Abruzzo;PE;L475;TURRIVALIGNANI;68044
Sud;Basilicata;MT;L477;TURSI;77029
Isole;Sicilia;ME;L478;TUSA;83101
Nord Ovest;Lombardia;VA;L480;UBOLDO;12130
Isole;Sicilia;ME;L482;UCRIA;83102
Nord Est;Friuli- Venezia Giulia;UD;L483;UDINE;30129
Sud;Puglia;LE;L484;UGENTO;75090
Sud;Puglia;LE;L485;UGGIANO LA CHIESA;75091
Nord Ovest;Lombardia;CO;L487;UGGIATE-TREVANO;13228
Isole;Sardegna;OR;L488;ULA` TIRSO;95068
Isole;Sardegna;NU;L489;ULASSAI;91098
Sud;Calabria;KR;L492;UMBRIATICO;101026
Nord Ovest;Lombardia;BS;L494;URAGO D`OGLIO;17192
Isole;Sardegna;OR;L496;URAS;95069
Nord Est;Veneto;PD;L497;URBANA;28095
Centro;Marche;PS;L498;URBANIA;41066
Nord Ovest;Liguria;SV;L499;URBE;9063
