AREA;REGIONE;PROVINCIA;2020_CodCom;NTN 2020 fino a 50 mq;NTN  2020 50 -| 85 mq;NTN 2020 85 -| 115 mq;NTN  2020 115 -| 145 mq;NTN  2020 oltre 145 mq;NTN 2020
Sud;Abruzzo;TE;F764;2;7,5;12;10,5;14;46
Sud;Abruzzo;PE;F765;0,67;2;0;2;4,87;9,54
Nord Est;Veneto;TV;F770;6,25;22,5;23,5;18,83;31,92;103
Nord Ovest;Lombardia;CR;F771;0;0;0;2;2;4
Isole;Sicilia;ME;F772;0;2;1;1;0;4
Isole;Sicilia;ME;F773;0;2;3;0;2;7
Nord Ovest;Piemonte;VC;F774;0;1;0,5;0;4;5,5
Sud;Calabria;CS;F775;0;1;1;0;0;2
Nord Ovest;Piemonte;BI;F776;0;1,5;2,17;1,67;9;14,34
Sud;Puglia;FG;F777;2;0;1,67;4;1,5;9,17
Sud;Calabria;RC;F779;4;2;3,5;3;1,17;13,67
Sud;Calabria;CZ;F780;0;2;0;0;0;2
Isole;Sicilia;CT;F781;19;21;16;18,59;17;91,59
Nord Ovest;Lombardia;MI;F783;8;31,25;31,83;18,5;14,5;104,08
Sud;Puglia;TA;F784;23,3;21;24;27,42;11,5;107,22
Sud;Abruzzo;CH;F785;0;0;2;1,5;2;5,5
Nord Ovest;Lombardia;BG;F786;4;9,5;10,16;8,11;5,94;37,71
Nord Ovest;Lombardia;CO;F788;3,5;33,16;29,66;8,8;25,33;100,45
Nord Est;Veneto;VR;F789;0;26,5;35,5;28;23,7;113,7
Nord Ovest;Lombardia;BG;F791;4,5;30,1;25,17;13,5;12,75;86,02
Centro;Marche;MC;F793;0;0;0;0;0;0
Nord Ovest;Lombardia;MB;F797;12;101,56;76,34;23,17;32;245,07
Sud;Campania;AV;F798;3;5,67;21;13;2;44,67
Sud;Campania;NA;F799;10,83;40,48;95,5;46,75;33,58;227,14
Nord Ovest;Lombardia;LO;F801;3;23;17,5;9;7,5;60
Centro;Toscana;MS;F802;4,36;4;7;6,33;5,5;27,19
Nord Ovest;Lombardia;BS;F806;0;0;0,33;3;0;3,33
Isole;Sardegna;CA;F808;18,67;55,84;18;8,5;5;106,01
Nord Ovest;Piemonte;CN;F809;0;5;3;1;5;14
Nord Est;Veneto;VI;F810;0;0;3;0;1,78;4,78
Nord Ovest;Piemonte;CN;F811;0;0;1;2;2;5
Nord Ovest;Liguria;SV;F813;0;0;1;1;1;3
Nord Ovest;Piemonte;AL;F814;0;0;1,43;2;8,83;12,26
Centro;Toscana;SI;F815;5;3;8;8;9;33
Sud;Puglia;LE;F816;1;8,45;6;4,67;8;28,12
Sud;Basilicata;PZ;F817;9;20,13;4,86;1;2;36,99
Isole;Sardegna;SS;F818;0;0;1;1;1;3
Nord Ovest;Lombardia;BS;F820;2;6;2;7,67;7;24,67
Isole;Sardegna;CA;F822;0;0;0;1;4;5
Nord Est;Veneto;VE;F826;1;21;28,17;14,67;26;90,84
Nord Ovest;Lombardia;CO;F828;1;5,83;3,5;1;2;13,33
Nord Est;Veneto;VI;F829;0;11;11;7;19,72;48,72
Isole;Sicilia;CL;F830;19,77;21,67;20;19;8;88,44
Sud;Abruzzo;TE;F831;23,89;68,94;33,5;17,27;23,55;167,15
Nord Est;Friuli- Venezia Giulia;UD;F832;0;2;0;6;9,31;17,31
Nord Ovest;Piemonte;BI;F833;0;1;0;1,33;2;4,33
Nord Est;Veneto;VI;F838;0;4;5,83;4;4,5;18,33
Sud;Campania;NA;F839;1028,65;1784,1;1783,7;979,25;769,12;6344,82
Isole;Sardegna;OR;F840;0;3;1,33;1;2;7,33
Isole;Sardegna;CA;F841;2;0;0;1;5,33;8,33
Sud;Puglia;LE;F842;42,5;103,2;92;63,05;77,72;378,47
Sud;Calabria;VV;F843;0;4;0;7;10;21
Centro;Umbria;TR;F844;9,3;30,6;35;19,17;41,33;135,4
Isole;Sicilia;AG;F845;16;10;8,67;7,67;14,42;56,76
Nord Ovest;Piemonte;CN;F846;0;7;10;3;9;29
Nord Ovest;Liguria;SV;F847;0;1;0;1;0;2
Isole;Sicilia;ME;F848;1;4;2;1;0;8
Nord Ovest;Lombardia;BS;F851;0;16;16,5;12,35;20,33;65,18
Sud;Abruzzo;AQ;F852;1;2;2;0,5;3;8,5
Centro;Lazio;RM;F857;3;4,38;2;1;2;12,38
Nord Ovest;Liguria;GE;F858;0;3,25;6;2;5;16,25
Nord Ovest;Piemonte;NO;F859;3,5;14,5;11,5;4;8,5;42
Nord Est;Veneto;VR;F861;2;21;24,1;28,25;39,5;114,85
Nord Ovest;Liguria;GE;F862;0;2,5;6;2;2,33;12,83
Nord Ovest;Piemonte;CN;F863;4;3;3,17;6;11,5;27,67
Nord Ovest;Lombardia;BG;F864;5;29,25;25,22;25,87;14,25;99,59
Centro;Lazio;RM;F865;1;6;5;3;12;27
Sud;Basilicata;PZ;F866;0;2;0;0;0;2
Isole;Sardegna;OR;F867;0;0;0;0;1;1
Centro;Lazio;VT;F868;9;21,81;11,67;29,5;35,88;107,86
Sud;Abruzzo;TE;F870;3;5,11;9;9,33;9;35,44
Centro;Lazio;RM;F871;0;3;4,5;5,5;3,5;16,5
Nord Est;Veneto;TV;F872;1;12;11,5;9;27,25;60,75
Nord Ovest;Lombardia;MI;F874;13,25;55;57,4;44;23,5;193,15
Centro;Lazio;RI;F876;1;1;2;1;0;5
Nord Ovest;Lombardia;CO;F877;1;5;6;2;6;20
Nord Ovest;Piemonte;BI;F878;0,5;1,61;2;3;6,5;13,61
Centro;Lazio;RM;F880;65,47;208,33;144,11;63,75;37,81;519,47
Sud;Puglia;LE;F881;0;10,75;8,92;4,39;4;28,06
Nord Est;Emilia-Romagna;PR;F882;3;4;16;6,67;20,66;50,33
Nord Ovest;Piemonte;CN;F883;0;0;0;0;1;1
Nord Ovest;Lombardia;BS;F884;1;2;0;3,34;2;8,34
Nord Ovest;Piemonte;NO;F886;0;2;0;2;3,5;7,5
Nord Ovest;Lombardia;LC;F887;1;5,5;7,5;5,67;6;25,67
Nord Ovest;Piemonte;TO;F889;15,5;250,12;155;39,83;47,83;508,28
Isole;Sicilia;CT;F890;2;15,67;23;12,5;33,5;86,67
Nord Ovest;Lombardia;PV;F891;0;1;0;0;2;3
Isole;Sicilia;EN;F892;6;5,5;25,75;17,25;14,25;68,75
Sud;Calabria;VV;F893;1,5;10,67;9,78;4,78;6;32,73
Nord Ovest;Piemonte;CN;F894;1;2,66;1,66;0;0,33;5,65
Nord Ovest;Piemonte;CN;F895;0,2;3;2,2;2;3,67;11,07
Nord Est;Friuli- Venezia Giulia;UD;F898;0;2,33;3;2;9,5;16,83
Isole;Sicilia;CL;F899;26,42;39,28;32,33;15,01;21,86;134,9
Isole;Sicilia;EN;F900;2;2,92;1,22;3;6,25;15,39
Isole;Sicilia;ME;F901;2;9,5;7;6,33;5;29,83
Nord Ovest;Piemonte;AT;F902;5;31,5;32;19,83;39,5;127,83
Nord Est;Veneto;VE;F904;4;35;49,25;34,17;44,89;167,31
Nord Ovest;Piemonte;TO;F906;0;2;0;2;0;4
Sud;Calabria;CS;F907;0;0;1;1;0;2
Sud;Abruzzo;PE;F908;0;1;0;2;5;8
Sud;Calabria;CZ;F910;22,43;13;4,4;7;4;50,83
Centro;Umbria;PG;F911;2;6,5;8,25;3,83;7,75;28,33
Sud;Campania;SA;F912;37,44;45,03;77,01;72,13;77,35;308,96
Sud;Campania;SA;F913;7;17,33;39,96;51,22;31,95;147,46
Nord Est;Emilia-Romagna;PR;F914;5;31,5;44,33;21,33;37,25;139,41
Sud;Puglia;BA;F915;30,4;39,03;45,23;32,93;20,17;167,76
Sud;Puglia;LE;F916;0;0;1;0;3,67;4,67
Sud;Basilicata;PZ;F917;0;1;1;1;0;3
Nord Est;Veneto;VR;F918;2;16;12;12;20,78;62,78
Nord Est;Veneto;VR;F921;1;8;8;3;8;28
Nord Est;Veneto;VI;F922;0;0;0,5;0;3,8;4,3
Sud;Puglia;BA;F923;14;52,11;39,99;42,63;40,47;189,2
Sud;Campania;NA;F924;8,75;17,5;72,97;50,5;59,85;209,57
Nord Ovest;Piemonte;TO;F925;0;18,72;21,25;8,5;20,64;69,11
Nord Ovest;Liguria;SV;F926;12;17,3;9;5;5;48,3
Nord Ovest;Piemonte;TO;F927;1;1;2;0;1;5
Nord Est;Emilia-Romagna;MO;F930;1;48;39,47;19,5;24,67;132,64
Nord Ovest;Piemonte;TO;F931;1;22,3;24;9;16,5;72,8
Nord Ovest;Piemonte;VB;F932;1;0;1;3;4;9
Isole;Sardegna;NU;F933;0;0;0;0;0;0
Isole;Sardegna;OR;F934;2;1;1;3;0;7
Centro;Umbria;PG;F935;5;4;8,5;4;4;25,5
Centro;Lazio;LT;F937;13;9;4,5;2;3;31,5
Nord Ovest;Lombardia;MI;F939;0;0;0;0;1;1
Nord Ovest;Lombardia;BG;F941;1,5;7;9;0;1;18,5
Sud;Abruzzo;TE;F942;4;3,33;5;8;11,33;31,66
Isole;Sicilia;SR;F943;29,5;90,81;72,62;60,13;38,51;291,57
Nord Ovest;Lombardia;MB;F944;18,11;89,25;80,06;22,5;12;221,92
Nord Ovest;Piemonte;TO;F948;0;3;1;1;2;7
Isole;Sicilia;ME;F951;0;1;3,83;2;5;11,83
Nord Ovest;Piemonte;NO;F952;60,12;421,57;409,66;170,4;169,03;1230,78
Nord Ovest;Lombardia;MI;F955;13,68;89,81;54,5;19;16,5;193,49
Nord Ovest;Lombardia;SO;F956;3,67;5,5;3,34;6;1;19,51
Nord Est;Veneto;VI;F957;1;8;9;4;14;36
Nord Ovest;Lombardia;CO;F958;0;4,5;11;2;7;24,5
Nord Est;Emilia-Romagna;RE;F960;3;18,5;31;20,25;30,72;103,47
Nord Ovest;Piemonte;CN;F961;0;3;1,33;1;4,5;9,83
Nord Est;Veneto;PD;F962;5,33;40,17;52,16;28,36;33,5;159,52
Nord Est;Veneto;VE;F963;1;18;22;12;14,08;67,08
Nord Est;Veneto;VI;F964;1,5;21,33;19,2;30;31,54;103,57
Nord Ovest;Piemonte;AL;F965;9;92;97;52;37,11;287,11
Nord Est;Emilia-Romagna;MO;F966;2,9;14,28;18,18;13;25,47;73,83
Sud;Campania;SA;F967;2;2;5;2;1;12
Nord Ovest;Lombardia;MI;F968;0;20,5;10,25;12,5;14,75;58
Sud;Puglia;LE;F970;2;6,67;8;5,28;6,94;28,89
Nord Ovest;Piemonte;CN;F972;1;0;0;0;1;2
Isole;Sardegna;OR;F974;0;0;0;0;0;0
Isole;Sardegna;SS;F975;0;0;0;0;1;1
Isole;Sardegna;SS;F976;0;0;0;0;5;5
Isole;Sardegna;SS;F977;3;3;3,96;2;2;13,96
Centro;Marche;AN;F978;31;86,05;23;7,73;7,9;155,68
Isole;Sardegna;NU;F979;7,5;35,34;55,28;46,95;41,15;186,22
Isole;Sardegna;OR;F980;2;1;1;4;2,5;10,5
Isole;Sardegna;NU;F981;0;0;0;0;2;2
Isole;Sardegna;NU;F982;0;0;0;0;3;3
Isole;Sardegna;CA;F983;0;0;2,75;1;4,47;8,22
Isole;Sardegna;OR;F985;0;0;0;0;1;1
Isole;Sardegna;NU;F986;0;1;1,5;2;8,38;12,88
Nord Ovest;Valle d'Aosta;AO;F987;3;12,05;6,89;4,83;0;26,77
Sud;Campania;AV;F988;1;1;6,5;6;6;20,5
Nord Ovest;Lombardia;BS;F989;0;7;3;7;8,5;25,5
Nord Ovest;Lombardia;BS;F990;0;15;18,17;13;11,28;57,45
Isole;Sardegna;CA;F991;1;0;2;1;2;6
Nord Ovest;Piemonte;BI;F992;0;8,5;4,5;7;9;29
Nord Ovest;Piemonte;BI;F993;0;3,83;7;0;6,5;17,33
Nord Est;Veneto;RO;F994;7;33,22;45,5;22;39;146,72
Nord Ovest;Piemonte;AL;F995;0;0,25;0;0;2,25;2,5
Sud;Abruzzo;AQ;F996;0;0;0;0;1;1
Nord Ovest;Piemonte;AL;F997;0;0;1;1;4,88;6,88
Nord Ovest;Piemonte;AL;F998;0;0;0;0;3;3
Nord Est;Veneto;TV;F999;10;37,5;32,4;35,87;45,81;161,58
Nord Ovest;Lombardia;BS;G001;0;2;6;1;2;11
Sud;Abruzzo;AQ;G002;1,5;0;0;2;2;5,5
Centro;Marche;AN;G003;0;1;4;6,5;3;14,5
Nord Ovest;Lombardia;CR;G004;5;12,25;13,96;4,25;8,47;43,93
Centro;Marche;AP;G005;2;9;9,5;1;9,08;30,58
Nord Ovest;Lombardia;BS;G006;1;8;10,08;10,51;14,5;44,09
Nord Ovest;Piemonte;VB;G007;5,67;5,55;6,26;2,88;4;24,36
Nord Ovest;Lombardia;VA;G008;1;4,25;18;7;14;44,25
Nord Ovest;Lombardia;LC;G009;4;33,5;27,5;18,67;13;96,67
Nord Ovest;Piemonte;TO;G010;0;4;4;2,5;6;16,5
Sud;Campania;SA;G011;0;8;5,67;4;8;25,67
Nord Ovest;Valle d'Aosta;AO;G012;0;0;0;0;0;0
Isole;Sardegna;SS;G015;145,32;378,9;159,51;73,02;80,6;837,35
Nord Ovest;Piemonte;VC;G016;0;2;1;2;2;7
Nord Ovest;Piemonte;VC;G018;0;0;0;1;2;3
Nord Ovest;Piemonte;NO;G019;6;17,33;37,63;38,96;43,63;143,55
Nord Ovest;Piemonte;NO;G020;0;4;4;8;5,63;21,63
Nord Ovest;Lombardia;PV;G021;0;1;2,5;1;2,5;7
Centro;Lazio;RM;G022;9;20;11,5;9;7;56,5
Sud;Campania;SA;G023;1;2;4,83;3;7,25;18,08
Nord Ovest;Lombardia;CO;G025;4,5;46,33;54,75;20,06;15,78;141,42
Nord Ovest;Lombardia;LC;G026;2;17;22,5;12;17;70,5
Nord Ovest;Lombardia;VA;G028;6;29;63,15;34,17;38;170,32
Nord Ovest;Lombardia;LC;G030;2;20,5;12;5,5;9,8;49,8
Isole;Sardegna;NU;G031;5;4;3;1;6;19
Nord Ovest;Lombardia;PV;G032;0;1;0;0;1;2
Sud;Calabria;CZ;G034;1;0;1;0;1;3
Isole;Sicilia;ME;G036;7;8,05;4;1,5;0;20,55
Sud;Basilicata;MT;G037;2;0;1;0;0;3
Sud;Campania;SA;G039;1;6,5;4;3;2,3;16,8
Nord Ovest;Lombardia;LC;G040;2;11;11,67;3;4,5;32,17
Nord Ovest;Liguria;IM;G041;1,5;1;1;0;1;4,5
Nord Ovest;Piemonte;AL;G042;0;0;0;0;1;1
Isole;Sardegna;OR;G043;0;0,75;0;0;1;1,75
Isole;Sardegna;NU;G044;0;0;0;1,66;0;1,66
Nord Ovest;Valle d'Aosta;AO;G045;2;3;1;0;1;7
Isole;Sardegna;SS;G046;1;7;9,25;3;2;22,25
Nord Ovest;Lombardia;CR;G047;0;0;0;2;7,5;9,5
Nord Ovest;Piemonte;AT;G048;0;0;0;0;1;1
Nord Ovest;Lombardia;BG;G049;1;0;0;0;0;1
Nord Ovest;Lombardia;BG;G050;19,17;15,5;7;3;1;45,67
Nord Ovest;Lombardia;BG;G054;3;1;0;0;0;4
Nord Ovest;Lombardia;CO;G056;0;3;7;1,5;2;13,5
Isole;Sardegna;NU;G058;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G061;0;5;6,91;10;16;37,91
Nord Ovest;Piemonte;VB;G062;5;31,43;44,68;22,78;17;120,89
Sud;Campania;SA;G063;0;1;1;0;0,5;2,5
Isole;Sardegna;NU;G064;0;0;0;0;2;2
Centro;Lazio;VT;G065;2;3,25;0,5;0;3,5;9,25
Nord Ovest;Piemonte;CN;G066;3,2;4,5;0,33;1,5;3;12,53
Nord Ovest;Lombardia;BG;G068;7;5;2;0,71;1;15,71
Isole;Sardegna;NU;G070;0;0;1;0;2;3
Isole;Sardegna;NU;G071;0;0;0;0;0,5;0,5
Nord Ovest;Lombardia;BS;G074;0;1;1;0;1;3
Nord Ovest;Lombardia;BG;G075;5,7;18,5;3;1,5;2,67;31,37
Nord Ovest;Liguria;SV;G076;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;G078;16;64,34;44,3;37,38;19,2;181,22
Sud;Abruzzo;AQ;G079;1;2;0;0;0,17;3,17
Nord Est;Veneto;VR;G080;1;33;26,39;15,5;45,99;121,88
Sud;Basilicata;PZ;G081;1;2,75;3;3;0;9,75
Sud;Calabria;RC;G082;2;3;2;4,57;1;12,57
Isole;Sardegna;NU;G084;0;0;0,88;2,75;2;5,63
Sud;Molise;CB;G086;1;1;0,75;1;4;7,75
Nord Ovest;Piemonte;TO;G087;3;84,5;67,25;13;22,5;190,25
Centro;Toscana;GR;G088;20,97;72;50,17;19,31;27,61;190,06
Centro;Toscana;PI;G090;0;4;2;1;0;7
Nord Ovest;Liguria;GE;G093;0;1;0;1;0;2
Nord Est;Veneto;VI;G095;1;1;1;0,5;12,72;16,22
Nord Ovest;Lombardia;LO;G096;0;3;8;3,67;6,62;21,29
Isole;Sardegna;NU;G097;1;1;1;0;4;7
Sud;Puglia;BR;G098;5;18,5;18,88;14,5;15;71,88
Sud;Abruzzo;AQ;G102;1;1;4;1;3;10
Nord Ovest;Lombardia;VA;G103;12,33;38;35,5;21,67;15,5;123
Nord Ovest;Lombardia;VA;G105;0;1;1;2;6;10
Nord Ovest;Lombardia;LO;G107;0;5;2;6;6;19
Nord Ovest;Lombardia;BG;G108;0;2,67;5;3;3;13,67
Nord Ovest;Piemonte;TO;G109;0;0;2;1;1;4
Sud;Calabria;CS;G110;2;3;3,8;0;2;10,8
Centro;Lazio;VT;G111;2;8;6;7,5;7;30,5
Isole;Sardegna;OR;G113;16,14;78,64;63,24;50,83;52,16;261,01
Nord Ovest;Piemonte;CN;G114;9;18,43;11;4;6;48,43
Nord Est;Veneto;TV;G115;1;2;12;4,33;18,5;37,83
Nord Ovest;Lombardia;MB;G116;3;27;38;14;6,5;88,5
Nord Ovest;Piemonte;VB;G117;1;8;4,92;5,5;8,5;27,92
Nord Ovest;Lombardia;BG;G118;2;3;2;1;0;8
Isole;Sardegna;NU;G119;1;11,5;6;1;5,15;24,65
Isole;Sardegna;NU;G120;0;0;2;0,75;0;2,75
Sud;Campania;SA;G121;0;0;0;0;3;3
Isole;Sardegna;NU;G122;0;0;0;1;3;4
Nord Est;Veneto;TV;G123;0;2;7,5;4;10,5;24
Nord Ovest;Piemonte;AL;G124;1;1;0;0,75;1;3,75
Sud;Puglia;FG;G125;2,17;8,33;4;0;4;18,5
Nord Ovest;Lombardia;CO;G126;0;2;9;4,25;6;21,25
Sud;Abruzzo;CH;G128;0;3;7;1,5;8;19,5
Sud;Calabria;CS;G129;0;1;1;0;0;2
Sud;Campania;CE;G130;3;5;52,25;27,2;11,17;98,62
Sud;Puglia;FG;G131;14;24,8;41;32;14;125,8
Isole;Sardegna;CA;G133;0;0;0;0;2;2
Nord Ovest;Piemonte;NO;G134;2;5;4,33;3;5,16;19,49
Centro;Lazio;VT;G135;3,5;26;17,33;18;15;79,83
Sud;Puglia;LE;G136;1,5;2;3,5;3,67;0,5;11,17
Centro;Marche;AP;G137;0;0;0;1,5;1;2,5
Centro;Toscana;AR;G139;0;1;2;0,95;0,28;4,23
Sud;Abruzzo;CH;G141;17;41,75;33;40;29,3;161,05
Sud;Abruzzo;AQ;G142;0;1;2;1;0;4
Nord Ovest;Liguria;SP;G143;5;22,08;14,17;6,5;10,17;57,92
Nord Ovest;Liguria;SV;G144;3;1;3;0;2;9
Sud;Abruzzo;AQ;G145;1;6;1;3;3;14
Isole;Sardegna;NU;G146;0;0;0;0;1;1
Isole;Sardegna;NU;G147;0;0;2;0;0,2;2,2
Centro;Umbria;TR;G148;5,02;26,5;38;17,6;39,17;126,29
Nord Ovest;Lombardia;BS;G149;4;38;27,83;16,75;29,59;116,17
Nord Ovest;Lombardia;BS;G150;0;3;2;3;3;11
Nord Ovest;Piemonte;TO;G151;0;2;1;3;6;12
Nord Ovest;Piemonte;TO;G152;1;1;3;3;4;12
Isole;Sardegna;SS;G153;1;0;0;2;5,8;8,8
Isole;Sardegna;NU;G154;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G155;0;6,18;6,35;1;1;14,53
Isole;Sardegna;SS;G156;1;1;5;2;4,75;13,75
Centro;Marche;AN;G157;10;49,5;81,33;58,67;68,68;268,18
Isole;Sardegna;NU;G158;0;2;1;0;1,56;4,56
Nord Ovest;Lombardia;BG;G159;4;14,78;17,42;8,94;5;50,14
Nord Ovest;Lombardia;BG;G160;5;39,33;57;38,5;25,69;165,52
Nord Ovest;Lombardia;LC;G161;4;13;13,5;9;9;48,5
Nord Est;Friuli- Venezia Giulia;UD;G163;0;3;5;8;17,75;33,75
Nord Ovest;Liguria;IM;G164;14;48;16,02;12;8;98,02
Sud;Campania;AV;G165;0;2;0;3;2;7
Nord Ovest;Lombardia;LO;G166;0;5,5;3;7;5;20,5
Nord Est;Veneto;PD;G167;1;14;17;6,2;22,29;60,49
Nord Est;Veneto;BL;G169;0;1;1;0;0,5;2,5
Nord Ovest;Lombardia;BS;G170;7;47,89;51,89;14;27,01;147,79
Nord Ovest;Lombardia;LO;G171;1;2;3;1;2;9
Isole;Sardegna;SS;G178;0;2;1,5;4;3;10,5
Nord Ovest;Lombardia;BS;G179;2;8;4;3;2;19
Nord Ovest;Lombardia;MI;G181;4;12;15,22;4;5,17;40,39
Nord Ovest;Piemonte;CN;G183;3;7,92;0;4;3;17,92
Nord Est;Emilia-Romagna;FE;G184;0;7;10,17;10;21,5;48,67
Nord Ovest;Lombardia;CR;G185;0;2;3;2;8,5;15,5
Nord Ovest;Lombardia;MN;G186;2;8,62;9;17;19,45;56,07
Sud;Puglia;BR;G187;134,39;189,47;153,45;79,35;61,42;618,08
Sud;Puglia;LE;G188;9;28,19;15,46;8;7,88;68,53
Centro;Umbria;TR;G189;1;3;2;0;7;13
Sud;Campania;NA;G190;14,25;18,73;30;10,01;11,34;84,33
Isole;Sardegna;NU;G191;0;0;0;0,8;1,5;2,3
Sud;Campania;SA;G192;0;4,5;0;1;1;6,5
Nord Ovest;Piemonte;AL;G193;3;1;1;4;7;16
Nord Ovest;Lombardia;PV;G194;0;1;3;1;7;12
Nord Est;Emilia-Romagna;PC;G195;1;7;2;2;0,38;12,38
Nord Ovest;Piemonte;TO;G196;40,5;66,25;20,5;8,5;5;140,75
Nord Ovest;Piemonte;AL;G197;2;19,42;33,25;13;16,67;84,34
Nord Est;Friuli- Venezia Giulia;UD;G198;0;2;5;2;5;14
Nord Ovest;Piemonte;AL;G199;0;2;1;1;5,5;9,5
Sud;Abruzzo;AQ;G200;16;30,2;7;2;2;57,2
Isole;Sardegna;NU;G201;0;0;1;0;2;3
Nord Ovest;Piemonte;TO;G202;0;0;0;1,5;5;6,5
Isole;Sardegna;SS;G203;0;8,86;11,44;6;12,75;39,05
Nord Ovest;Piemonte;AL;G204;1;1;6;1;8;17
Nord Est;Emilia-Romagna;BO;G205;6;51,49;58,33;19,61;14,33;149,76
Nord Ovest;Lombardia;MI;G206;0;2;8;3;2;15
Isole;Sardegna;CA;G207;0;1;2,67;1;3,67;8,34
Isole;Sicilia;TP;G208;1;10,36;12;12,25;11,67;47,28
Isole;Sicilia;ME;G209;3;3;5;4,25;5;20,25
Sud;Abruzzo;AQ;G210;2;3,5;1;2,5;5;14
Isole;Sicilia;SR;G211;9,37;48,06;52,67;25,79;23,25;159,14
Centro;Umbria;PG;G212;0;1;4;1;4;10
Nord Ovest;Lombardia;BS;G213;13,5;43,5;27,11;15,8;39,97;139,88
Nord Ovest;Piemonte;AL;G215;0;0;0;0;1;1
Nord Ovest;Lombardia;BS;G217;2;8;7,5;7,72;9,67;34,89
Nord Ovest;Lombardia;LC;G218;7;10;14,5;5;8;44,5
Nord Ovest;Lombardia;MI;G220;48,41;188,45;157,73;61,29;33,33;489,21
Nord Ovest;Lombardia;CR;G222;0;2;0,5;2,56;3,39;8,45
Nord Ovest;Lombardia;LC;G223;5;22;19,2;10,34;19,33;75,87
Nord Est;Veneto;PD;G224;244,13;537,12;933,41;581,37;555,03;2851,06
Isole;Sardegna;SS;G225;1;0;2;2,58;1;6,58
Sud;Campania;SA;G226;1;4;4;2;5,5;16,5
Sud;Campania;BN;G227;0;0;1,5;2,8;4,83;9,13
Nord Ovest;Piemonte;CN;G228;14;35;14;5;11,5;79,5
Nord Est;Veneto;TV;G229;5;50;45,25;34,5;67,15;201,9
Sud;Campania;SA;G230;25,25;34,67;55,89;52,46;42,29;210,56
Centro;Lazio;RI;G232;0;5;1;2;0;8
Nord Ovest;Lombardia;BG;G233;0;6;10;12;4;32
Isole;Sicilia;ME;G234;1;3;3;2;0;9
Sud;Abruzzo;CH;G237;1;7;2;1;9;20
Nord Est;Friuli- Venezia Giulia;UD;G238;0;8;6,5;5;24;43,5
Nord Ovest;Piemonte;CN;G240;1;0;1;0;3,5;5,5
Nord Ovest;Lombardia;LC;G241;0;0;0;0;0;0
Sud;Campania;AV;G242;0;1;1;0;4;6
Sud;Campania;BN;G243;0;0;0;0;1;1
Nord Ovest;Lombardia;BS;G247;0;3,67;1;2;0;6,67
Nord Ovest;Lombardia;BS;G248;2;7;6;3;6,07;24,07
Nord Ovest;Lombardia;BG;G249;1;9;8;8,5;6;32,5
Nord Est;Emilia-Romagna;MO;G250;5,5;11;4,5;3,33;5,83;30,16
Sud;Puglia;TA;G251;9;10;13;9;6,25;47,25
Sud;Puglia;TA;G252;13,91;21,43;30,64;17;9,58;92,56
Isole;Sicilia;CT;G253;18,22;9,67;7,48;12;12;59,37
Centro;Toscana;PI;G254;2;4;18,75;6;16,4;47,15
Nord Est;Emilia-Romagna;PR;G255;2;2;6;1,67;5;16,67
Sud;Molise;CB;G257;0;1;3;2;2;8
Isole;Sardegna;SS;G258;27,55;56,23;27,34;9;14;134,12
Nord Ovest;Lombardia;BG;G259;2;18,75;8;13;8;49,75
Nord Ovest;Lombardia;CR;G260;1;4,66;6;8,5;5,75;25,91
Sud;Basilicata;PZ;G261;10;7;10;4,5;5;36,5
Nord Ovest;Piemonte;TO;G262;0;2;2;1;3,83;8,83
Isole;Sicilia;PA;G263;1;1;1;0;0;3
Nord Ovest;Lombardia;BS;G264;30,17;51;48,71;35,33;39,61;204,82
Nord Ovest;Piemonte;VC;G266;0;2;1;2;5;10
Isole;Sicilia;SR;G267;10;27,34;9,25;15;10,11;71,7
Nord Est;Friuli- Venezia Giulia;UD;G268;0;3;1;7,5;14;25,5
Centro;Toscana;FI;G270;2;10;2;0;4,5;18,5
Sud;Abruzzo;CH;G271;2;4;2,5;2;2,8;13,3
Sud;Calabria;CZ;G272;0;0;1;0;1;2
Isole;Sicilia;PA;G273;510,4;1120,19;1262,6;1156,65;950,49;5000,33
Centro;Lazio;RM;G274;16;56,47;45,22;23,38;35,61;176,68
Nord Ovest;Lombardia;PV;G275;0;3;4;2,5;3,67;13,17
Centro;Lazio;FR;G276;7,44;12,5;12;11,33;11,5;54,77
Sud;Calabria;RC;G277;1;2;0,66;3;1;7,66
Sud;Calabria;KR;G278;1;1;0;1;1;4
Nord Ovest;Piemonte;VB;G280;0;1;1;2;0;4
Nord Ovest;Liguria;SV;G281;0;0;1;0;4;5
Isole;Sicilia;AG;G282;16,93;19,89;23,31;29,97;24,74;114,84
Sud;Campania;NA;G283;10,25;7,5;16;14,09;17,35;65,19
Nord Est;Friuli- Venezia Giulia;UD;G284;2;12;24,5;12;12,72;63,22
Sud;Puglia;LE;G285;1;0;0;0;0;1
Isole;Sardegna;OR;G286;0;1;0;0,5;1;2,5
Isole;Sardegna;CA;G287;3;5;2;3,97;3;16,97
Sud;Calabria;RC;G288;7,2;24,58;22,74;24;15;93,52
Centro;Marche;AP;G289;0;0;0;0;0;0
Sud;Abruzzo;CH;G290;4;2;3;0;2;11
Sud;Puglia;BA;G291;20;28,83;43,5;35,92;27;155,25
