AREA;Regione;prov;2011_CodCom;NTN 2011 fino a 50 mq;NTN 2011  50 -| 85 mq;NTN 2011  85 -| 115 mq;NTN 2011 115 -| 145 mq;NTN 2011 oltre 145 mq;NTN 2011
Nord Est;Friuli- Venezia Giulia;PN;I136;0;5;12,33;5;7;29,33
Nord Est;Friuli- Venezia Giulia;PN;I403;7;26;28,25;27,77;29,96;118,98
Nord Est;Friuli- Venezia Giulia;PN;I621;0;2;1,67;2;8,66;14,33
Nord Est;Friuli- Venezia Giulia;PN;I686;0;16,5;19,5;8,34;16,63;60,97
Nord Est;Friuli- Venezia Giulia;PN;I904;0;15,15;38,09;17,63;28,78;99,65
Nord Est;Friuli- Venezia Giulia;PN;L324;0;0,33;0;0;1;1,33
Nord Est;Friuli- Venezia Giulia;PN;L325;1;4;1,33;1;3;10,33
Nord Est;Friuli- Venezia Giulia;PN;L347;0;1,75;1;1;6;9,75
Nord Est;Friuli- Venezia Giulia;PN;L657;0;5;6;2;6;19
Nord Est;Friuli- Venezia Giulia;PN;M085;0;2;5;3;3;13
Nord Est;Friuli- Venezia Giulia;PN;M096;1;2;2,67;2;4,5;12,17
Nord Est;Friuli- Venezia Giulia;PN;M190;2;8;25,56;22;16,41;73,97
Nord Est;Friuli- Venezia Giulia;PN;M265;0;0;1;2,08;4;7,08
Nord Est;Friuli- Venezia Giulia;UD;A254;0;2,02;1,02;0,5;1,02;4,56
Nord Est;Friuli- Venezia Giulia;UD;A267;1;0;0;2;0;3
Nord Est;Friuli- Venezia Giulia;UD;A447;4,02;14,17;5,33;3,84;3,48;30,84
Nord Est;Friuli- Venezia Giulia;UD;A448;1;3;5;1;6;16
Nord Est;Friuli- Venezia Giulia;UD;A491;0;0;4;2,14;5,44;11,58
Nord Est;Friuli- Venezia Giulia;UD;A553;0;1;6;10;8,17;25,17
Nord Est;Friuli- Venezia Giulia;UD;A700;0;9;8,5;3,5;21,5;42,5
Nord Est;Friuli- Venezia Giulia;UD;A810;0;3;4;3;4;14
Nord Est;Friuli- Venezia Giulia;UD;A855;0;0;4;0;4,67;8,67
Nord Est;Friuli- Venezia Giulia;UD;A983;0;1;2,67;1;0;4,67
Nord Est;Friuli- Venezia Giulia;UD;B259;0;6;9;7,5;19,58;42,08
Nord Est;Friuli- Venezia Giulia;UD;B309;0;3;6;2,58;6,5;18,08
Nord Est;Friuli- Venezia Giulia;UD;B483;0;0;2;1;7,33;10,33
Nord Est;Friuli- Venezia Giulia;UD;B536;1;14,5;21;15;32,27;83,77
Nord Est;Friuli- Venezia Giulia;UD;B788;0;2;4;8;9,22;23,22
Nord Est;Friuli- Venezia Giulia;UD;B994;0;0;3;3;10;16
Nord Est;Friuli- Venezia Giulia;UD;C327;1;5;7;3;9,67;25,67
Nord Est;Friuli- Venezia Giulia;UD;C389;0;0,5;1;4,5;3,11;9,11
Nord Est;Friuli- Venezia Giulia;UD;C494;0;1;1,22;0;1;3,22
Nord Est;Friuli- Venezia Giulia;UD;C656;1;4,17;1,17;1,53;0;7,87
Nord Est;Friuli- Venezia Giulia;UD;C758;3;21,5;44;16,5;34,61;119,61
Nord Est;Friuli- Venezia Giulia;UD;C817;2;28;72;28,17;37;167,17
Nord Est;Friuli- Venezia Giulia;UD;C885;0;0;2;1,33;14,33;17,66
Nord Est;Friuli- Venezia Giulia;UD;C918;0;2;1;0;0;3
Nord Est;Friuli- Venezia Giulia;UD;D027;0;5;4;6;6;21
Nord Est;Friuli- Venezia Giulia;UD;D085;0;1;0,5;1;3,33;5,83
Nord Est;Friuli- Venezia Giulia;UD;D300;1;0;13;2,87;9,17;26,04
Nord Est;Friuli- Venezia Giulia;UD;D316;2;2;0,73;0;0;4,73
Nord Est;Friuli- Venezia Giulia;UD;D366;0;2;0;1;0;3
Nord Est;Friuli- Venezia Giulia;UD;D408;0;2,67;1;1,5;3;8,17
Nord Est;Friuli- Venezia Giulia;UD;D455;1;3,17;0;1;7;12,17
Nord Est;Friuli- Venezia Giulia;UD;D461;1;5,11;17,5;11,61;23,52;58,74
Nord Est;Friuli- Venezia Giulia;UD;D630;2;1;1;0,75;5;9,75
Nord Est;Friuli- Venezia Giulia;UD;D700;0;3;5,5;2,25;9,2;19,95
Nord Est;Friuli- Venezia Giulia;UD;D718;3;3;6,88;0,5;2;15,38
Nord Est;Friuli- Venezia Giulia;UD;D719;8;12;4,75;4,86;0;29,61
Nord Est;Friuli- Venezia Giulia;UD;D720;0;3;0,33;0;1;4,33
Nord Est;Friuli- Venezia Giulia;UD;D962;2;13,05;15,11;15,11;14;59,27
Nord Est;Friuli- Venezia Giulia;UD;E083;0,5;7,5;5;9;15,88;37,88
Nord Est;Friuli- Venezia Giulia;UD;E179;0;0,94;1;0;1;2,94
Nord Est;Friuli- Venezia Giulia;UD;E473;28;68;61,17;34,5;23,35;215,02
Nord Est;Friuli- Venezia Giulia;UD;E476;0;2,98;4,89;0,33;5;13,2
Nord Est;Friuli- Venezia Giulia;UD;E553;1;2;8,5;6;13;30,5
Nord Est;Friuli- Venezia Giulia;UD;E584;247,56;261,75;68,16;33,96;22,5;633,93
Nord Est;Friuli- Venezia Giulia;UD;E586;0;1;0;0,8;0;1,8
Nord Est;Friuli- Venezia Giulia;UD;E760;0;2,33;4;0;3;9,33
Nord Est;Friuli- Venezia Giulia;UD;E820;0;2;1;1;5;9
Nord Est;Friuli- Venezia Giulia;UD;E833;1;6,5;12,99;7,5;8,17;36,16
Nord Est;Friuli- Venezia Giulia;UD;E899;1;10,08;15;7;17;50,08
Nord Est;Friuli- Venezia Giulia;UD;E910;0,67;3;3,67;1,25;1;9,59
Nord Est;Friuli- Venezia Giulia;UD;E982;0;24;23,5;13,5;24,33;85,33
Nord Est;Friuli- Venezia Giulia;UD;F144;0;0;2;6;10,5;18,5
Nord Est;Friuli- Venezia Giulia;UD;F266;0;1;0;3;3,33;7,33
Nord Est;Friuli- Venezia Giulia;UD;F275;0;0;5;4;6;15
Nord Est;Friuli- Venezia Giulia;UD;F574;0;1;1;0;3;5
Nord Est;Friuli- Venezia Giulia;UD;F756;2;9;8,5;4;18,73;42,23
Nord Est;Friuli- Venezia Giulia;UD;F760;1;1;3;3;10,83;18,83
Nord Est;Friuli- Venezia Giulia;UD;F832;0;1;3,5;1;2;7,5
Nord Est;Friuli- Venezia Giulia;UD;F898;0;1;3;1,5;3,5;9
Nord Est;Friuli- Venezia Giulia;UD;G163;0;1;2,5;3;8,5;15
Nord Est;Friuli- Venezia Giulia;UD;G198;0;3,5;0,5;1,67;5,02;10,69
Nord Est;Friuli- Venezia Giulia;UD;G238;2;9;11;6,67;24;52,67
Nord Est;Friuli- Venezia Giulia;UD;G268;0,56;2;7;10;1,33;20,89
Nord Est;Friuli- Venezia Giulia;UD;G284;1;16,67;8;6,5;8,17;40,34
Nord Est;Friuli- Venezia Giulia;UD;G300;5;2;2;0;3,33;12,33
Nord Est;Friuli- Venezia Giulia;UD;G352;4;38,5;53,5;21,02;14,8;131,82
Nord Est;Friuli- Venezia Giulia;UD;G381;2;4;3,6;6;3,17;18,77
Nord Est;Friuli- Venezia Giulia;UD;G389;0;8;9,5;4,44;14,42;36,36
Nord Est;Friuli- Venezia Giulia;UD;G736;0;2;0;3;5;10
Nord Est;Friuli- Venezia Giulia;UD;G743;4;5;5;3;4;21
Nord Est;Friuli- Venezia Giulia;UD;G831;0;1,75;4;0;0;5,75
Nord Est;Friuli- Venezia Giulia;UD;G891;0;2;2;1;7,66;12,66
Nord Est;Friuli- Venezia Giulia;UD;G949;0;6,5;2,5;6,5;15,23;30,73
Nord Est;Friuli- Venezia Giulia;UD;G966;0,9;12,16;15;13,5;20,9;62,46
Nord Est;Friuli- Venezia Giulia;UD;G969;1;15,5;15,5;7,17;21,21;60,38
Nord Est;Friuli- Venezia Giulia;UD;H002;0,75;1;2;3;1,96;8,71
Nord Est;Friuli- Venezia Giulia;UD;H014;0;2;5;2;5;14
Nord Est;Friuli- Venezia Giulia;UD;H029;1;8;8;4;6,5;27,5
Nord Est;Friuli- Venezia Giulia;UD;H038;0;0;0;1,5;0;1,5
Nord Est;Friuli- Venezia Giulia;UD;H040;0;1;0;1;1;3
Nord Est;Friuli- Venezia Giulia;UD;H089;0;0;1;4;1,34;6,34
Nord Est;Friuli- Venezia Giulia;UD;H161;0;0;6,18;5;12,5;23,68
Nord Est;Friuli- Venezia Giulia;UD;H196;3,33;4;4;2;2;15,33
Nord Est;Friuli- Venezia Giulia;UD;H200;1;1;0,75;0,5;0;3,25
Nord Est;Friuli- Venezia Giulia;UD;H206;0;8,5;9,5;4;15,83;37,83
Nord Est;Friuli- Venezia Giulia;UD;H229;2;9;20;11;28,5;70,5
Nord Est;Friuli- Venezia Giulia;UD;H242;0;2,8;1,11;1;1,67;6,58
Nord Est;Friuli- Venezia Giulia;UD;H244;3;0,5;0;0;0;3,5
Nord Est;Friuli- Venezia Giulia;UD;H289;1;2;2;1;4;10
Nord Est;Friuli- Venezia Giulia;UD;H347;0;5;2;1;8,5;16,5
Nord Est;Friuli- Venezia Giulia;UD;H352;0;15;6,8;12,67;10,84;45,31
Nord Est;Friuli- Venezia Giulia;UD;H533;1;7;12;8;3,33;31,33
Nord Est;Friuli- Venezia Giulia;UD;H816;0;22;18;14;26,3;80,3
Nord Est;Friuli- Venezia Giulia;UD;H895;3;4,19;20,5;16;15,25;58,94
Nord Est;Friuli- Venezia Giulia;UD;H906;1;12,5;18;6;11,64;49,14
Nord Est;Friuli- Venezia Giulia;UD;H951;0;2;3;1;3,05;9,05
Nord Est;Friuli- Venezia Giulia;UD;I092;1;4;10;6,11;12;33,11
Nord Est;Friuli- Venezia Giulia;UD;I248;0;1;6;4;7;18
Nord Est;Friuli- Venezia Giulia;UD;I405;0;2;2;2;2,33;8,33
Nord Est;Friuli- Venezia Giulia;UD;I464;1;2;1;1,5;2;7,5
Nord Est;Friuli- Venezia Giulia;UD;I478;0;1;0;1;0;2
Nord Est;Friuli- Venezia Giulia;UD;I562;0;8;2;5,25;11,5;26,75
Nord Est;Friuli- Venezia Giulia;UD;I777;0;1;0;1;0,5;2,5
Nord Est;Friuli- Venezia Giulia;UD;I974;0;1;0;1;1,4;3,4
Nord Est;Friuli- Venezia Giulia;UD;L018;3;4,47;2,37;0,11;1,28;11,23
Nord Est;Friuli- Venezia Giulia;UD;L039;0;1;3;1;9,5;14,5
Nord Est;Friuli- Venezia Giulia;UD;L050;1;17,5;26;15,5;29,22;89,22
Nord Est;Friuli- Venezia Giulia;UD;L065;8;55,91;73,42;43,11;42,3;222,74
Nord Est;Friuli- Venezia Giulia;UD;L101;0;2;3;1;6,14;12,14
Nord Est;Friuli- Venezia Giulia;UD;L195;4,8;6;34,5;12,44;16,86;74,6
Nord Est;Friuli- Venezia Giulia;UD;L246;0;1;4;6,5;4;15,5
Nord Est;Friuli- Venezia Giulia;UD;L309;0;6;3;1;4,5;14,5
Nord Est;Friuli- Venezia Giulia;UD;L335;0;0;0,33;4;4,75;9,08
Nord Est;Friuli- Venezia Giulia;UD;L381;0;3;0;1;2,5;6,5
Nord Est;Friuli- Venezia Giulia;UD;L382;0;2;1;0;6,5;9,5
Nord Est;Friuli- Venezia Giulia;UD;L421;1;20;19,33;17;28;85,33
Nord Est;Friuli- Venezia Giulia;UD;L438;1;3,5;0;5;2;11,5
Nord Est;Friuli- Venezia Giulia;UD;L483;96,21;419,93;392,46;216,79;225,13;1350,52
Nord Est;Friuli- Venezia Giulia;UD;L686;0;0;3;3;3;9
Nord Est;Friuli- Venezia Giulia;UD;L743;0;1;9;6;6,5;22,5
Nord Est;Friuli- Venezia Giulia;UD;L801;2;1;0;1;5;9
Nord Est;Friuli- Venezia Giulia;UD;L909;1;2;3;3;4;13
Nord Est;Friuli- Venezia Giulia;UD;M200;0;0;2;0,94;2;4,94
Nord Est;Veneto;BL;A083;4;20,5;25,33;2,88;5;57,71
Nord Est;Veneto;BL;A121;0;3;4;5;6;18
Nord Est;Veneto;BL;A206;4;11,17;6,17;2,62;0,92;24,88
Nord Est;Veneto;BL;A443;2,5;6,5;4;7;9,5;29,5
Nord Est;Veneto;BL;A501;13;40,17;17,5;5,58;5,84;82,09
Nord Est;Veneto;BL;A757;28,16;98,34;86,92;63,5;59,6;336,52
Nord Est;Veneto;BL;A982;1;4,33;5;3;9,33;22,66
Nord Est;Veneto;BL;B375;4;2,5;6;3;0,67;16,17
Nord Est;Veneto;BL;B574;1;14,51;9;5;3;32,51
Nord Est;Veneto;BL;B662;4,42;18,58;20,67;13,75;19,5;76,92
Nord Est;Veneto;BL;C146;1;0;2;1,67;4,33;9
Nord Est;Veneto;BL;C458;2;9,2;0;1;0;12,2
Nord Est;Veneto;BL;C562;2;2;3;5;7;19
Nord Est;Veneto;BL;C577;2;7;2;4,75;11,44;27,19
Nord Est;Veneto;BL;C630;1;3;2;2,17;3,67;11,84
Nord Est;Veneto;BL;C672;3;5;1;0;1;10
Nord Est;Veneto;BL;C919;7,35;28,11;17;4,5;2;58,96
Nord Est;Veneto;BL;C920;8,06;13,9;17,5;7,42;3,05;49,93
Nord Est;Veneto;BL;D247;1;6,5;0;2;0;9,5
Nord Est;Veneto;BL;D330;5;2,66;8,5;1,33;4,2;21,69
Nord Est;Veneto;BL;D470;12,67;22,5;13;2,67;0;50,84
Nord Est;Veneto;BL;D506;2;1,94;2;0,17;5,75;11,86
Nord Est;Veneto;BL;D530;12,03;65,22;48,72;39,34;33,82;199,13
Nord Est;Veneto;BL;D686;1;5,83;2,5;2;5,75;17,08
Nord Est;Veneto;BL;D726;5;11;3,25;1;1;21,25
Nord Est;Veneto;BL;E113;10;7,25;2,5;3,67;3;26,42
Nord Est;Veneto;BL;E429;2,08;9,67;4,06;2,97;5,47;24,25
Nord Est;Veneto;BL;E490;0;1;3;1;1,15;6,15
Nord Est;Veneto;BL;E588;4,9;12,75;12,5;7;15;52,15
Nord Est;Veneto;BL;E672;2;2;9,08;3,5;10;26,58
Nord Est;Veneto;BL;E687;3;3,67;2;1;0;9,67
Nord Est;Veneto;BL;E708;1;4;1;2;0;8
Nord Est;Veneto;BL;F094;4;9,75;5,11;9;7,61;35,47
Nord Est;Veneto;BL;G169;0;0;0;0;1;1
Nord Est;Veneto;BL;G404;4;9,75;11;13,55;7,8;46,1
Nord Est;Veneto;BL;G442;0,33;1;0;1;1;3,33
Nord Est;Veneto;BL;G638;1;2,67;4,17;1,5;8;17,34
Nord Est;Veneto;BL;G642;6;23,33;8;4,5;1;42,83
Nord Est;Veneto;BL;H092;2;5;7,25;3,5;3;20,75
Nord Est;Veneto;BL;H124;1;2,99;5;2,17;6;17,16
Nord Est;Veneto;BL;H327;1,5;2,5;2;0;0,25;6,25
Nord Est;Veneto;BL;H379;3;34;12,67;3;3,5;56,17
Nord Est;Veneto;BL;H938;2;0;2,83;0;5,5;10,33
Nord Est;Veneto;BL;I063;2;5,13;9,13;1,13;0;17,39
Nord Est;Veneto;BL;I088;2;3,25;2,5;0;2,78;10,53
Nord Est;Veneto;BL;I206;3;9,67;15;10,25;10,17;48,09
Nord Est;Veneto;BL;I345;4;13,72;7,47;1;3,44;29,63
Nord Est;Veneto;BL;I347;6;19;3;5;3,33;36,33
Nord Est;Veneto;BL;I392;2,33;19,5;16;6,5;4;48,33
Nord Est;Veneto;BL;I421;10,76;19,05;10,5;2,5;0;42,81
Nord Est;Veneto;BL;I563;15,16;23,16;19,83;13;14,29;85,44
Nord Est;Veneto;BL;I592;5,18;7;3,33;1,25;0;16,76
Nord Est;Veneto;BL;I626;3;4;4;5,22;6,33;22,55
Nord Est;Veneto;BL;I673;2;7,05;5;4,33;3,17;21,55
Nord Est;Veneto;BL;I866;2;11;2,75;1,33;8,75;25,83
Nord Est;Veneto;BL;I876;0;0;0;0;0;0
Nord Est;Veneto;BL;L030;0;6,66;6,17;2;0,17;15
Nord Est;Veneto;BL;L040;2,83;4,5;5;1;2;15,33
Nord Est;Veneto;BL;L422;3;7;30,5;10;7;57,5
Nord Est;Veneto;BL;L584;2,5;3,67;4;2;2;14,17
Nord Est;Veneto;BL;L590;8,5;13,5;4;2,17;3,5;31,67
Nord Est;Veneto;BL;L692;0;3;2,5;2;0;7,5
Nord Est;Veneto;BL;L890;1,86;9,11;1;0;1;12,97
Nord Est;Veneto;BL;M108;2;2;4;1;2;11
Nord Est;Veneto;BL;M124;1;2;3;0;1;7
Nord Est;Veneto;BL;M189;0;0;0;0;0;0
Nord Est;Veneto;PD;A001;10,94;108,38;62;41,5;42,29;265,11
Nord Est;Veneto;PD;A075;0;1;7;5;10,27;23,27
Nord Est;Veneto;PD;A161;4,5;106,68;113,1;95,42;112,81;432,51
Nord Est;Veneto;PD;A296;1,11;5;10,17;8;7,1;31,38
Nord Est;Veneto;PD;A434;1;3;3,5;0;6,22;13,72
Nord Est;Veneto;PD;A438;0;1,5;5,41;6,17;9,5;22,58
Nord Est;Veneto;PD;A458;0;18;13;12,33;12,66;55,99
Nord Est;Veneto;PD;A568;2;4,33;6;10,54;3;25,87
Nord Est;Veneto;PD;A613;0,18;4,07;1,5;6,92;14,33;27
Nord Est;Veneto;PD;A637;0;0;0;1;2;3
Nord Est;Veneto;PD;A714;2,33;7;10;5,85;17,67;42,85
Nord Est;Veneto;PD;A906;0;7;1,5;2,67;7;18,17
Nord Est;Veneto;PD;B031;1;24,72;14,72;6,5;6;52,94
Nord Est;Veneto;PD;B106;0;10;8;3;3,66;24,66
Nord Est;Veneto;PD;B213;2;12,67;12,5;5,5;9,06;41,73
Nord Est;Veneto;PD;B345;2;29,3;42,43;42,06;38,46;154,25
Nord Est;Veneto;PD;B524;0;54,32;45,99;33,08;28,71;162,1
Nord Est;Veneto;PD;B531;0;12;6;2;5,25;25,25
Nord Est;Veneto;PD;B563;4;18;25,5;13;23,04;83,54
Nord Est;Veneto;PD;B564;1;7;8,5;4;10,67;31,17
Nord Est;Veneto;PD;B589;3;2;5;3;4,57;17,57
Nord Est;Veneto;PD;B749;0;2;3;3;1;9
Nord Est;Veneto;PD;B795;0;19;19;13;13;64
Nord Est;Veneto;PD;B848;3,13;19;8;9,29;14,38;53,8
Nord Est;Veneto;PD;B877;0,33;4;1,03;3,84;12,09;21,29
Nord Est;Veneto;PD;B912;1;13,25;14;5,8;9,06;43,11
Nord Est;Veneto;PD;C057;1;1;2;2;1;7
Nord Est;Veneto;PD;C544;0;9,9;10,42;11,33;17;48,65
Nord Est;Veneto;PD;C713;1;1,83;3;0;7,23;13,06
Nord Est;Veneto;PD;C743;3,3;25,5;27,25;28,67;36,38;121,1
Nord Est;Veneto;PD;C812;0;12;21,17;18,92;13,6;65,69
Nord Est;Veneto;PD;C964;3;48;22,11;21,66;20,01;114,78
Nord Est;Veneto;PD;D040;0;9;5;5,5;6,5;26
Nord Est;Veneto;PD;D226;1,2;13;15,22;9,5;9,58;48,5
Nord Est;Veneto;PD;D442;7,34;51,5;53,44;46,99;46,38;205,65
Nord Est;Veneto;PD;D679;0;14;7,38;5,5;6;32,88
Nord Est;Veneto;PD;D879;2;9;13;9,5;9,75;43,25
Nord Est;Veneto;PD;D889;1,89;6;7,17;7,58;14,59;37,23
Nord Est;Veneto;PD;D956;0;8;22;9;7,28;46,28
Nord Est;Veneto;PD;E145;0;7;7;4;11,5;29,5
Nord Est;Veneto;PD;E146;0;6;1;2;4,5;13,5
Nord Est;Veneto;PD;E515;3,5;28,87;33,38;26,05;24,75;116,55
Nord Est;Veneto;PD;E592;3,5;17,25;18,75;6;22,5;68
Nord Est;Veneto;PD;E684;2;10,17;20;8,5;13,83;54,5
Nord Est;Veneto;PD;E709;0;5,94;3;5,25;7,88;22,07
Nord Est;Veneto;PD;F011;0;21,17;31,25;28,33;18,75;99,5
Nord Est;Veneto;PD;F013;0;1;2;7;4,31;14,31
Nord Est;Veneto;PD;F033;2;17,5;12;13,6;15,83;60,93
Nord Est;Veneto;PD;F091;0,33;1;1;7;2;11,33
Nord Est;Veneto;PD;F092;0;1;0;2;4;7
Nord Est;Veneto;PD;F148;2,5;1;8;1;8,9;21,4
Nord Est;Veneto;PD;F161;7;40;44,33;31,33;24,14;146,8
Nord Est;Veneto;PD;F382;3,66;49,83;36,1;26,63;43,77;159,99
Nord Est;Veneto;PD;F394;3;17;15,12;9,8;18,2;63,12
Nord Est;Veneto;PD;F529;5,83;27,5;20,17;34;42,9;130,4
Nord Est;Veneto;PD;F962;6;52,5;40,8;18;26,95;144,25
Nord Est;Veneto;PD;G167;0;10,5;7;10,77;8,95;37,22
Nord Est;Veneto;PD;G224;236,54;631,18;753,92;494,54;382,43;2498,61
Nord Est;Veneto;PD;G461;0;5;9,25;10,17;14,92;39,34
Nord Est;Veneto;PD;G534;1;1;1;3;3,22;9,22
Nord Est;Veneto;PD;G587;3;25;30,5;22;30,6;111,1
Nord Est;Veneto;PD;G688;3;10;18,84;6;8,89;46,73
Nord Est;Veneto;PD;G693;9;75,5;56,02;29,33;41,09;210,94
Nord Est;Veneto;PD;G802;0;9;9,5;11,85;5,86;36,21
Nord Est;Veneto;PD;G823;1;2,5;2,5;4;8;18
Nord Est;Veneto;PD;G850;0;2,42;8,5;2;2;14,92
Nord Est;Veneto;PD;G855;1;39,48;39,29;26,61;21,75;128,13
Nord Est;Veneto;PD;G963;0;6,8;4,5;4;9,33;24,63
Nord Est;Veneto;PD;H622;2;17;4,87;16,08;9,64;49,59
Nord Est;Veneto;PD;H625;4;39;66,5;34,83;43,92;188,25
Nord Est;Veneto;PD;H655;0,67;2;5,5;6,48;11,5;26,15
Nord Est;Veneto;PD;H705;0;3;1;0,5;8;12,5
Nord Est;Veneto;PD;H893;1;25;33,5;21,72;12,25;93,47
Nord Est;Veneto;PD;H897;1;5;10;11;7,37;34,37
Nord Est;Veneto;PD;I008;3;13;16,5;5;17,5;55
Nord Est;Veneto;PD;I107;1;4;5;5,17;6,17;21,34
Nord Est;Veneto;PD;I120;0;5;14,89;8;9,02;36,91
Nord Est;Veneto;PD;I207;2;2;10,14;9,2;16,5;39,84
Nord Est;Veneto;PD;I226;0;2,5;8,5;5;5,69;21,69
Nord Est;Veneto;PD;I275;2;8,5;14,5;11,08;11,92;48
Nord Est;Veneto;PD;I319;0;3;8,5;6;1,58;19,08
Nord Est;Veneto;PD;I375;2;0;3;0,5;9,33;14,83
Nord Est;Veneto;PD;I418;2,6;21,5;54,06;21,93;29;129,09
Nord Est;Veneto;PD;I595;0;40,66;60,6;47,27;54,98;203,51
Nord Est;Veneto;PD;I799;0,46;12,14;10,2;7,31;15,03;45,14
Nord Est;Veneto;PD;I938;3;1,33;7,5;4,5;8,55;24,88
Nord Est;Veneto;PD;L100;4;21,46;24,61;18,83;46,13;115,03
Nord Est;Veneto;PD;L132;3,25;12;12;8,4;7,89;43,54
Nord Est;Veneto;PD;L199;2;16;19;5,95;6;48,95
Nord Est;Veneto;PD;L270;3;9,5;12,33;7,5;16,61;48,94
Nord Est;Veneto;PD;L349;0;38,75;18,25;19,5;19,35;95,85
Nord Est;Veneto;PD;L414;1;8,5;5,5;2;9;26
Nord Est;Veneto;PD;L497;0;1;1;3;2,22;7,22
Nord Est;Veneto;PD;L710;0;13;7;9,5;20,22;49,72
Nord Est;Veneto;PD;L805;0;6;5;7;7,5;25,5
Nord Est;Veneto;PD;L878;1;2,17;1;4,5;2,5;11,17
Nord Est;Veneto;PD;L892;3;27,54;37;21;30,06;118,6
Nord Est;Veneto;PD;L900;3,5;52,65;79,38;54,66;60,93;251,12
Nord Est;Veneto;PD;L934;2;4,33;3,67;18;6,5;34,5
Nord Est;Veneto;PD;L937;1;2;1;1;3;8
Nord Est;Veneto;PD;L947;2;18,5;15,11;25,38;24,72;85,71
Nord Est;Veneto;PD;L979;0,5;18,95;15,5;22;15;71,95
Nord Est;Veneto;PD;M103;0;6,67;7;3;10,09;26,76
Nord Est;Veneto;PD;M300;2,5;13,84;18,42;18,5;20,8;74,06
Nord Est;Veneto;RO;A059;15,5;48,87;51,83;31,42;28,84;176,46
Nord Est;Veneto;RO;A400;3;5,68;12;7,17;9,5;37,35
Nord Est;Veneto;RO;A435;0;3,5;4,17;5,5;10;23,17
Nord Est;Veneto;RO;A539;5;21;18,5;23,55;19,96;88,01
Nord Est;Veneto;RO;A574;0;0;0;0;2,5;2,5
Nord Est;Veneto;RO;A795;1;3;5;3;3,17;15,17
Nord Est;Veneto;RO;B069;0;0;6;2;2;10
Nord Est;Veneto;RO;B432;0;0;0;0;0;0
Nord Est;Veneto;RO;B578;1,5;4,5;9,54;4,13;6;25,67
Nord Est;Veneto;RO;B582;0;0,5;3;1;4;8,5
Nord Est;Veneto;RO;C122;0;6,5;9;3,33;9,39;28,22
Nord Est;Veneto;RO;C207;0;3;5;6,17;11,32;25,49
Nord Est;Veneto;RO;C215;0;1;1;2;8;12
Nord Est;Veneto;RO;C461;0;3;3;2;5;13
Nord Est;Veneto;RO;C500;1;1,34;9,36;11,34;6,5;29,54
Nord Est;Veneto;RO;C987;1;6;9,5;4,3;3,84;24,64
Nord Est;Veneto;RO;D105;0;6;5;3,5;6,5;21
Nord Est;Veneto;RO;D161;0;2;2;1,5;10,5;16
Nord Est;Veneto;RO;D568;3,06;1;2;1;7,07;14,13
Nord Est;Veneto;RO;D577;1;4;6,5;6;8,67;26,17
Nord Est;Veneto;RO;D776;0;1,5;4;0,17;1;6,67
Nord Est;Veneto;RO;D788;0;1;7;4;8;20
Nord Est;Veneto;RO;D855;0;0;0;0;0;0
Nord Est;Veneto;RO;D942;0;1,75;1,72;1;4;8,47
Nord Est;Veneto;RO;E008;0;2,22;3;6,77;9,55;21,54
Nord Est;Veneto;RO;E240;0;0;1;1;3,98;5,98
Nord Est;Veneto;RO;E522;5;16,25;33,67;21,68;26,74;103,34
Nord Est;Veneto;RO;E689;0,72;5,57;5,84;3,47;4,5;20,1
Nord Est;Veneto;RO;E761;0;4,5;3;6;5,39;18,89
Nord Est;Veneto;RO;F095;0;0;0;1,58;4,61;6,19
Nord Est;Veneto;RO;F994;8;47,16;66,37;35,5;28;185,03
Nord Est;Veneto;RO;G323;0;3;3,67;1;7,5;15,17
Nord Est;Veneto;RO;G525;1;1,75;1;2,9;2,5;9,15
Nord Est;Veneto;RO;G673;0;1;2;1;6,5;10,5
Nord Est;Veneto;RO;G782;0;8,83;10,34;9,17;6;34,34
Nord Est;Veneto;RO;G836;0;0;8;11;8,04;27,04
Nord Est;Veneto;RO;G923;3;25;15;10,33;17,5;70,83
Nord Est;Veneto;RO;G926;12,11;41;28,92;20,25;13,75;116,03
Nord Est;Veneto;RO;H573;41;79,65;44,5;20;17;202,15
Nord Est;Veneto;RO;H620;58,13;207,43;173,24;112,72;110,33;661,85
Nord Est;Veneto;RO;H689;0;0;2;2,5;4;8,5
Nord Est;Veneto;RO;H768;0,5;2;1,5;1;6;11
Nord Est;Veneto;RO;H996;0;2;6;16;11,05;35,05
Nord Est;Veneto;RO;I953;1;2;4;3,75;5;15,75
Nord Est;Veneto;RO;L026;0;13;23,67;9,36;12,25;58,28
Nord Est;Veneto;RO;L359;0;1;1;1,5;4;7,5
Nord Est;Veneto;RO;L939;0;10,5;10;8,79;9,46;38,75
Nord Est;Veneto;RO;L967;0;2;1;2;2;7
Nord Est;Veneto;RO;L985;0;2;2;4;4,5;12,5
Nord Est;Veneto;RO;L988;0;0;1;1;3;5
Nord Est;Veneto;TV;A237;1;5;9;8;7,5;30,5
Nord Est;Veneto;TV;A360;0;10;19;7;9,17;45,17
Nord Est;Veneto;TV;A471;1;22,67;18;5;26,25;72,92
Nord Est;Veneto;TV;B061;0;9;18;6;14,29;47,29
Nord Est;Veneto;TV;B128;2;12,5;14,2;11,67;13,75;54,12
Nord Est;Veneto;TV;B349;1;15,5;11;5,5;11,89;44,89
